c Instance Type h
c
n 700
c w	 v1	 v2
i 679	 374 	 743 
i 738	 645 	 82 
i 467	 84 	 437 
i 720	 683 	 513 
i 842	 645 	 430 
i 376	 880 	 919 
i 228	 967 	 400 
i 390	 1 	 543 
i 511	 650 	 124 
i 676	 903 	 674 
i 420	 583 	 665 
i 501	 322 	 40 
i 938	 788 	 684 
i 452	 508 	 768 
i 881	 350 	 451 
i 801	 726 	 96 
i 202	 954 	 976 
i 744	 344 	 944 
i 867	 855 	 944 
i 542	 532 	 594 
i 208	 951 	 498 
i 247	 453 	 81 
i 931	 391 	 402 
i 699	 842 	 190 
i 150	 724 	 698 
i 246	 526 	 49 
i 223	 727 	 774 
i 167	 472 	 729 
i 111	 340 	 74 
i 705	 882 	 928 
i 203	 90 	 460 
i 283	 337 	 412 
i 684	 268 	 864 
i 874	 967 	 256 
i 572	 118 	 99 
i 620	 364 	 822 
i 395	 586 	 349 
i 124	 752 	 76 
i 197	 863 	 548 
i 126	 569 	 887 
i 586	 772 	 769 
i 997	 55 	 859 
i 862	 739 	 196 
i 118	 614 	 464 
i 216	 186 	 431 
i 39	 806 	 549 
i 387	 202 	 912 
i 463	 326 	 498 
i 11	 523 	 251 
i 898	 648 	 115 
i 667	 235 	 683 
i 527	 232 	 455 
i 723	 94 	 510 
i 187	 212 	 250 
i 618	 427 	 863 
i 168	 466 	 50 
i 80	 853 	 856 
i 578	 316 	 58 
i 829	 327 	 383 
i 943	 225 	 905 
i 627	 892 	 554 
i 83	 419 	 788 
i 593	 142 	 21 
i 842	 329 	 115 
i 705	 947 	 326 
i 755	 115 	 753 
i 611	 195 	 219 
i 668	 772 	 73 
i 52	 601 	 388 
i 957	 545 	 714 
i 512	 173 	 939 
i 301	 255 	 831 
i 322	 847 	 250 
i 436	 690 	 392 
i 762	 396 	 721 
i 516	 151 	 668 
i 735	 761 	 783 
i 807	 430 	 977 
i 195	 482 	 749 
i 909	 440 	 351 
i 848	 951 	 896 
i 679	 252 	 69 
i 929	 574 	 323 
i 322	 10 	 171 
i 43	 772 	 860 
i 711	 288 	 256 
i 495	 23 	 406 
i 472	 829 	 168 
i 222	 25 	 597 
i 573	 933 	 80 
i 469	 782 	 519 
i 537	 462 	 471 
i 860	 391 	 723 
i 31	 713 	 297 
i 891	 756 	 306 
i 148	 467 	 79 
i 554	 962 	 366 
i 721	 434 	 388 
i 319	 656 	 218 
i 398	 229 	 242 
i 917	 698 	 176 
i 388	 235 	 958 
i 111	 95 	 420 
i 407	 126 	 810 
i 713	 18 	 523 
i 791	 165 	 279 
i 157	 719 	 746 
i 545	 440 	 708 
i 763	 759 	 143 
i 6	 158 	 799 
i 181	 75 	 29 
i 140	 463 	 726 
i 559	 573 	 960 
i 369	 980 	 56 
i 892	 693 	 182 
i 172	 484 	 199 
i 918	 641 	 364 
i 627	 187 	 83 
i 770	 949 	 523 
i 569	 955 	 282 
i 597	 137 	 440 
i 323	 276 	 515 
i 284	 834 	 977 
i 339	 204 	 551 
i 521	 96 	 532 
i 719	 268 	 225 
i 84	 187 	 709 
i 166	 813 	 351 
i 688	 584 	 537 
i 970	 153 	 487 
i 411	 750 	 442 
i 925	 74 	 578 
i 903	 357 	 853 
i 454	 696 	 688 
i 986	 217 	 891 
i 211	 936 	 987 
i 920	 21 	 255 
i 271	 186 	 442 
i 808	 874 	 256 
i 296	 845 	 839 
i 737	 256 	 992 
i 316	 181 	 743 
i 170	 85 	 816 
i 857	 539 	 174 
i 748	 525 	 869 
i 735	 735 	 87 
i 990	 656 	 24 
i 433	 926 	 44 
i 688	 735 	 230 
i 528	 31 	 104 
i 520	 767 	 949 
i 263	 84 	 205 
i 80	 253 	 386 
i 253	 111 	 470 
i 123	 858 	 9 
i 209	 594 	 534 
i 233	 585 	 269 
i 276	 18 	 925 
i 505	 705 	 851 
i 609	 234 	 587 
i 558	 753 	 617 
i 763	 17 	 385 
i 149	 97 	 468 
i 619	 349 	 721 
i 628	 471 	 831 
i 162	 680 	 690 
i 431	 912 	 284 
i 356	 189 	 869 
i 208	 694 	 886 
i 794	 303 	 592 
i 411	 861 	 825 
i 796	 624 	 579 
i 265	 772 	 596 
i 985	 392 	 692 
i 817	 20 	 42 
i 507	 181 	 512 
i 791	 611 	 193 
i 660	 966 	 106 
i 547	 174 	 295 
i 139	 968 	 988 
i 963	 379 	 292 
i 543	 176 	 153 
i 139	 440 	 776 
i 830	 426 	 549 
i 871	 244 	 940 
i 384	 751 	 959 
i 577	 542 	 140 
i 683	 203 	 751 
i 977	 749 	 717 
i 965	 888 	 891 
i 258	 851 	 859 
i 410	 395 	 239 
i 186	 533 	 414 
i 734	 364 	 854 
i 675	 236 	 281 
i 634	 620 	 524 
i 774	 198 	 275 
i 525	 880 	 817 
i 243	 857 	 20 
i 134	 823 	 769 
i 993	 81 	 657 
i 232	 491 	 509 
i 646	 676 	 903 
i 500	 411 	 437 
i 780	 87 	 800 
i 305	 720 	 37 
i 579	 495 	 657 
i 396	 21 	 854 
i 416	 263 	 734 
i 185	 397 	 592 
i 841	 390 	 416 
i 350	 621 	 496 
i 253	 268 	 987 
i 690	 767 	 663 
i 490	 548 	 75 
i 527	 853 	 161 
i 184	 432 	 881 
i 38	 828 	 376 
i 772	 244 	 397 
i 364	 429 	 659 
i 779	 270 	 56 
i 276	 620 	 445 
i 263	 873 	 67 
i 926	 563 	 334 
i 2	 54 	 102 
i 163	 580 	 650 
i 44	 764 	 503 
i 420	 801 	 935 
i 816	 574 	 763 
i 476	 937 	 8 
i 531	 717 	 436 
i 976	 993 	 706 
i 44	 257 	 326 
i 377	 183 	 199 
i 479	 185 	 762 
i 129	 347 	 815 
i 631	 390 	 395 
i 566	 810 	 159 
i 330	 626 	 960 
i 337	 103 	 535 
i 773	 633 	 472 
i 480	 610 	 190 
i 806	 653 	 183 
i 6	 31 	 440 
i 767	 509 	 622 
i 582	 637 	 807 
i 977	 268 	 154 
i 137	 834 	 543 
i 97	 164 	 354 
i 632	 501 	 979 
i 104	 275 	 83 
i 294	 755 	 715 
i 477	 561 	 326 
i 916	 567 	 978 
i 539	 334 	 9 
i 346	 916 	 517 
i 499	 893 	 155 
i 43	 30 	 423 
i 396	 127 	 257 
i 376	 758 	 421 
i 458	 862 	 921 
i 174	 157 	 197 
i 499	 633 	 951 
i 478	 550 	 513 
i 487	 89 	 80 
i 5	 435 	 414 
i 159	 933 	 330 
i 581	 976 	 224 
i 838	 372 	 254 
i 259	 748 	 381 
i 180	 206 	 140 
i 377	 380 	 3 
i 328	 878 	 159 
i 840	 356 	 792 
i 919	 842 	 342 
i 334	 846 	 431 
i 663	 6 	 865 
i 887	 586 	 799 
i 141	 424 	 775 
i 521	 683 	 148 
i 660	 862 	 895 
i 663	 240 	 102 
i 821	 567 	 481 
i 613	 408 	 360 
i 955	 328 	 716 
i 386	 661 	 558 
i 252	 325 	 405 
i 51	 212 	 411 
i 826	 352 	 996 
i 974	 873 	 421 
i 870	 534 	 104 
i 971	 197 	 966 
i 453	 19 	 206 
i 812	 631 	 773 
i 528	 587 	 181 
i 87	 972 	 509 
i 492	 224 	 170 
i 902	 275 	 495 
i 899	 102 	 706 
i 321	 76 	 59 
i 425	 945 	 932 
i 392	 917 	 466 
i 597	 370 	 663 
i 371	 183 	 681 
i 552	 711 	 313 
i 61	 797 	 899 
i 231	 290 	 872 
i 725	 193 	 97 
i 432	 93 	 371 
i 490	 413 	 472 
i 422	 837 	 548 
i 888	 229 	 493 
i 552	 826 	 411 
i 234	 198 	 780 
i 546	 749 	 963 
i 446	 810 	 674 
i 319	 42 	 472 
i 415	 766 	 761 
i 785	 198 	 953 
i 258	 688 	 46 
i 805	 111 	 459 
i 299	 998 	 297 
i 709	 550 	 526 
i 490	 783 	 352 
i 454	 330 	 550 
i 128	 776 	 299 
i 599	 95 	 110 
i 361	 509 	 151 
i 315	 295 	 917 
i 361	 552 	 116 
i 819	 358 	 803 
i 116	 657 	 913 
i 641	 366 	 912 
i 993	 856 	 462 
i 543	 310 	 246 
i 842	 437 	 576 
i 952	 37 	 353 
i 104	 398 	 447 
i 21	 712 	 956 
i 136	 73 	 251 
i 939	 892 	 803 
i 852	 9 	 162 
i 764	 650 	 818 
i 227	 643 	 184 
i 473	 187 	 41 
i 50	 30 	 350 
i 402	 982 	 787 
i 848	 86 	 824 
i 805	 106 	 222 
i 56	 242 	 933 
i 859	 181 	 7 
i 21	 33 	 898 
i 838	 797 	 907 
i 23	 25 	 557 
i 63	 497 	 201 
i 413	 546 	 388 
i 201	 948 	 417 
i 25	 797 	 400 
i 246	 602 	 485 
i 180	 657 	 591 
i 187	 516 	 832 
i 86	 536 	 13 
i 992	 375 	 46 
i 549	 397 	 843 
i 749	 459 	 867 
i 137	 872 	 364 
i 554	 73 	 910 
i 953	 97 	 858 
i 439	 343 	 656 
i 30	 523 	 258 
i 861	 709 	 914 
i 874	 795 	 431 
i 920	 787 	 967 
i 763	 337 	 342 
i 631	 86 	 738 
i 994	 223 	 198 
i 905	 777 	 71 
i 764	 730 	 143 
i 420	 169 	 240 
i 678	 199 	 582 
i 593	 60 	 106 
i 24	 934 	 814 
i 991	 854 	 610 
i 333	 618 	 397 
i 72	 249 	 734 
i 270	 244 	 819 
i 340	 150 	 43 
i 483	 913 	 819 
i 722	 334 	 550 
i 304	 12 	 719 
i 409	 604 	 917 
i 224	 628 	 977 
i 834	 619 	 912 
i 231	 952 	 766 
i 965	 25 	 385 
i 784	 295 	 633 
i 827	 635 	 877 
i 646	 118 	 27 
i 197	 839 	 940 
i 915	 144 	 275 
i 833	 552 	 287 
i 810	 776 	 891 
i 722	 610 	 519 
i 489	 841 	 139 
i 874	 806 	 92 
i 508	 591 	 116 
i 385	 419 	 411 
i 412	 66 	 46 
i 353	 262 	 163 
i 627	 178 	 2 
i 914	 11 	 145 
i 805	 820 	 697 
i 325	 543 	 474 
i 463	 33 	 84 
i 555	 906 	 925 
i 671	 414 	 731 
i 82	 798 	 323 
i 127	 211 	 741 
i 289	 563 	 806 
i 291	 190 	 68 
i 436	 104 	 246 
i 133	 909 	 256 
i 606	 234 	 77 
i 690	 697 	 619 
i 615	 252 	 652 
i 347	 923 	 558 
i 669	 5 	 972 
i 411	 132 	 770 
i 217	 421 	 981 
i 285	 711 	 544 
i 530	 148 	 734 
i 786	 280 	 838 
i 862	 886 	 747 
i 482	 576 	 981 
i 134	 192 	 678 
i 692	 538 	 930 
i 664	 208 	 853 
i 435	 618 	 858 
i 416	 835 	 989 
i 959	 121 	 411 
i 694	 651 	 122 
i 532	 438 	 270 
i 279	 300 	 549 
i 261	 782 	 436 
i 938	 915 	 13 
i 869	 608 	 204 
i 723	 272 	 742 
i 581	 706 	 949 
i 571	 123 	 568 
i 981	 83 	 404 
i 104	 776 	 525 
i 373	 308 	 176 
i 922	 587 	 613 
i 358	 847 	 913 
i 371	 786 	 695 
i 574	 656 	 611 
i 316	 379 	 219 
i 265	 960 	 491 
i 833	 532 	 198 
i 237	 513 	 320 
i 761	 617 	 402 
i 937	 990 	 178 
i 551	 913 	 486 
i 464	 271 	 73 
i 159	 641 	 920 
i 770	 216 	 707 
i 988	 531 	 363 
i 479	 796 	 742 
i 676	 630 	 702 
i 996	 866 	 234 
i 398	 628 	 747 
i 576	 565 	 365 
i 62	 117 	 355 
i 135	 580 	 269 
i 56	 739 	 539 
i 763	 509 	 181 
i 126	 498 	 397 
i 867	 977 	 928 
i 570	 653 	 724 
i 804	 649 	 355 
i 552	 48 	 221 
i 916	 623 	 849 
i 272	 685 	 415 
i 540	 820 	 531 
i 80	 876 	 112 
i 261	 639 	 851 
i 657	 765 	 361 
i 585	 632 	 858 
i 310	 203 	 835 
i 664	 7 	 489 
i 885	 558 	 138 
i 735	 475 	 186 
i 150	 747 	 809 
i 681	 287 	 494 
i 792	 367 	 315 
i 643	 627 	 191 
i 4	 285 	 830 
i 862	 870 	 595 
i 697	 181 	 228 
c
c
W 176059
c end of file
