c Instance Type h
c
n 700
c w	 v1	 v2
i 496	 335 	 818 
i 659	 609 	 394 
i 152	 73 	 259 
i 647	 364 	 108 
i 332	 92 	 288 
i 934	 583 	 427 
i 659	 762 	 266 
i 158	 883 	 487 
i 518	 208 	 626 
i 426	 830 	 558 
i 245	 326 	 394 
i 639	 984 	 729 
i 897	 136 	 338 
i 6	 783 	 411 
i 294	 115 	 774 
i 721	 50 	 865 
i 986	 708 	 449 
i 474	 865 	 211 
i 100	 383 	 94 
i 657	 809 	 302 
i 52	 54 	 132 
i 781	 692 	 458 
i 119	 590 	 443 
i 530	 595 	 579 
i 304	 888 	 362 
i 170	 610 	 477 
i 619	 596 	 526 
i 829	 71 	 234 
i 923	 170 	 99 
i 226	 826 	 482 
i 357	 878 	 291 
i 815	 659 	 344 
i 258	 778 	 37 
i 836	 308 	 626 
i 198	 612 	 221 
i 674	 782 	 110 
i 201	 401 	 719 
i 434	 231 	 316 
i 533	 155 	 386 
i 15	 380 	 555 
i 306	 737 	 382 
i 650	 552 	 261 
i 686	 809 	 919 
i 312	 646 	 698 
i 533	 844 	 6 
i 643	 518 	 618 
i 362	 719 	 401 
i 678	 153 	 802 
i 64	 686 	 33 
i 619	 700 	 188 
i 2	 6 	 568 
i 262	 655 	 305 
i 181	 342 	 857 
i 879	 653 	 667 
i 885	 187 	 313 
i 503	 829 	 157 
i 904	 191 	 675 
i 706	 869 	 395 
i 739	 932 	 547 
i 926	 551 	 233 
i 494	 553 	 933 
i 799	 814 	 939 
i 657	 995 	 594 
i 325	 874 	 935 
i 638	 759 	 589 
i 795	 263 	 775 
i 471	 167 	 604 
i 865	 873 	 795 
i 413	 612 	 664 
i 645	 539 	 597 
i 579	 33 	 149 
i 518	 832 	 701 
i 113	 490 	 515 
i 49	 814 	 510 
i 638	 452 	 385 
i 413	 247 	 144 
i 18	 717 	 407 
i 813	 583 	 574 
i 477	 995 	 447 
i 75	 641 	 59 
i 223	 220 	 597 
i 923	 738 	 630 
i 439	 850 	 463 
i 948	 899 	 952 
i 334	 537 	 767 
i 478	 949 	 219 
i 884	 967 	 466 
i 458	 780 	 184 
i 904	 258 	 766 
i 963	 332 	 761 
i 561	 554 	 402 
i 191	 478 	 622 
i 654	 916 	 360 
i 606	 865 	 211 
i 374	 199 	 110 
i 593	 676 	 646 
i 59	 561 	 596 
i 243	 19 	 564 
i 10	 923 	 344 
i 770	 887 	 601 
i 173	 448 	 933 
i 795	 639 	 488 
i 156	 293 	 965 
i 366	 899 	 882 
i 476	 273 	 747 
i 123	 865 	 946 
i 718	 924 	 623 
i 283	 167 	 184 
i 626	 177 	 203 
i 228	 946 	 127 
i 161	 120 	 14 
i 648	 915 	 462 
i 614	 71 	 101 
i 496	 437 	 394 
i 244	 912 	 293 
i 191	 35 	 566 
i 814	 753 	 432 
i 997	 36 	 357 
i 201	 662 	 524 
i 328	 889 	 700 
i 342	 51 	 647 
i 803	 699 	 766 
i 904	 313 	 682 
i 298	 809 	 752 
i 591	 54 	 189 
i 158	 244 	 102 
i 589	 58 	 137 
i 945	 56 	 889 
i 469	 257 	 925 
i 169	 585 	 587 
i 815	 926 	 476 
i 582	 729 	 526 
i 264	 633 	 226 
i 17	 931 	 538 
i 206	 523 	 348 
i 307	 680 	 401 
i 443	 269 	 645 
i 333	 215 	 703 
i 258	 683 	 759 
i 845	 852 	 17 
i 322	 668 	 601 
i 848	 250 	 527 
i 74	 514 	 256 
i 611	 531 	 889 
i 958	 737 	 821 
i 360	 44 	 344 
i 6	 487 	 24 
i 708	 820 	 293 
i 468	 79 	 507 
i 484	 923 	 191 
i 85	 245 	 44 
i 611	 93 	 711 
i 867	 166 	 961 
i 757	 777 	 476 
i 579	 736 	 7 
i 922	 97 	 743 
i 946	 102 	 787 
i 240	 809 	 275 
i 746	 277 	 95 
i 937	 761 	 174 
i 981	 845 	 97 
i 692	 457 	 342 
i 654	 324 	 434 
i 130	 82 	 600 
i 137	 660 	 378 
i 880	 582 	 115 
i 668	 529 	 211 
i 943	 768 	 313 
i 39	 515 	 122 
i 212	 453 	 399 
i 308	 434 	 161 
i 650	 127 	 6 
i 85	 780 	 462 
i 684	 910 	 786 
i 63	 48 	 867 
i 177	 927 	 527 
i 388	 596 	 110 
i 700	 539 	 638 
i 822	 578 	 407 
i 222	 789 	 921 
i 382	 98 	 374 
i 387	 747 	 808 
i 849	 831 	 934 
i 635	 516 	 714 
i 502	 579 	 625 
i 30	 756 	 672 
i 139	 144 	 600 
i 777	 844 	 196 
i 184	 667 	 735 
i 106	 888 	 313 
i 480	 271 	 103 
i 288	 657 	 200 
i 222	 507 	 947 
i 936	 142 	 778 
i 561	 644 	 295 
i 233	 674 	 873 
i 832	 813 	 629 
i 29	 590 	 773 
i 764	 774 	 617 
i 77	 880 	 285 
i 179	 360 	 173 
i 379	 647 	 443 
i 326	 869 	 101 
i 105	 805 	 607 
i 399	 367 	 749 
i 272	 600 	 394 
i 901	 432 	 69 
i 675	 461 	 881 
i 293	 225 	 472 
i 577	 301 	 246 
i 749	 480 	 126 
i 193	 859 	 486 
i 293	 185 	 134 
i 900	 289 	 3 
i 650	 687 	 808 
i 45	 959 	 176 
i 113	 861 	 775 
i 994	 536 	 208 
i 466	 828 	 668 
i 712	 405 	 892 
i 838	 155 	 194 
i 324	 347 	 673 
i 457	 640 	 532 
i 460	 541 	 717 
i 269	 192 	 6 
i 444	 237 	 693 
i 219	 349 	 653 
i 426	 344 	 514 
i 95	 809 	 51 
i 986	 521 	 879 
i 180	 359 	 284 
i 853	 683 	 439 
i 386	 141 	 786 
i 104	 600 	 427 
i 110	 869 	 967 
i 802	 313 	 160 
i 456	 532 	 396 
i 970	 958 	 745 
i 21	 54 	 89 
i 899	 40 	 897 
i 184	 220 	 419 
i 623	 74 	 778 
i 409	 460 	 462 
i 835	 563 	 602 
i 803	 672 	 203 
i 962	 475 	 72 
i 358	 930 	 385 
i 104	 900 	 916 
i 192	 921 	 875 
i 90	 821 	 928 
i 509	 5 	 968 
i 287	 627 	 189 
i 748	 37 	 262 
i 351	 872 	 722 
i 553	 675 	 285 
i 624	 638 	 957 
i 9	 996 	 433 
i 925	 100 	 364 
i 801	 291 	 265 
i 729	 381 	 186 
i 698	 889 	 7 
i 886	 177 	 12 
i 149	 925 	 639 
i 870	 276 	 676 
i 156	 828 	 548 
i 113	 453 	 223 
i 546	 461 	 860 
i 909	 387 	 856 
i 174	 188 	 956 
i 360	 917 	 247 
i 367	 615 	 628 
i 379	 502 	 517 
i 18	 650 	 694 
i 693	 520 	 619 
i 242	 675 	 895 
i 464	 788 	 724 
i 325	 334 	 177 
i 182	 244 	 638 
i 138	 418 	 25 
i 385	 778 	 213 
i 14	 145 	 130 
i 531	 524 	 745 
i 225	 542 	 247 
i 844	 236 	 897 
i 739	 477 	 417 
i 463	 941 	 93 
i 640	 267 	 880 
i 278	 448 	 215 
i 303	 586 	 458 
i 515	 971 	 876 
i 644	 984 	 654 
i 390	 516 	 798 
i 637	 740 	 323 
i 534	 584 	 864 
i 950	 324 	 100 
i 44	 787 	 576 
i 924	 427 	 518 
i 139	 705 	 784 
i 597	 8 	 233 
i 473	 523 	 819 
i 127	 168 	 791 
i 925	 557 	 776 
i 248	 194 	 292 
i 113	 727 	 32 
i 212	 678 	 616 
i 788	 721 	 939 
i 306	 645 	 727 
i 91	 784 	 154 
i 323	 382 	 859 
i 142	 854 	 867 
i 932	 981 	 390 
i 708	 907 	 557 
i 1	 155 	 115 
i 32	 267 	 308 
i 647	 479 	 36 
i 587	 267 	 713 
i 314	 573 	 435 
i 468	 663 	 81 
i 328	 985 	 865 
i 195	 128 	 247 
i 585	 61 	 102 
i 143	 769 	 83 
i 257	 769 	 989 
i 564	 800 	 145 
i 599	 448 	 412 
i 313	 36 	 890 
i 747	 350 	 158 
i 827	 817 	 730 
i 692	 146 	 394 
i 939	 340 	 380 
i 41	 925 	 508 
i 123	 68 	 568 
i 113	 324 	 337 
i 257	 888 	 107 
i 668	 488 	 907 
i 559	 800 	 356 
i 716	 547 	 391 
i 447	 375 	 740 
i 840	 68 	 558 
i 221	 7 	 703 
i 728	 47 	 44 
i 297	 170 	 969 
i 633	 282 	 37 
i 740	 538 	 361 
i 647	 207 	 250 
i 3	 765 	 737 
i 393	 481 	 537 
i 134	 928 	 85 
i 692	 769 	 459 
i 395	 989 	 527 
i 439	 718 	 533 
i 409	 15 	 580 
i 445	 648 	 749 
i 806	 388 	 31 
i 56	 35 	 568 
i 792	 37 	 774 
i 330	 430 	 540 
i 414	 563 	 21 
i 873	 255 	 948 
i 400	 650 	 717 
i 933	 90 	 707 
i 513	 498 	 425 
i 262	 943 	 439 
i 292	 749 	 87 
i 860	 804 	 474 
i 635	 597 	 508 
i 175	 926 	 545 
i 196	 340 	 974 
i 145	 213 	 538 
i 861	 613 	 792 
i 569	 546 	 443 
i 993	 60 	 532 
i 433	 321 	 31 
i 519	 613 	 973 
i 993	 474 	 722 
i 501	 109 	 527 
i 47	 284 	 124 
i 21	 479 	 51 
i 558	 624 	 390 
i 351	 485 	 603 
i 794	 55 	 217 
i 326	 48 	 762 
i 356	 480 	 822 
i 329	 999 	 143 
i 52	 992 	 756 
i 579	 494 	 230 
i 702	 540 	 339 
i 753	 561 	 623 
i 144	 120 	 103 
i 746	 471 	 726 
i 963	 265 	 212 
i 726	 591 	 266 
i 548	 946 	 314 
i 690	 276 	 793 
i 447	 328 	 793 
i 676	 906 	 785 
i 16	 609 	 279 
i 639	 362 	 819 
i 741	 505 	 381 
i 467	 252 	 500 
i 679	 215 	 970 
i 944	 940 	 236 
i 258	 488 	 826 
i 52	 179 	 772 
i 845	 625 	 49 
i 630	 302 	 377 
i 909	 318 	 283 
i 729	 956 	 892 
i 110	 698 	 255 
i 609	 165 	 760 
i 580	 844 	 12 
i 815	 788 	 227 
i 641	 47 	 168 
i 414	 99 	 656 
i 463	 943 	 835 
i 839	 574 	 461 
i 123	 484 	 763 
i 15	 213 	 81 
i 269	 322 	 38 
i 29	 931 	 735 
i 41	 511 	 900 
i 268	 327 	 744 
i 435	 967 	 533 
i 92	 382 	 579 
i 926	 844 	 678 
i 387	 684 	 622 
i 150	 806 	 197 
i 231	 821 	 680 
i 268	 91 	 892 
i 4	 120 	 215 
i 903	 160 	 146 
i 647	 428 	 657 
i 180	 863 	 984 
i 759	 954 	 952 
i 438	 880 	 334 
i 61	 268 	 179 
i 257	 418 	 862 
i 936	 648 	 668 
i 829	 916 	 490 
i 45	 919 	 580 
i 191	 823 	 699 
i 848	 470 	 859 
i 832	 650 	 287 
i 784	 410 	 150 
i 119	 848 	 105 
i 297	 908 	 984 
i 159	 165 	 253 
i 827	 102 	 670 
i 317	 931 	 318 
i 896	 975 	 235 
i 596	 166 	 154 
i 455	 14 	 976 
i 742	 846 	 447 
i 892	 630 	 98 
i 997	 748 	 508 
i 981	 45 	 356 
i 235	 204 	 264 
i 904	 31 	 428 
i 223	 347 	 530 
i 457	 244 	 461 
i 611	 840 	 436 
i 588	 296 	 602 
i 35	 38 	 616 
i 133	 930 	 462 
i 640	 927 	 93 
i 995	 909 	 841 
i 259	 145 	 886 
i 687	 49 	 90 
i 218	 272 	 121 
i 678	 728 	 468 
i 115	 340 	 711 
i 716	 927 	 551 
i 332	 962 	 846 
i 794	 96 	 884 
i 886	 735 	 815 
i 728	 731 	 743 
i 614	 990 	 652 
i 703	 678 	 796 
i 823	 895 	 845 
i 291	 573 	 117 
i 3	 687 	 845 
i 554	 404 	 186 
i 401	 735 	 113 
i 285	 530 	 76 
i 101	 417 	 171 
i 843	 145 	 906 
i 496	 758 	 637 
i 293	 462 	 627 
i 138	 286 	 305 
i 255	 576 	 200 
i 101	 579 	 773 
i 286	 133 	 460 
i 399	 534 	 863 
i 475	 818 	 599 
i 645	 919 	 130 
i 552	 762 	 546 
i 189	 258 	 691 
i 816	 550 	 449 
i 121	 688 	 910 
i 321	 943 	 196 
i 94	 45 	 772 
i 554	 331 	 352 
i 418	 729 	 485 
i 18	 204 	 19 
i 147	 849 	 837 
i 693	 401 	 756 
i 384	 590 	 518 
i 833	 406 	 776 
i 744	 527 	 327 
i 939	 847 	 16 
i 712	 941 	 959 
i 65	 495 	 4 
i 549	 913 	 334 
i 568	 930 	 64 
i 405	 78 	 268 
i 162	 771 	 118 
i 680	 156 	 519 
i 456	 988 	 109 
i 783	 732 	 515 
i 798	 672 	 42 
i 757	 385 	 888 
i 761	 449 	 830 
i 95	 998 	 326 
i 159	 566 	 239 
i 426	 971 	 170 
i 543	 133 	 248 
i 62	 812 	 19 
i 171	 269 	 175 
i 685	 52 	 163 
i 726	 850 	 894 
i 615	 607 	 567 
i 445	 369 	 951 
i 770	 463 	 400 
i 10	 622 	 398 
i 180	 48 	 964 
i 427	 591 	 935 
i 446	 652 	 68 
i 620	 823 	 880 
i 782	 508 	 149 
i 677	 234 	 200 
i 244	 849 	 50 
i 196	 294 	 657 
i 595	 65 	 26 
i 993	 74 	 489 
i 958	 254 	 111 
i 893	 680 	 158 
i 961	 126 	 749 
i 841	 746 	 401 
i 989	 529 	 224 
i 189	 206 	 732 
i 238	 450 	 965 
i 895	 645 	 814 
i 920	 241 	 109 
i 409	 235 	 174 
i 520	 193 	 248 
i 677	 86 	 501 
i 426	 48 	 181 
i 827	 888 	 307 
i 52	 877 	 53 
i 784	 66 	 582 
i 749	 304 	 787 
i 564	 200 	 238 
i 673	 120 	 883 
i 846	 529 	 125 
i 94	 49 	 359 
i 595	 726 	 552 
i 775	 153 	 638 
i 83	 980 	 685 
i 136	 33 	 573 
i 717	 816 	 450 
i 505	 566 	 516 
i 743	 131 	 819 
i 626	 803 	 19 
i 750	 650 	 139 
i 110	 744 	 667 
i 661	 339 	 716 
i 299	 115 	 442 
i 983	 197 	 595 
i 556	 333 	 575 
i 7	 50 	 607 
i 522	 555 	 423 
i 342	 298 	 989 
i 361	 923 	 120 
i 499	 674 	 922 
i 167	 783 	 573 
i 883	 444 	 317 
i 325	 743 	 656 
i 920	 726 	 770 
i 495	 283 	 967 
c
c
W 172295
c end of file
