c Instance Type h
c
n 700
c w	 v1	 v2
i 388	 794 	 659 
i 1	 563 	 915 
i 572	 482 	 217 
i 897	 976 	 643 
i 543	 862 	 485 
i 21	 650 	 252 
i 706	 324 	 848 
i 621	 857 	 374 
i 465	 313 	 659 
i 905	 969 	 933 
i 564	 357 	 111 
i 480	 358 	 904 
i 696	 929 	 468 
i 340	 827 	 949 
i 824	 370 	 926 
i 76	 391 	 788 
i 924	 97 	 439 
i 298	 718 	 762 
i 956	 183 	 619 
i 890	 89 	 932 
i 1	 653 	 901 
i 905	 133 	 259 
i 373	 829 	 617 
i 323	 169 	 547 
i 249	 993 	 374 
i 37	 69 	 744 
i 475	 993 	 135 
i 238	 291 	 232 
i 857	 248 	 949 
i 789	 138 	 133 
i 691	 138 	 221 
i 950	 43 	 873 
i 567	 416 	 7 
i 114	 738 	 836 
i 488	 986 	 6 
i 232	 24 	 998 
i 367	 498 	 68 
i 599	 736 	 61 
i 548	 593 	 351 
i 681	 383 	 599 
i 901	 74 	 736 
i 775	 24 	 874 
i 782	 591 	 917 
i 618	 705 	 333 
i 624	 193 	 72 
i 622	 425 	 59 
i 690	 791 	 82 
i 750	 390 	 580 
i 102	 938 	 316 
i 700	 619 	 909 
i 437	 521 	 292 
i 311	 296 	 366 
i 229	 79 	 390 
i 562	 696 	 980 
i 633	 320 	 685 
i 691	 942 	 878 
i 773	 632 	 304 
i 353	 383 	 95 
i 668	 484 	 485 
i 578	 185 	 424 
i 869	 621 	 44 
i 235	 932 	 564 
i 624	 161 	 860 
i 605	 723 	 938 
i 291	 356 	 635 
i 170	 48 	 955 
i 473	 820 	 897 
i 568	 173 	 530 
i 53	 841 	 912 
i 477	 419 	 397 
i 520	 289 	 581 
i 85	 524 	 203 
i 945	 148 	 136 
i 883	 753 	 296 
i 519	 44 	 20 
i 474	 214 	 376 
i 371	 686 	 423 
i 900	 254 	 244 
i 812	 307 	 417 
i 209	 783 	 258 
i 790	 304 	 677 
i 992	 388 	 966 
i 128	 333 	 490 
i 424	 217 	 638 
i 444	 735 	 391 
i 819	 209 	 435 
i 242	 580 	 648 
i 486	 480 	 334 
i 902	 293 	 588 
i 161	 502 	 894 
i 838	 293 	 678 
i 804	 286 	 981 
i 294	 413 	 369 
i 932	 837 	 702 
i 323	 281 	 918 
i 758	 100 	 654 
i 407	 342 	 862 
i 741	 827 	 443 
i 329	 730 	 922 
i 223	 891 	 216 
i 901	 729 	 718 
i 882	 533 	 11 
i 252	 827 	 296 
i 953	 760 	 709 
i 872	 84 	 547 
i 526	 841 	 828 
i 389	 248 	 928 
i 831	 988 	 270 
i 754	 318 	 98 
i 970	 541 	 828 
i 689	 442 	 719 
i 699	 324 	 448 
i 995	 576 	 981 
i 705	 530 	 809 
i 252	 403 	 569 
i 80	 928 	 652 
i 8	 318 	 494 
i 278	 150 	 742 
i 376	 904 	 731 
i 204	 874 	 49 
i 922	 563 	 589 
i 371	 263 	 31 
i 353	 258 	 355 
i 163	 962 	 931 
i 731	 215 	 461 
i 384	 294 	 863 
i 878	 302 	 792 
i 620	 580 	 111 
i 351	 955 	 260 
i 400	 159 	 164 
i 989	 82 	 39 
i 21	 453 	 602 
i 375	 805 	 865 
i 306	 967 	 124 
i 767	 699 	 87 
i 630	 84 	 301 
i 422	 961 	 595 
i 532	 581 	 897 
i 792	 932 	 477 
i 956	 333 	 432 
i 995	 322 	 590 
i 597	 342 	 672 
i 462	 717 	 125 
i 585	 23 	 929 
i 671	 790 	 897 
i 972	 420 	 596 
i 567	 842 	 679 
i 464	 375 	 641 
i 940	 167 	 222 
i 372	 124 	 155 
i 962	 119 	 487 
i 635	 716 	 808 
i 759	 178 	 150 
i 689	 763 	 866 
i 587	 435 	 889 
i 184	 407 	 680 
i 863	 973 	 100 
i 504	 438 	 942 
i 726	 379 	 317 
i 880	 751 	 484 
i 368	 714 	 608 
i 177	 349 	 726 
i 327	 109 	 442 
i 194	 797 	 620 
i 84	 384 	 383 
i 763	 568 	 817 
i 862	 431 	 225 
i 805	 934 	 199 
i 123	 660 	 636 
i 607	 541 	 16 
i 215	 908 	 766 
i 940	 86 	 480 
i 383	 412 	 828 
i 3	 605 	 936 
i 386	 688 	 734 
i 204	 451 	 119 
i 428	 314 	 686 
i 626	 119 	 117 
i 263	 241 	 52 
i 278	 848 	 711 
i 44	 63 	 253 
i 524	 3 	 161 
i 352	 386 	 246 
i 289	 388 	 658 
i 24	 774 	 263 
i 142	 977 	 950 
i 828	 406 	 402 
i 945	 32 	 715 
i 996	 295 	 834 
i 707	 573 	 76 
i 959	 617 	 923 
i 121	 141 	 985 
i 367	 493 	 988 
i 25	 782 	 375 
i 288	 805 	 763 
i 239	 946 	 537 
i 640	 775 	 514 
i 356	 720 	 920 
i 190	 716 	 951 
i 266	 424 	 247 
i 190	 384 	 819 
i 176	 505 	 436 
i 164	 871 	 577 
i 539	 896 	 70 
i 302	 184 	 851 
i 838	 422 	 656 
i 353	 63 	 603 
i 273	 418 	 378 
i 225	 608 	 99 
i 471	 873 	 814 
i 291	 64 	 239 
i 727	 239 	 622 
i 304	 402 	 127 
i 373	 940 	 998 
i 225	 243 	 894 
i 880	 81 	 79 
i 484	 433 	 500 
i 862	 706 	 562 
i 960	 930 	 980 
i 775	 402 	 588 
i 14	 693 	 462 
i 636	 420 	 525 
i 763	 723 	 763 
i 761	 97 	 166 
i 655	 321 	 107 
i 733	 202 	 349 
i 234	 685 	 429 
i 796	 548 	 862 
i 776	 509 	 569 
i 364	 284 	 499 
i 826	 298 	 901 
i 351	 934 	 594 
i 115	 697 	 14 
i 280	 458 	 737 
i 387	 114 	 833 
i 735	 847 	 154 
i 165	 81 	 356 
i 28	 876 	 41 
i 596	 652 	 589 
i 96	 17 	 98 
i 996	 842 	 381 
i 590	 194 	 679 
i 604	 308 	 613 
i 341	 588 	 311 
i 175	 974 	 768 
i 329	 709 	 882 
i 684	 874 	 729 
i 725	 901 	 809 
i 314	 497 	 686 
i 411	 592 	 339 
i 792	 589 	 356 
i 471	 180 	 199 
i 85	 783 	 392 
i 395	 125 	 700 
i 164	 299 	 288 
i 46	 627 	 263 
i 774	 311 	 971 
i 584	 36 	 846 
i 270	 350 	 747 
i 608	 760 	 245 
i 964	 552 	 837 
i 163	 24 	 426 
i 555	 108 	 606 
i 255	 503 	 389 
i 543	 666 	 514 
i 805	 711 	 812 
i 777	 486 	 440 
i 623	 70 	 751 
i 371	 339 	 787 
i 615	 947 	 137 
i 453	 911 	 896 
i 879	 75 	 449 
i 485	 629 	 472 
i 874	 883 	 579 
i 388	 427 	 83 
i 201	 232 	 748 
i 640	 10 	 460 
i 391	 632 	 945 
i 178	 4 	 15 
i 314	 619 	 354 
i 211	 72 	 302 
i 659	 950 	 214 
i 131	 436 	 288 
i 710	 311 	 916 
i 792	 698 	 800 
i 541	 899 	 227 
i 1	 539 	 458 
i 946	 930 	 468 
i 960	 109 	 100 
c
c
W 177680
c end of file
