c Instance Type h
c
n 700
c w	 v1	 v2
i 62	 725 	 74 
i 338	 537 	 553 
i 399	 357 	 863 
i 735	 807 	 461 
i 363	 209 	 339 
i 115	 126 	 235 
i 745	 813 	 523 
i 27	 918 	 407 
i 548	 984 	 735 
i 178	 270 	 211 
i 252	 331 	 45 
i 805	 668 	 769 
i 668	 68 	 307 
i 129	 803 	 664 
i 468	 166 	 471 
i 702	 281 	 679 
i 225	 27 	 804 
i 632	 53 	 618 
i 368	 600 	 537 
i 578	 778 	 521 
i 622	 31 	 790 
i 392	 835 	 121 
i 698	 503 	 789 
i 362	 632 	 857 
i 833	 100 	 660 
i 513	 801 	 825 
i 318	 27 	 106 
i 935	 659 	 132 
i 472	 28 	 185 
i 992	 606 	 785 
i 783	 228 	 564 
i 903	 620 	 595 
i 693	 319 	 430 
i 550	 681 	 933 
i 210	 514 	 566 
i 36	 27 	 665 
i 142	 344 	 467 
i 274	 279 	 494 
i 459	 751 	 153 
i 244	 744 	 180 
i 808	 527 	 785 
i 403	 430 	 14 
i 833	 124 	 634 
i 767	 673 	 952 
i 333	 883 	 633 
i 997	 918 	 148 
i 465	 61 	 174 
i 958	 334 	 517 
i 111	 792 	 796 
i 291	 37 	 548 
i 77	 844 	 292 
i 91	 248 	 818 
i 724	 82 	 249 
i 677	 848 	 372 
i 310	 181 	 46 
i 457	 178 	 928 
i 631	 643 	 847 
i 149	 601 	 907 
i 945	 712 	 241 
i 493	 4 	 34 
i 784	 80 	 70 
i 603	 171 	 914 
i 852	 894 	 163 
i 224	 572 	 244 
i 270	 881 	 92 
i 198	 339 	 272 
i 46	 969 	 450 
i 952	 118 	 93 
i 194	 64 	 694 
i 227	 556 	 406 
i 297	 341 	 409 
i 212	 943 	 489 
i 374	 795 	 659 
i 617	 20 	 554 
i 709	 289 	 126 
i 981	 487 	 8 
i 431	 532 	 347 
i 524	 485 	 316 
i 218	 678 	 434 
i 623	 905 	 497 
i 33	 203 	 54 
i 522	 414 	 394 
i 181	 787 	 338 
i 735	 405 	 133 
i 861	 115 	 153 
i 868	 96 	 442 
i 215	 526 	 928 
i 531	 51 	 461 
i 965	 268 	 945 
i 463	 891 	 623 
i 516	 924 	 529 
i 910	 446 	 731 
i 248	 627 	 145 
i 381	 362 	 932 
i 534	 223 	 338 
i 975	 92 	 452 
i 904	 307 	 547 
i 365	 838 	 74 
i 310	 804 	 124 
i 933	 267 	 392 
i 463	 783 	 284 
i 194	 694 	 209 
i 339	 941 	 654 
i 271	 323 	 281 
i 608	 856 	 643 
i 61	 831 	 866 
i 607	 735 	 958 
i 681	 101 	 265 
i 805	 410 	 104 
i 198	 344 	 907 
i 481	 806 	 175 
i 689	 999 	 958 
i 344	 339 	 652 
i 624	 609 	 594 
i 268	 218 	 916 
i 134	 279 	 772 
i 92	 886 	 604 
i 357	 567 	 339 
i 460	 372 	 440 
i 368	 570 	 849 
i 543	 51 	 194 
i 502	 740 	 999 
i 155	 84 	 999 
i 748	 708 	 338 
i 665	 975 	 947 
i 437	 110 	 166 
i 42	 201 	 444 
i 381	 557 	 330 
i 820	 18 	 897 
i 670	 386 	 270 
i 863	 929 	 839 
i 862	 432 	 890 
i 862	 586 	 630 
i 200	 335 	 714 
i 148	 999 	 422 
i 313	 437 	 398 
i 757	 478 	 507 
i 88	 859 	 708 
i 984	 679 	 266 
i 254	 349 	 284 
i 94	 212 	 669 
i 983	 75 	 599 
i 613	 936 	 31 
i 327	 137 	 616 
i 749	 284 	 951 
i 148	 597 	 950 
i 654	 354 	 388 
i 363	 441 	 866 
i 628	 425 	 725 
i 911	 679 	 404 
i 581	 772 	 752 
i 180	 755 	 964 
i 211	 369 	 39 
i 827	 696 	 974 
i 778	 445 	 111 
i 729	 592 	 395 
i 117	 247 	 991 
i 982	 609 	 345 
i 707	 237 	 786 
i 112	 149 	 212 
i 863	 729 	 891 
i 828	 909 	 663 
i 866	 120 	 419 
i 841	 947 	 787 
i 952	 725 	 483 
i 347	 455 	 928 
i 339	 571 	 520 
i 683	 554 	 767 
i 470	 262 	 376 
i 681	 373 	 613 
i 572	 237 	 761 
i 236	 65 	 491 
i 654	 931 	 400 
i 442	 772 	 520 
i 925	 725 	 467 
i 853	 72 	 193 
i 374	 410 	 647 
i 141	 94 	 219 
i 517	 563 	 773 
i 130	 245 	 35 
i 890	 817 	 408 
i 381	 53 	 644 
i 781	 707 	 709 
i 302	 149 	 640 
i 768	 75 	 413 
i 961	 927 	 138 
i 609	 302 	 210 
i 828	 442 	 619 
i 601	 958 	 713 
i 636	 89 	 277 
i 44	 979 	 521 
i 687	 361 	 339 
i 397	 142 	 391 
i 38	 443 	 98 
i 450	 212 	 247 
i 588	 174 	 321 
i 797	 782 	 249 
i 417	 610 	 550 
i 131	 212 	 992 
i 407	 847 	 951 
i 928	 890 	 40 
i 267	 578 	 20 
i 658	 974 	 380 
i 756	 13 	 522 
i 4	 463 	 965 
i 324	 51 	 177 
i 573	 848 	 351 
i 124	 266 	 134 
i 116	 396 	 743 
i 68	 803 	 955 
i 108	 732 	 802 
i 127	 999 	 692 
i 506	 658 	 271 
i 29	 414 	 246 
i 993	 417 	 258 
i 171	 741 	 720 
i 521	 315 	 771 
i 654	 438 	 620 
i 398	 554 	 885 
i 353	 621 	 282 
i 156	 728 	 86 
i 848	 855 	 818 
i 119	 361 	 818 
i 364	 390 	 476 
i 622	 383 	 889 
i 343	 553 	 307 
i 114	 75 	 48 
i 733	 728 	 362 
i 619	 127 	 800 
i 901	 479 	 354 
i 987	 635 	 974 
i 805	 483 	 703 
i 623	 601 	 558 
i 99	 965 	 919 
i 988	 587 	 309 
i 295	 929 	 691 
i 343	 44 	 245 
i 705	 777 	 319 
i 505	 396 	 48 
i 858	 298 	 174 
i 833	 285 	 653 
i 536	 91 	 288 
i 94	 713 	 770 
i 14	 812 	 371 
i 322	 801 	 337 
i 14	 97 	 923 
i 258	 439 	 852 
i 576	 145 	 896 
i 623	 649 	 673 
i 797	 508 	 70 
i 450	 341 	 367 
i 737	 876 	 652 
i 508	 970 	 743 
i 879	 983 	 457 
i 216	 306 	 269 
i 139	 319 	 71 
i 991	 576 	 167 
i 887	 153 	 605 
i 561	 776 	 749 
i 630	 573 	 399 
i 997	 24 	 906 
i 650	 760 	 248 
i 393	 269 	 125 
i 849	 148 	 96 
i 119	 363 	 80 
i 189	 502 	 385 
i 355	 493 	 704 
i 960	 381 	 280 
i 710	 941 	 433 
i 109	 572 	 210 
i 16	 569 	 782 
i 263	 219 	 806 
i 388	 612 	 567 
i 483	 461 	 835 
i 562	 579 	 982 
i 946	 767 	 345 
i 650	 122 	 847 
i 930	 83 	 340 
i 364	 792 	 721 
i 573	 900 	 662 
i 356	 916 	 235 
i 162	 180 	 803 
i 728	 567 	 23 
i 564	 50 	 634 
i 546	 611 	 96 
i 891	 557 	 674 
i 738	 208 	 442 
i 79	 139 	 564 
i 799	 502 	 646 
i 462	 75 	 438 
i 696	 431 	 339 
i 500	 593 	 255 
i 522	 321 	 434 
i 157	 884 	 1 
i 253	 431 	 51 
i 927	 323 	 661 
i 369	 61 	 219 
i 933	 139 	 426 
i 580	 938 	 564 
i 18	 400 	 67 
i 357	 96 	 141 
i 612	 595 	 572 
i 47	 118 	 165 
i 47	 275 	 486 
i 97	 527 	 371 
i 758	 454 	 801 
i 976	 823 	 124 
i 403	 757 	 185 
i 966	 337 	 324 
i 33	 354 	 262 
i 174	 711 	 662 
i 746	 323 	 758 
i 910	 369 	 353 
i 396	 416 	 471 
i 767	 513 	 745 
i 568	 271 	 273 
i 692	 248 	 727 
i 877	 650 	 550 
i 201	 616 	 307 
i 463	 649 	 644 
i 126	 823 	 997 
i 883	 569 	 709 
i 236	 479 	 32 
i 707	 875 	 401 
i 453	 642 	 816 
i 725	 211 	 329 
i 452	 903 	 600 
i 3	 780 	 847 
i 310	 981 	 497 
i 953	 444 	 114 
i 951	 569 	 763 
i 660	 452 	 586 
i 692	 688 	 155 
i 93	 396 	 634 
i 908	 848 	 510 
i 238	 573 	 153 
i 837	 25 	 363 
i 685	 28 	 266 
i 182	 337 	 47 
i 296	 290 	 28 
i 59	 241 	 472 
i 645	 901 	 41 
i 800	 593 	 493 
i 434	 685 	 182 
i 944	 593 	 577 
i 97	 830 	 426 
i 460	 668 	 998 
i 726	 353 	 24 
i 772	 535 	 51 
i 800	 830 	 387 
i 272	 889 	 677 
i 313	 534 	 917 
i 805	 334 	 818 
i 987	 768 	 411 
i 565	 712 	 97 
i 990	 809 	 689 
i 988	 270 	 520 
i 13	 995 	 189 
i 63	 768 	 541 
i 450	 569 	 76 
i 127	 840 	 906 
i 45	 153 	 795 
i 863	 958 	 329 
i 274	 945 	 662 
i 371	 510 	 431 
i 60	 500 	 143 
i 580	 489 	 952 
i 768	 501 	 222 
i 310	 564 	 218 
i 386	 14 	 985 
i 292	 141 	 555 
i 88	 185 	 395 
i 417	 48 	 547 
i 80	 322 	 505 
i 510	 692 	 451 
i 653	 752 	 960 
i 605	 332 	 461 
i 826	 101 	 949 
i 44	 410 	 451 
i 30	 795 	 15 
i 584	 88 	 29 
i 979	 176 	 169 
i 526	 592 	 353 
i 32	 671 	 401 
i 482	 181 	 722 
i 443	 833 	 414 
i 903	 439 	 166 
i 853	 265 	 498 
i 304	 309 	 598 
i 319	 338 	 9 
i 347	 922 	 803 
i 515	 901 	 891 
i 868	 428 	 67 
i 269	 460 	 658 
i 990	 942 	 330 
i 405	 385 	 511 
i 571	 289 	 345 
i 69	 143 	 783 
i 667	 447 	 49 
i 675	 765 	 357 
i 479	 113 	 695 
i 370	 627 	 618 
i 437	 496 	 519 
i 96	 764 	 947 
i 425	 755 	 407 
i 936	 160 	 350 
i 281	 730 	 734 
i 65	 799 	 24 
i 113	 466 	 167 
i 470	 141 	 613 
i 165	 619 	 379 
i 782	 989 	 491 
i 302	 426 	 119 
i 250	 522 	 614 
i 656	 947 	 378 
i 7	 883 	 133 
i 740	 165 	 293 
i 764	 230 	 23 
i 930	 342 	 821 
i 544	 811 	 288 
i 922	 976 	 428 
i 414	 759 	 48 
i 532	 61 	 38 
i 147	 310 	 464 
i 524	 966 	 985 
i 657	 972 	 932 
i 949	 713 	 816 
i 972	 478 	 980 
i 794	 409 	 210 
i 82	 952 	 552 
i 510	 875 	 364 
i 557	 289 	 340 
i 594	 820 	 100 
i 58	 966 	 160 
i 44	 491 	 470 
i 975	 149 	 437 
i 792	 99 	 410 
i 773	 72 	 123 
i 983	 865 	 601 
i 535	 947 	 10 
i 899	 457 	 962 
i 240	 15 	 837 
i 339	 609 	 126 
i 499	 667 	 946 
i 968	 710 	 913 
i 406	 686 	 405 
i 815	 478 	 553 
i 938	 251 	 652 
i 539	 234 	 723 
i 549	 769 	 589 
i 511	 669 	 536 
i 348	 908 	 993 
i 474	 247 	 8 
i 421	 745 	 616 
i 335	 714 	 283 
i 739	 120 	 993 
i 293	 934 	 679 
i 945	 872 	 158 
i 668	 412 	 409 
i 258	 960 	 643 
i 793	 472 	 413 
i 787	 820 	 82 
i 794	 295 	 989 
i 411	 715 	 237 
i 693	 51 	 982 
i 687	 789 	 696 
i 366	 83 	 816 
i 524	 29 	 750 
i 932	 697 	 623 
i 575	 954 	 36 
i 987	 748 	 996 
i 69	 535 	 468 
i 59	 329 	 288 
i 295	 740 	 582 
i 277	 434 	 298 
i 973	 121 	 348 
i 789	 487 	 138 
i 540	 11 	 221 
i 164	 942 	 249 
i 199	 518 	 945 
i 195	 506 	 899 
i 663	 575 	 647 
i 950	 633 	 183 
i 532	 927 	 512 
i 829	 205 	 252 
i 178	 178 	 685 
i 315	 966 	 805 
i 535	 507 	 293 
i 783	 670 	 303 
i 728	 869 	 246 
i 628	 65 	 763 
i 275	 727 	 270 
i 458	 677 	 844 
i 969	 210 	 477 
i 221	 40 	 405 
i 906	 217 	 609 
i 712	 531 	 787 
i 5	 67 	 754 
i 307	 850 	 261 
i 553	 578 	 931 
i 317	 206 	 800 
i 586	 481 	 864 
i 430	 939 	 592 
i 906	 908 	 269 
i 312	 130 	 478 
i 920	 37 	 518 
i 708	 748 	 734 
i 462	 752 	 266 
i 723	 60 	 333 
i 654	 613 	 183 
i 455	 929 	 760 
i 320	 515 	 966 
i 911	 944 	 448 
i 181	 851 	 387 
i 658	 163 	 296 
i 177	 84 	 425 
i 910	 792 	 462 
i 177	 255 	 210 
i 509	 977 	 962 
i 691	 632 	 23 
i 452	 87 	 635 
i 419	 407 	 564 
i 866	 318 	 79 
i 254	 498 	 24 
i 549	 157 	 875 
i 974	 333 	 39 
i 437	 244 	 123 
i 646	 420 	 914 
i 608	 929 	 169 
i 631	 621 	 147 
i 266	 73 	 778 
i 829	 491 	 865 
i 908	 358 	 272 
i 932	 612 	 590 
i 808	 162 	 89 
i 846	 137 	 246 
i 969	 573 	 579 
i 883	 219 	 822 
i 53	 827 	 243 
i 199	 459 	 173 
i 977	 724 	 793 
i 842	 554 	 866 
i 115	 463 	 358 
i 705	 396 	 715 
i 794	 204 	 328 
i 40	 50 	 489 
i 618	 19 	 625 
i 441	 902 	 199 
i 684	 954 	 418 
i 856	 154 	 245 
i 649	 131 	 703 
i 515	 973 	 428 
i 873	 89 	 981 
i 588	 794 	 445 
i 916	 588 	 840 
i 405	 627 	 44 
i 31	 246 	 94 
i 229	 687 	 113 
i 646	 371 	 15 
i 891	 227 	 969 
i 595	 876 	 124 
c
c
W 181637
c end of file
