c Instance Type h
c
n 700
c w	 v1	 v2
i 354	 657 	 356 
i 306	 115 	 548 
i 61	 269 	 662 
i 579	 672 	 500 
i 937	 532 	 424 
i 496	 664 	 865 
i 74	 297 	 588 
i 811	 921 	 397 
i 142	 298 	 669 
i 362	 598 	 565 
i 717	 951 	 455 
i 265	 257 	 112 
i 926	 318 	 227 
i 427	 896 	 496 
i 850	 834 	 169 
i 715	 330 	 701 
i 304	 404 	 365 
i 701	 215 	 661 
i 370	 357 	 583 
i 935	 718 	 880 
i 391	 435 	 478 
i 502	 700 	 430 
i 729	 626 	 686 
i 226	 53 	 5 
i 394	 903 	 900 
i 95	 619 	 734 
i 459	 923 	 65 
i 121	 624 	 468 
i 703	 994 	 683 
i 584	 930 	 40 
i 62	 321 	 758 
i 491	 823 	 193 
i 178	 552 	 892 
i 182	 778 	 519 
i 83	 172 	 572 
i 817	 266 	 475 
i 881	 725 	 95 
i 350	 846 	 18 
i 34	 550 	 642 
i 74	 134 	 636 
i 831	 195 	 567 
i 24	 686 	 887 
i 916	 864 	 711 
i 436	 46 	 263 
i 8	 129 	 42 
i 483	 945 	 213 
i 577	 827 	 479 
i 594	 178 	 205 
i 236	 211 	 52 
i 872	 285 	 601 
i 439	 116 	 734 
i 327	 140 	 929 
i 38	 57 	 616 
i 301	 492 	 480 
i 342	 499 	 526 
i 555	 981 	 655 
i 34	 558 	 601 
i 239	 153 	 429 
i 290	 388 	 606 
i 891	 261 	 817 
i 626	 699 	 102 
i 555	 27 	 218 
i 172	 64 	 357 
i 652	 365 	 413 
i 179	 706 	 904 
i 833	 262 	 404 
i 435	 296 	 385 
i 863	 534 	 943 
i 469	 824 	 96 
i 287	 715 	 484 
i 388	 341 	 744 
i 605	 896 	 444 
i 962	 68 	 470 
i 375	 720 	 534 
i 280	 898 	 898 
i 684	 732 	 605 
i 69	 167 	 866 
i 13	 30 	 162 
i 108	 499 	 695 
i 591	 785 	 520 
i 335	 174 	 235 
i 778	 778 	 575 
i 249	 740 	 471 
c
c
W 170427
c end of file
