c Instance Type h
c
n 700
c w	 v1	 v2
i 628	 80 	 773 
i 204	 729 	 21 
i 416	 893 	 543 
i 358	 787 	 693 
i 531	 934 	 917 
i 31	 17 	 627 
i 65	 917 	 609 
i 731	 910 	 202 
i 348	 657 	 483 
i 665	 870 	 926 
i 438	 498 	 285 
i 459	 702 	 365 
i 2	 119 	 94 
i 694	 476 	 987 
i 612	 7 	 775 
i 240	 38 	 709 
i 848	 103 	 725 
i 51	 833 	 643 
i 533	 182 	 553 
i 459	 846 	 211 
i 744	 284 	 81 
i 109	 742 	 579 
i 202	 744 	 282 
i 190	 439 	 400 
i 964	 52 	 876 
i 673	 291 	 883 
i 399	 139 	 921 
i 43	 190 	 24 
i 595	 722 	 857 
i 806	 182 	 39 
i 886	 925 	 885 
i 466	 34 	 169 
i 748	 236 	 911 
i 148	 426 	 655 
i 25	 390 	 95 
i 907	 64 	 146 
i 828	 462 	 436 
i 852	 504 	 575 
i 709	 100 	 764 
i 748	 905 	 487 
i 633	 792 	 668 
i 801	 259 	 594 
i 712	 7 	 627 
i 368	 155 	 863 
i 462	 179 	 289 
i 608	 87 	 678 
i 45	 914 	 742 
i 619	 766 	 204 
i 384	 476 	 708 
i 870	 224 	 808 
i 539	 856 	 714 
i 133	 657 	 507 
i 760	 370 	 765 
i 624	 738 	 772 
i 912	 201 	 926 
i 591	 808 	 105 
i 333	 852 	 192 
i 537	 472 	 106 
i 246	 856 	 872 
i 54	 727 	 348 
i 768	 266 	 571 
i 275	 399 	 428 
i 40	 159 	 86 
i 811	 782 	 455 
i 738	 695 	 193 
i 843	 287 	 394 
i 35	 620 	 202 
i 141	 157 	 55 
i 13	 403 	 526 
i 361	 456 	 383 
i 932	 225 	 110 
i 360	 499 	 376 
i 445	 538 	 774 
i 900	 350 	 933 
i 94	 89 	 716 
i 487	 931 	 412 
i 689	 966 	 698 
i 743	 107 	 318 
i 270	 120 	 475 
i 652	 480 	 877 
i 762	 413 	 334 
i 138	 773 	 558 
i 912	 219 	 58 
i 846	 119 	 595 
i 562	 213 	 945 
i 973	 700 	 35 
i 672	 389 	 965 
i 990	 132 	 931 
i 466	 402 	 39 
i 344	 55 	 158 
i 678	 816 	 638 
i 236	 954 	 51 
i 293	 866 	 824 
i 888	 712 	 43 
i 834	 275 	 162 
i 868	 249 	 374 
i 834	 920 	 74 
i 766	 911 	 463 
i 804	 377 	 595 
i 961	 721 	 996 
i 599	 399 	 51 
i 650	 635 	 866 
i 474	 928 	 821 
i 516	 816 	 687 
i 678	 651 	 400 
i 52	 520 	 674 
i 126	 354 	 922 
i 588	 120 	 843 
i 183	 923 	 754 
i 180	 885 	 132 
i 231	 484 	 852 
i 98	 134 	 251 
i 918	 608 	 886 
i 605	 125 	 814 
i 5	 802 	 630 
i 678	 854 	 282 
i 601	 979 	 801 
i 444	 568 	 156 
i 199	 751 	 276 
i 331	 930 	 200 
i 183	 161 	 85 
i 434	 258 	 569 
i 320	 176 	 703 
i 134	 781 	 311 
i 764	 785 	 435 
i 47	 464 	 238 
i 848	 65 	 92 
i 4	 509 	 71 
i 280	 707 	 639 
i 479	 38 	 390 
i 563	 221 	 321 
i 133	 655 	 481 
i 835	 975 	 739 
i 147	 110 	 915 
i 581	 874 	 696 
i 818	 920 	 482 
i 910	 768 	 945 
i 980	 772 	 11 
i 620	 52 	 519 
i 10	 531 	 227 
i 330	 94 	 264 
i 811	 227 	 485 
i 550	 62 	 141 
i 465	 208 	 117 
i 162	 789 	 226 
i 643	 608 	 101 
i 588	 518 	 22 
i 599	 499 	 789 
i 118	 119 	 562 
i 344	 128 	 614 
i 608	 458 	 145 
i 94	 270 	 239 
i 234	 819 	 465 
i 351	 285 	 526 
i 576	 447 	 734 
i 677	 90 	 523 
i 698	 678 	 131 
c
c
W 176138
c end of file
