c Instance Type h
c
n 700
c w	 v1	 v2
i 763	 957 	 9 
i 95	 798 	 612 
i 133	 448 	 706 
i 710	 722 	 885 
i 479	 123 	 80 
i 933	 791 	 854 
i 84	 212 	 908 
i 236	 754 	 184 
i 256	 667 	 763 
i 994	 995 	 451 
i 3	 758 	 425 
i 614	 853 	 382 
i 321	 985 	 181 
i 206	 696 	 628 
i 286	 175 	 351 
i 140	 109 	 474 
i 48	 192 	 265 
i 232	 428 	 477 
i 994	 683 	 232 
i 446	 678 	 898 
i 870	 681 	 894 
i 253	 296 	 652 
i 434	 616 	 506 
i 63	 822 	 491 
i 414	 108 	 187 
i 888	 248 	 362 
i 154	 296 	 470 
i 630	 527 	 662 
i 861	 522 	 90 
i 760	 967 	 773 
i 654	 837 	 451 
i 307	 91 	 133 
i 812	 525 	 428 
i 304	 587 	 45 
i 491	 2 	 866 
i 853	 889 	 974 
i 323	 43 	 222 
i 985	 673 	 518 
i 75	 535 	 45 
i 847	 295 	 566 
i 299	 949 	 533 
i 431	 256 	 371 
i 859	 69 	 462 
i 903	 372 	 986 
i 770	 863 	 574 
i 745	 716 	 576 
i 967	 39 	 465 
i 485	 24 	 508 
i 530	 99 	 182 
i 97	 946 	 716 
i 629	 246 	 12 
i 1	 677 	 960 
i 463	 536 	 216 
i 449	 440 	 285 
i 24	 211 	 656 
i 599	 955 	 519 
i 65	 922 	 235 
i 573	 407 	 274 
i 754	 937 	 298 
i 470	 34 	 397 
i 481	 663 	 344 
i 442	 663 	 589 
i 658	 127 	 266 
i 942	 576 	 802 
i 599	 599 	 243 
i 119	 199 	 453 
i 353	 264 	 408 
i 627	 836 	 331 
i 925	 590 	 738 
i 323	 61 	 675 
i 666	 542 	 708 
i 255	 983 	 371 
i 521	 641 	 35 
i 324	 584 	 161 
i 566	 183 	 736 
i 19	 301 	 336 
i 427	 654 	 535 
i 757	 282 	 798 
i 495	 207 	 635 
i 171	 530 	 225 
i 878	 196 	 285 
i 250	 451 	 826 
i 285	 972 	 810 
i 446	 296 	 451 
i 183	 861 	 36 
i 518	 880 	 218 
i 54	 307 	 519 
i 852	 65 	 173 
i 487	 560 	 455 
i 711	 730 	 662 
i 996	 609 	 192 
i 823	 858 	 387 
i 633	 143 	 838 
i 84	 589 	 810 
i 120	 771 	 106 
i 338	 290 	 966 
i 856	 343 	 847 
i 30	 195 	 154 
i 484	 682 	 219 
i 146	 394 	 778 
i 337	 390 	 508 
i 724	 213 	 117 
i 562	 845 	 975 
i 372	 929 	 119 
i 477	 50 	 707 
i 444	 387 	 478 
i 291	 243 	 768 
i 445	 272 	 111 
i 664	 756 	 306 
i 442	 901 	 988 
i 950	 239 	 382 
i 68	 962 	 772 
i 43	 525 	 985 
i 162	 896 	 830 
i 868	 374 	 760 
i 347	 818 	 809 
i 115	 110 	 196 
i 226	 554 	 439 
i 532	 218 	 710 
i 520	 660 	 467 
i 902	 610 	 368 
i 674	 677 	 606 
i 659	 720 	 569 
i 490	 881 	 94 
i 251	 750 	 990 
i 60	 98 	 364 
i 256	 213 	 182 
i 694	 438 	 291 
i 405	 970 	 845 
i 872	 491 	 64 
i 240	 393 	 723 
i 846	 68 	 334 
i 415	 726 	 11 
i 509	 217 	 731 
i 499	 467 	 612 
i 862	 526 	 362 
i 45	 782 	 460 
i 336	 477 	 672 
i 182	 882 	 111 
i 245	 754 	 81 
i 968	 994 	 571 
i 302	 840 	 964 
i 313	 256 	 32 
i 45	 764 	 758 
i 656	 264 	 974 
i 19	 127 	 441 
i 478	 172 	 967 
i 151	 507 	 750 
i 261	 688 	 227 
i 341	 933 	 110 
i 912	 901 	 864 
i 877	 204 	 858 
i 908	 517 	 698 
i 667	 561 	 954 
i 641	 218 	 719 
i 82	 236 	 982 
i 49	 714 	 110 
i 799	 864 	 281 
i 26	 126 	 787 
i 136	 466 	 476 
i 999	 379 	 409 
i 857	 257 	 311 
i 556	 165 	 515 
i 510	 831 	 33 
i 230	 473 	 593 
i 213	 554 	 811 
i 322	 603 	 48 
i 602	 402 	 761 
i 390	 428 	 626 
i 865	 563 	 751 
i 275	 562 	 218 
i 585	 419 	 597 
i 100	 975 	 853 
i 133	 486 	 19 
i 725	 715 	 850 
i 537	 927 	 323 
i 584	 249 	 877 
i 346	 850 	 481 
i 972	 240 	 883 
i 723	 106 	 312 
i 941	 380 	 874 
i 539	 964 	 437 
i 393	 65 	 856 
i 411	 197 	 831 
i 262	 922 	 317 
i 585	 460 	 32 
i 463	 44 	 959 
i 944	 389 	 208 
i 827	 361 	 59 
i 139	 85 	 299 
i 14	 27 	 404 
i 450	 565 	 784 
i 306	 957 	 748 
i 138	 369 	 813 
i 454	 631 	 11 
i 486	 217 	 933 
i 445	 679 	 393 
i 653	 623 	 436 
i 711	 450 	 825 
i 11	 589 	 187 
i 414	 602 	 271 
i 198	 53 	 298 
i 946	 359 	 863 
i 760	 496 	 821 
i 771	 949 	 191 
i 704	 436 	 821 
i 98	 880 	 38 
i 534	 533 	 716 
i 359	 245 	 340 
i 545	 255 	 790 
i 816	 669 	 379 
i 115	 867 	 981 
i 977	 813 	 35 
i 798	 574 	 393 
i 988	 345 	 888 
i 810	 50 	 838 
i 847	 147 	 274 
i 564	 680 	 155 
i 904	 39 	 688 
i 694	 584 	 932 
i 74	 401 	 188 
i 56	 515 	 856 
i 90	 493 	 723 
i 483	 292 	 537 
i 371	 280 	 111 
i 210	 91 	 456 
i 484	 938 	 505 
i 639	 503 	 651 
i 327	 407 	 332 
i 260	 102 	 370 
i 447	 175 	 954 
i 303	 231 	 356 
i 27	 320 	 871 
i 563	 802 	 364 
i 674	 174 	 655 
i 131	 384 	 935 
i 635	 867 	 27 
i 287	 506 	 964 
i 618	 833 	 467 
i 988	 93 	 874 
i 943	 539 	 975 
i 299	 842 	 151 
i 170	 868 	 381 
i 534	 432 	 701 
i 190	 107 	 503 
i 126	 237 	 677 
i 152	 872 	 61 
i 116	 159 	 927 
i 583	 777 	 434 
i 457	 765 	 267 
i 432	 708 	 360 
i 583	 7 	 898 
i 963	 177 	 740 
i 664	 711 	 609 
i 168	 900 	 41 
i 844	 26 	 147 
i 904	 177 	 383 
i 832	 292 	 255 
i 267	 875 	 414 
i 534	 332 	 191 
i 893	 764 	 956 
i 791	 347 	 664 
i 532	 311 	 671 
i 141	 975 	 848 
i 182	 143 	 559 
i 328	 987 	 459 
i 711	 892 	 485 
i 966	 725 	 661 
i 381	 991 	 953 
i 572	 525 	 828 
i 528	 418 	 161 
i 192	 210 	 924 
i 863	 742 	 272 
i 711	 883 	 583 
i 271	 65 	 558 
i 729	 393 	 701 
i 214	 105 	 689 
i 875	 71 	 581 
i 828	 452 	 306 
i 657	 24 	 298 
i 817	 551 	 822 
i 742	 743 	 241 
i 15	 606 	 451 
i 597	 318 	 193 
i 156	 588 	 76 
i 857	 317 	 140 
i 546	 531 	 533 
i 127	 406 	 637 
i 433	 235 	 708 
i 731	 892 	 160 
i 553	 709 	 183 
i 794	 452 	 734 
i 246	 467 	 477 
i 438	 64 	 83 
i 514	 220 	 400 
i 653	 77 	 988 
i 187	 622 	 306 
i 823	 749 	 836 
i 531	 182 	 243 
i 690	 912 	 478 
i 873	 466 	 370 
i 607	 261 	 80 
i 84	 506 	 532 
i 167	 944 	 998 
i 567	 458 	 63 
i 555	 111 	 282 
i 860	 297 	 358 
i 697	 121 	 979 
i 939	 651 	 728 
i 418	 342 	 910 
i 787	 215 	 823 
i 867	 822 	 290 
i 399	 905 	 550 
i 397	 73 	 57 
i 459	 639 	 1 
i 740	 194 	 458 
i 99	 55 	 569 
i 79	 751 	 866 
i 806	 691 	 986 
i 717	 109 	 638 
i 541	 896 	 979 
i 830	 763 	 195 
i 381	 162 	 17 
i 437	 559 	 922 
i 437	 19 	 994 
i 895	 759 	 633 
i 464	 857 	 827 
i 331	 935 	 881 
i 318	 742 	 633 
i 955	 460 	 324 
i 935	 1 	 432 
i 130	 830 	 328 
i 146	 211 	 91 
i 68	 648 	 253 
i 62	 86 	 812 
i 695	 980 	 830 
i 522	 445 	 589 
i 404	 776 	 447 
i 37	 94 	 383 
i 360	 49 	 126 
i 791	 984 	 585 
i 120	 114 	 586 
i 211	 259 	 416 
i 464	 327 	 627 
i 276	 389 	 276 
i 107	 84 	 361 
i 696	 606 	 342 
i 143	 10 	 786 
i 526	 46 	 563 
i 651	 406 	 656 
i 236	 198 	 705 
i 821	 317 	 689 
i 238	 528 	 802 
i 865	 991 	 62 
i 141	 267 	 389 
i 502	 374 	 777 
i 843	 70 	 860 
i 630	 213 	 466 
i 193	 738 	 476 
i 849	 389 	 522 
i 554	 625 	 927 
i 244	 447 	 125 
i 47	 685 	 442 
i 108	 551 	 969 
i 496	 691 	 960 
i 274	 194 	 228 
i 134	 37 	 602 
i 600	 667 	 671 
i 77	 860 	 883 
i 598	 709 	 622 
i 525	 264 	 12 
i 650	 507 	 637 
c
c
W 172796
c end of file
