c Instance Type h
c
n 700
c w	 v1	 v2
i 959	 467 	 319 
i 629	 15 	 918 
i 137	 596 	 511 
i 471	 433 	 131 
i 266	 704 	 65 
i 934	 481 	 322 
i 730	 912 	 20 
i 176	 538 	 857 
i 477	 382 	 142 
i 40	 990 	 813 
i 359	 949 	 456 
i 277	 579 	 923 
i 787	 715 	 938 
i 918	 187 	 534 
i 982	 452 	 967 
i 305	 387 	 671 
i 325	 117 	 152 
i 182	 293 	 65 
i 324	 769 	 602 
i 138	 809 	 983 
i 594	 168 	 974 
i 517	 444 	 923 
i 455	 232 	 503 
i 989	 150 	 219 
i 956	 133 	 405 
i 627	 438 	 857 
i 778	 762 	 244 
i 842	 944 	 361 
i 445	 268 	 653 
i 429	 406 	 423 
i 403	 999 	 232 
i 326	 517 	 400 
i 829	 972 	 844 
i 48	 961 	 76 
i 453	 918 	 226 
i 311	 546 	 359 
i 555	 325 	 796 
i 915	 168 	 558 
i 569	 612 	 503 
i 992	 41 	 771 
i 225	 444 	 177 
i 624	 770 	 176 
i 468	 599 	 692 
i 544	 647 	 664 
i 770	 100 	 626 
i 129	 411 	 545 
i 925	 965 	 91 
i 483	 881 	 415 
i 985	 451 	 582 
i 756	 443 	 195 
i 933	 668 	 236 
i 109	 292 	 679 
i 801	 760 	 449 
i 466	 305 	 49 
i 92	 76 	 695 
i 636	 205 	 795 
i 726	 130 	 206 
i 142	 612 	 172 
i 724	 598 	 54 
i 918	 355 	 504 
i 155	 288 	 947 
i 833	 397 	 615 
i 283	 198 	 907 
i 331	 663 	 668 
i 27	 755 	 972 
i 822	 391 	 49 
i 29	 118 	 253 
i 200	 260 	 382 
i 254	 983 	 994 
i 757	 902 	 593 
i 704	 57 	 947 
i 319	 889 	 236 
i 227	 173 	 632 
i 894	 504 	 830 
i 867	 530 	 493 
i 915	 352 	 248 
i 168	 381 	 639 
i 550	 580 	 757 
i 545	 833 	 17 
i 138	 591 	 999 
i 86	 296 	 901 
i 322	 615 	 958 
i 953	 841 	 847 
i 784	 735 	 21 
i 277	 602 	 524 
i 525	 517 	 55 
i 165	 685 	 407 
i 921	 236 	 787 
i 937	 780 	 368 
i 937	 918 	 201 
i 839	 5 	 792 
i 797	 326 	 88 
i 645	 280 	 702 
i 665	 64 	 543 
i 190	 341 	 278 
i 244	 865 	 880 
i 650	 31 	 398 
i 437	 951 	 84 
i 804	 889 	 319 
i 6	 826 	 100 
i 798	 665 	 19 
i 885	 463 	 23 
i 588	 108 	 348 
i 131	 773 	 627 
i 409	 963 	 691 
i 290	 207 	 32 
i 687	 857 	 897 
i 770	 295 	 927 
i 90	 100 	 878 
i 190	 106 	 767 
i 208	 903 	 594 
i 230	 789 	 260 
i 577	 377 	 722 
i 205	 507 	 830 
i 895	 916 	 604 
i 926	 206 	 567 
i 824	 892 	 773 
i 751	 663 	 631 
i 630	 753 	 925 
i 398	 942 	 25 
i 991	 150 	 130 
i 252	 379 	 34 
i 973	 956 	 822 
i 804	 161 	 199 
i 408	 57 	 705 
i 974	 983 	 622 
i 748	 807 	 827 
i 379	 559 	 720 
i 304	 190 	 383 
i 329	 587 	 137 
i 459	 579 	 79 
i 492	 830 	 228 
i 314	 804 	 607 
i 512	 608 	 563 
i 218	 17 	 724 
i 839	 990 	 780 
i 667	 739 	 763 
i 387	 118 	 570 
i 770	 422 	 129 
i 906	 750 	 319 
i 985	 209 	 905 
i 214	 700 	 485 
i 820	 15 	 316 
i 383	 527 	 121 
i 107	 744 	 729 
i 886	 584 	 745 
i 649	 252 	 736 
i 220	 638 	 475 
i 349	 409 	 593 
i 667	 316 	 15 
i 573	 301 	 765 
i 58	 514 	 973 
i 374	 334 	 674 
i 494	 717 	 689 
i 223	 824 	 216 
i 968	 711 	 959 
i 704	 361 	 544 
i 180	 580 	 795 
i 772	 928 	 434 
i 786	 596 	 842 
i 551	 169 	 158 
i 525	 227 	 459 
i 200	 600 	 972 
i 888	 95 	 307 
i 104	 317 	 25 
i 64	 286 	 848 
i 607	 989 	 559 
i 403	 170 	 919 
i 836	 941 	 500 
i 678	 728 	 429 
i 836	 279 	 25 
i 296	 804 	 193 
i 268	 4 	 420 
i 575	 891 	 20 
i 599	 994 	 114 
i 448	 58 	 431 
i 8	 665 	 716 
i 927	 68 	 706 
i 427	 903 	 875 
i 855	 582 	 817 
i 880	 419 	 545 
i 74	 714 	 824 
i 493	 982 	 628 
i 512	 558 	 631 
i 626	 158 	 523 
i 58	 605 	 518 
i 774	 613 	 576 
i 480	 540 	 241 
i 356	 967 	 309 
i 174	 822 	 213 
i 718	 703 	 795 
i 542	 776 	 214 
i 171	 269 	 928 
i 802	 780 	 911 
i 325	 407 	 469 
i 843	 464 	 626 
i 419	 238 	 232 
i 660	 718 	 844 
i 969	 75 	 384 
i 182	 248 	 352 
i 976	 966 	 175 
i 191	 509 	 877 
i 119	 679 	 653 
i 30	 481 	 921 
i 499	 806 	 702 
i 125	 650 	 109 
i 357	 69 	 573 
i 201	 729 	 810 
i 585	 698 	 528 
i 936	 879 	 602 
i 111	 856 	 849 
i 988	 48 	 815 
i 641	 167 	 325 
i 563	 197 	 4 
i 265	 695 	 485 
i 374	 820 	 292 
i 946	 177 	 941 
i 756	 378 	 10 
i 285	 962 	 739 
i 886	 899 	 437 
i 736	 11 	 317 
i 552	 998 	 174 
i 876	 639 	 221 
i 880	 202 	 387 
i 365	 467 	 583 
i 656	 840 	 279 
i 598	 787 	 99 
i 608	 543 	 275 
i 347	 827 	 652 
i 783	 714 	 615 
i 101	 451 	 515 
i 274	 3 	 525 
i 494	 879 	 523 
i 881	 759 	 163 
i 464	 125 	 365 
i 742	 781 	 831 
i 841	 379 	 672 
i 117	 986 	 459 
i 769	 333 	 3 
i 384	 117 	 830 
i 899	 217 	 544 
i 424	 490 	 994 
i 947	 984 	 997 
i 110	 865 	 877 
i 475	 330 	 637 
i 306	 73 	 761 
i 978	 913 	 542 
i 437	 30 	 920 
i 440	 799 	 906 
i 270	 184 	 240 
i 814	 83 	 357 
i 809	 506 	 573 
i 806	 454 	 64 
i 684	 563 	 49 
i 321	 38 	 913 
i 82	 344 	 244 
i 623	 322 	 316 
i 544	 759 	 230 
i 451	 199 	 260 
i 691	 469 	 59 
i 48	 283 	 242 
i 621	 92 	 324 
i 684	 898 	 830 
i 733	 582 	 284 
i 647	 902 	 847 
i 890	 984 	 884 
i 207	 608 	 229 
i 436	 152 	 551 
i 695	 603 	 310 
i 754	 294 	 509 
i 995	 341 	 977 
i 320	 961 	 260 
i 150	 646 	 351 
i 434	 380 	 249 
i 281	 27 	 831 
i 166	 917 	 733 
i 394	 124 	 717 
i 944	 560 	 325 
i 255	 255 	 477 
i 764	 9 	 80 
i 741	 5 	 373 
i 2	 324 	 714 
i 353	 474 	 676 
i 601	 907 	 323 
i 432	 188 	 702 
i 166	 354 	 729 
i 883	 747 	 646 
i 208	 692 	 770 
i 684	 947 	 330 
i 764	 711 	 584 
i 138	 453 	 593 
i 851	 454 	 598 
i 528	 807 	 921 
i 851	 408 	 395 
i 554	 840 	 303 
i 283	 7 	 491 
i 929	 889 	 844 
i 699	 97 	 592 
i 29	 781 	 284 
i 613	 545 	 232 
i 206	 683 	 943 
i 803	 534 	 396 
i 725	 63 	 850 
i 121	 913 	 657 
i 423	 468 	 66 
i 914	 750 	 906 
i 758	 680 	 912 
i 350	 379 	 802 
i 634	 407 	 899 
i 865	 21 	 680 
i 808	 227 	 226 
i 205	 30 	 908 
i 55	 755 	 443 
i 711	 876 	 506 
i 777	 300 	 420 
i 683	 214 	 887 
i 596	 971 	 638 
i 398	 321 	 318 
i 297	 954 	 696 
i 977	 820 	 104 
i 204	 628 	 124 
i 112	 832 	 350 
i 555	 887 	 380 
i 62	 599 	 136 
i 481	 376 	 12 
i 369	 60 	 311 
i 7	 655 	 525 
i 324	 54 	 496 
i 21	 351 	 817 
i 125	 328 	 772 
i 249	 531 	 592 
i 599	 643 	 221 
i 979	 199 	 54 
i 116	 260 	 940 
i 127	 741 	 539 
i 438	 110 	 915 
i 962	 116 	 974 
i 459	 440 	 630 
i 276	 461 	 684 
i 49	 586 	 35 
i 640	 835 	 362 
i 861	 434 	 893 
i 914	 414 	 536 
i 854	 529 	 735 
i 394	 656 	 994 
i 309	 95 	 735 
i 284	 58 	 845 
i 913	 516 	 960 
i 597	 792 	 401 
i 632	 840 	 862 
i 993	 481 	 448 
i 887	 342 	 284 
i 423	 256 	 717 
i 159	 111 	 132 
i 153	 504 	 661 
i 888	 812 	 317 
i 733	 97 	 412 
i 694	 10 	 469 
i 96	 607 	 985 
i 957	 239 	 777 
i 406	 233 	 618 
i 689	 120 	 100 
i 407	 543 	 442 
i 538	 701 	 698 
i 199	 854 	 808 
i 516	 743 	 313 
i 927	 476 	 126 
i 397	 171 	 222 
i 382	 266 	 232 
i 160	 223 	 838 
i 778	 628 	 78 
i 877	 318 	 310 
i 319	 724 	 430 
i 18	 262 	 973 
i 826	 461 	 674 
i 139	 976 	 529 
i 264	 904 	 272 
i 486	 301 	 748 
i 717	 683 	 918 
i 555	 842 	 185 
i 633	 620 	 407 
i 943	 498 	 36 
i 373	 817 	 353 
i 346	 834 	 78 
i 21	 660 	 339 
i 550	 798 	 800 
i 822	 63 	 777 
i 570	 548 	 681 
i 489	 266 	 982 
i 674	 821 	 665 
i 81	 454 	 508 
i 117	 397 	 129 
i 470	 770 	 626 
i 547	 117 	 443 
i 886	 138 	 277 
i 686	 687 	 936 
i 463	 510 	 735 
i 145	 81 	 798 
i 128	 569 	 346 
i 793	 243 	 611 
i 301	 324 	 433 
i 429	 441 	 886 
i 55	 911 	 284 
i 497	 459 	 54 
i 774	 345 	 171 
i 710	 32 	 308 
i 446	 495 	 995 
i 244	 639 	 505 
i 590	 766 	 585 
i 202	 560 	 155 
i 634	 860 	 398 
i 521	 290 	 722 
i 804	 345 	 163 
i 857	 842 	 75 
i 29	 616 	 533 
i 336	 327 	 878 
i 331	 772 	 909 
i 836	 17 	 405 
i 422	 606 	 44 
i 576	 807 	 810 
i 974	 442 	 370 
i 696	 962 	 231 
i 858	 766 	 521 
i 933	 624 	 865 
i 466	 652 	 707 
i 345	 988 	 323 
i 255	 320 	 649 
i 659	 156 	 422 
i 703	 577 	 438 
i 513	 154 	 45 
i 883	 128 	 851 
i 115	 823 	 293 
i 635	 682 	 256 
i 500	 615 	 22 
i 207	 82 	 645 
i 530	 427 	 298 
i 180	 681 	 286 
i 601	 340 	 605 
i 40	 43 	 761 
i 84	 556 	 338 
i 935	 440 	 492 
i 229	 554 	 619 
i 484	 189 	 443 
i 505	 689 	 125 
i 151	 896 	 740 
i 449	 426 	 822 
i 734	 605 	 249 
i 340	 207 	 930 
i 101	 246 	 270 
i 439	 330 	 313 
i 930	 265 	 868 
i 550	 493 	 308 
i 992	 977 	 862 
i 118	 483 	 52 
i 858	 634 	 740 
i 680	 83 	 636 
i 929	 817 	 62 
i 859	 157 	 667 
i 130	 257 	 873 
i 443	 695 	 120 
i 311	 626 	 449 
i 619	 176 	 714 
i 482	 169 	 208 
i 533	 286 	 185 
i 273	 144 	 667 
i 909	 824 	 301 
i 971	 754 	 383 
i 638	 614 	 200 
i 512	 744 	 357 
i 632	 187 	 614 
i 81	 498 	 310 
i 795	 117 	 935 
i 3	 599 	 112 
i 187	 132 	 280 
i 853	 405 	 566 
i 155	 314 	 710 
i 537	 285 	 534 
i 737	 923 	 289 
i 95	 436 	 902 
i 708	 68 	 646 
i 18	 149 	 832 
i 952	 943 	 330 
i 64	 945 	 447 
i 344	 132 	 46 
i 909	 985 	 178 
i 619	 140 	 582 
i 154	 677 	 896 
i 442	 415 	 181 
i 345	 509 	 105 
i 991	 217 	 540 
i 824	 234 	 608 
i 154	 187 	 756 
i 601	 250 	 699 
i 647	 594 	 645 
i 824	 503 	 777 
i 407	 122 	 762 
i 303	 275 	 902 
i 484	 717 	 580 
i 588	 62 	 994 
i 129	 53 	 504 
i 736	 876 	 720 
i 492	 31 	 954 
i 192	 632 	 141 
i 836	 280 	 391 
i 614	 105 	 984 
i 376	 511 	 487 
i 279	 814 	 609 
i 858	 298 	 884 
i 853	 886 	 601 
i 357	 15 	 662 
i 77	 751 	 715 
i 32	 243 	 592 
i 172	 435 	 622 
i 563	 272 	 255 
i 548	 885 	 534 
i 36	 262 	 638 
i 644	 540 	 149 
i 528	 398 	 963 
i 130	 251 	 261 
i 791	 608 	 147 
i 507	 684 	 162 
i 99	 716 	 912 
i 721	 888 	 155 
i 975	 451 	 590 
i 509	 998 	 861 
i 148	 35 	 747 
i 297	 678 	 9 
i 260	 207 	 548 
i 520	 336 	 946 
i 667	 128 	 198 
i 828	 634 	 805 
i 740	 732 	 490 
i 895	 454 	 207 
i 486	 429 	 95 
i 347	 938 	 545 
i 94	 87 	 544 
i 103	 383 	 578 
i 651	 643 	 257 
i 597	 163 	 463 
i 795	 830 	 799 
i 601	 658 	 926 
i 92	 399 	 560 
i 298	 295 	 293 
i 392	 780 	 746 
i 937	 127 	 176 
i 482	 221 	 115 
i 60	 324 	 201 
i 317	 974 	 583 
i 779	 572 	 226 
i 578	 367 	 389 
i 505	 968 	 219 
i 66	 61 	 877 
i 358	 358 	 277 
i 105	 750 	 571 
i 281	 687 	 351 
i 395	 169 	 478 
i 595	 229 	 699 
i 179	 545 	 24 
i 404	 325 	 997 
i 793	 903 	 569 
i 13	 408 	 936 
i 890	 473 	 905 
i 167	 831 	 965 
i 738	 935 	 323 
i 90	 216 	 73 
i 568	 610 	 760 
i 268	 206 	 929 
i 291	 384 	 158 
i 288	 788 	 703 
i 857	 581 	 28 
i 794	 594 	 930 
i 699	 484 	 339 
i 664	 651 	 811 
i 987	 389 	 642 
i 61	 479 	 578 
i 820	 48 	 794 
i 749	 315 	 405 
i 907	 606 	 610 
i 611	 894 	 993 
i 638	 751 	 782 
i 569	 545 	 363 
i 908	 244 	 956 
i 719	 908 	 441 
i 362	 895 	 92 
i 940	 955 	 481 
i 734	 776 	 959 
i 140	 526 	 8 
i 749	 434 	 322 
i 743	 45 	 927 
c
c
W 180719
c end of file
