c Instance Type h
c
n 400
c w	 v1	 v2
i 959	 467 	 319 
i 629	 15 	 918 
i 137	 596 	 511 
i 471	 433 	 131 
i 266	 704 	 65 
i 934	 481 	 322 
i 730	 912 	 20 
i 176	 538 	 857 
i 477	 382 	 142 
i 40	 990 	 813 
i 359	 949 	 456 
i 277	 579 	 923 
i 787	 715 	 938 
i 918	 187 	 534 
i 982	 452 	 967 
i 305	 387 	 671 
i 325	 117 	 152 
i 182	 293 	 65 
i 324	 769 	 602 
i 138	 809 	 983 
i 594	 168 	 974 
i 517	 444 	 923 
i 455	 232 	 503 
i 989	 150 	 219 
i 956	 133 	 405 
i 627	 438 	 857 
i 778	 762 	 244 
i 842	 944 	 361 
i 445	 268 	 653 
i 429	 406 	 423 
i 403	 999 	 232 
i 326	 517 	 400 
i 829	 972 	 844 
i 48	 961 	 76 
i 453	 918 	 226 
i 311	 546 	 359 
i 555	 325 	 796 
i 915	 168 	 558 
i 569	 612 	 503 
i 992	 41 	 771 
i 225	 444 	 177 
i 624	 770 	 176 
i 468	 599 	 692 
i 544	 647 	 664 
i 770	 100 	 626 
i 129	 411 	 545 
i 925	 965 	 91 
i 483	 881 	 415 
i 985	 451 	 582 
i 756	 443 	 195 
i 933	 668 	 236 
i 109	 292 	 679 
i 801	 760 	 449 
i 466	 305 	 49 
i 92	 76 	 695 
i 636	 205 	 795 
i 726	 130 	 206 
i 142	 612 	 172 
i 724	 598 	 54 
i 918	 355 	 504 
i 155	 288 	 947 
i 833	 397 	 615 
i 283	 198 	 907 
i 331	 663 	 668 
i 27	 755 	 972 
i 822	 391 	 49 
i 29	 118 	 253 
i 200	 260 	 382 
i 254	 983 	 994 
i 757	 902 	 593 
i 704	 57 	 947 
i 319	 889 	 236 
i 227	 173 	 632 
i 894	 504 	 830 
i 867	 530 	 493 
i 915	 352 	 248 
i 168	 381 	 639 
i 550	 580 	 757 
i 545	 833 	 17 
i 138	 591 	 999 
i 86	 296 	 901 
i 322	 615 	 958 
i 953	 841 	 847 
i 784	 735 	 21 
i 277	 602 	 524 
i 525	 517 	 55 
i 165	 685 	 407 
i 921	 236 	 787 
i 937	 780 	 368 
i 937	 918 	 201 
i 839	 5 	 792 
i 797	 326 	 88 
i 645	 280 	 702 
i 665	 64 	 543 
i 190	 341 	 278 
i 244	 865 	 880 
i 650	 31 	 398 
i 437	 951 	 84 
i 804	 889 	 319 
i 6	 826 	 100 
i 798	 665 	 19 
i 885	 463 	 23 
i 588	 108 	 348 
i 131	 773 	 627 
i 409	 963 	 691 
i 290	 207 	 32 
i 687	 857 	 897 
i 770	 295 	 927 
i 90	 100 	 878 
i 190	 106 	 767 
i 208	 903 	 594 
i 230	 789 	 260 
i 577	 377 	 722 
i 205	 507 	 830 
i 895	 916 	 604 
i 926	 206 	 567 
i 824	 892 	 773 
i 751	 663 	 631 
i 630	 753 	 925 
i 398	 942 	 25 
i 991	 150 	 130 
i 252	 379 	 34 
i 973	 956 	 822 
i 804	 161 	 199 
i 408	 57 	 705 
i 974	 983 	 622 
i 748	 807 	 827 
i 379	 559 	 720 
i 304	 190 	 383 
i 329	 587 	 137 
i 459	 579 	 79 
i 492	 830 	 228 
i 314	 804 	 607 
i 512	 608 	 563 
i 218	 17 	 724 
i 839	 990 	 780 
i 667	 739 	 763 
i 387	 118 	 570 
i 770	 422 	 129 
i 906	 750 	 319 
i 985	 209 	 905 
i 214	 700 	 485 
i 820	 15 	 316 
i 383	 527 	 121 
i 107	 744 	 729 
i 886	 584 	 745 
i 649	 252 	 736 
i 220	 638 	 475 
i 349	 409 	 593 
i 667	 316 	 15 
i 573	 301 	 765 
i 58	 514 	 973 
i 374	 334 	 674 
i 494	 717 	 689 
i 223	 824 	 216 
i 968	 711 	 959 
i 704	 361 	 544 
i 180	 580 	 795 
i 772	 928 	 434 
i 786	 596 	 842 
i 551	 169 	 158 
i 525	 227 	 459 
i 200	 600 	 972 
i 888	 95 	 307 
i 104	 317 	 25 
i 64	 286 	 848 
i 607	 989 	 559 
i 403	 170 	 919 
i 836	 941 	 500 
i 678	 728 	 429 
i 836	 279 	 25 
i 296	 804 	 193 
i 268	 4 	 420 
i 575	 891 	 20 
i 599	 994 	 114 
i 448	 58 	 431 
i 8	 665 	 716 
i 927	 68 	 706 
i 427	 903 	 875 
i 855	 582 	 817 
i 880	 419 	 545 
i 74	 714 	 824 
i 493	 982 	 628 
i 512	 558 	 631 
i 626	 158 	 523 
i 58	 605 	 518 
i 774	 613 	 576 
i 480	 540 	 241 
i 356	 967 	 309 
i 174	 822 	 213 
i 718	 703 	 795 
i 542	 776 	 214 
i 171	 269 	 928 
i 802	 780 	 911 
i 325	 407 	 469 
i 843	 464 	 626 
i 419	 238 	 232 
i 660	 718 	 844 
i 969	 75 	 384 
i 182	 248 	 352 
i 976	 966 	 175 
i 191	 509 	 877 
i 119	 679 	 653 
i 30	 481 	 921 
i 499	 806 	 702 
i 125	 650 	 109 
i 357	 69 	 573 
i 201	 729 	 810 
i 585	 698 	 528 
i 936	 879 	 602 
i 111	 856 	 849 
i 988	 48 	 815 
i 641	 167 	 325 
i 563	 197 	 4 
i 265	 695 	 485 
i 374	 820 	 292 
i 946	 177 	 941 
i 756	 378 	 10 
i 285	 962 	 739 
i 886	 899 	 437 
i 736	 11 	 317 
i 552	 998 	 174 
i 876	 639 	 221 
i 880	 202 	 387 
i 365	 467 	 583 
i 656	 840 	 279 
i 598	 787 	 99 
i 608	 543 	 275 
i 347	 827 	 652 
i 783	 714 	 615 
i 101	 451 	 515 
i 274	 3 	 525 
i 494	 879 	 523 
i 881	 759 	 163 
i 464	 125 	 365 
i 742	 781 	 831 
i 841	 379 	 672 
i 117	 986 	 459 
i 769	 333 	 3 
i 384	 117 	 830 
i 899	 217 	 544 
i 424	 490 	 994 
i 947	 984 	 997 
i 110	 865 	 877 
i 475	 330 	 637 
i 306	 73 	 761 
i 978	 913 	 542 
i 437	 30 	 920 
i 440	 799 	 906 
i 270	 184 	 240 
i 814	 83 	 357 
i 809	 506 	 573 
i 806	 454 	 64 
i 684	 563 	 49 
i 321	 38 	 913 
i 82	 344 	 244 
i 623	 322 	 316 
i 544	 759 	 230 
i 451	 199 	 260 
i 691	 469 	 59 
i 48	 283 	 242 
i 621	 92 	 324 
i 684	 898 	 830 
i 733	 582 	 284 
i 647	 902 	 847 
i 890	 984 	 884 
i 207	 608 	 229 
i 436	 152 	 551 
i 695	 603 	 310 
i 754	 294 	 509 
i 995	 341 	 977 
i 320	 961 	 260 
i 150	 646 	 351 
i 434	 380 	 249 
i 281	 27 	 831 
i 166	 917 	 733 
i 394	 124 	 717 
i 944	 560 	 325 
i 255	 255 	 477 
i 764	 9 	 80 
i 741	 5 	 373 
i 2	 324 	 714 
i 353	 474 	 676 
i 601	 907 	 323 
i 432	 188 	 702 
i 166	 354 	 729 
i 883	 747 	 646 
i 208	 692 	 770 
i 684	 947 	 330 
c
c
W 105335
c end of file
