c Instance Type h
c
n 400
c w	 v1	 v2
i 460	 737 	 589 
i 355	 478 	 354 
i 193	 866 	 250 
i 102	 321 	 520 
i 68	 843 	 400 
i 14	 615 	 822 
i 766	 320 	 51 
i 275	 592 	 746 
i 8	 233 	 202 
i 198	 706 	 114 
i 786	 166 	 993 
i 141	 521 	 730 
i 390	 713 	 209 
i 910	 815 	 76 
i 310	 882 	 396 
i 133	 895 	 240 
i 183	 662 	 854 
i 929	 937 	 175 
i 131	 944 	 766 
i 244	 143 	 998 
i 238	 929 	 705 
i 967	 70 	 870 
i 177	 460 	 392 
i 252	 370 	 105 
i 648	 680 	 919 
i 887	 812 	 802 
i 742	 994 	 697 
i 916	 923 	 360 
i 683	 55 	 297 
i 682	 298 	 241 
i 387	 536 	 384 
i 258	 503 	 313 
i 649	 680 	 383 
i 754	 931 	 842 
i 674	 580 	 213 
i 476	 467 	 893 
i 174	 210 	 705 
i 533	 126 	 700 
i 829	 809 	 624 
i 70	 491 	 678 
i 454	 878 	 976 
i 766	 136 	 512 
i 150	 785 	 16 
i 991	 540 	 695 
i 205	 214 	 626 
i 98	 689 	 206 
i 802	 862 	 673 
i 503	 395 	 882 
i 127	 224 	 9 
i 804	 294 	 818 
i 781	 748 	 309 
i 293	 514 	 188 
i 308	 663 	 324 
i 4	 655 	 109 
i 630	 859 	 648 
i 835	 957 	 862 
i 509	 760 	 551 
i 392	 263 	 414 
i 400	 389 	 808 
i 219	 194 	 33 
i 528	 974 	 327 
i 715	 268 	 75 
i 39	 576 	 589 
i 148	 579 	 253 
i 796	 209 	 907 
i 658	 45 	 767 
i 210	 553 	 725 
i 623	 945 	 485 
i 432	 346 	 747 
i 464	 564 	 136 
i 790	 92 	 330 
i 865	 806 	 304 
i 454	 845 	 571 
i 706	 992 	 148 
i 614	 789 	 726 
i 382	 447 	 934 
i 107	 656 	 979 
i 591	 280 	 533 
i 338	 711 	 478 
i 474	 175 	 823 
i 803	 965 	 388 
i 108	 830 	 479 
i 679	 285 	 286 
i 826	 990 	 131 
i 553	 605 	 124 
i 487	 986 	 913 
i 467	 93 	 360 
i 999	 684 	 17 
i 477	 23 	 296 
i 301	 496 	 7 
i 688	 300 	 182 
i 167	 408 	 148 
i 453	 87 	 977 
i 584	 913 	 263 
i 708	 466 	 253 
i 621	 953 	 857 
i 981	 420 	 844 
i 997	 420 	 936 
i 294	 896 	 621 
i 301	 197 	 643 
i 482	 885 	 139 
i 630	 53 	 439 
i 608	 505 	 846 
i 870	 90 	 933 
i 123	 797 	 847 
i 980	 418 	 314 
i 824	 400 	 268 
i 761	 398 	 688 
i 382	 691 	 108 
i 25	 992 	 4 
i 164	 475 	 201 
i 603	 105 	 87 
i 449	 712 	 139 
i 383	 582 	 643 
i 231	 705 	 733 
c
c
W 99322
c end of file
