c Instance Type h
c
n 400
c w	 v1	 v2
i 562	 316 	 922 
i 165	 554 	 177 
i 425	 511 	 705 
i 43	 742 	 181 
i 675	 218 	 645 
i 912	 826 	 140 
i 396	 626 	 804 
i 412	 655 	 117 
i 116	 391 	 122 
i 886	 941 	 896 
i 808	 503 	 705 
i 985	 668 	 21 
i 690	 93 	 575 
i 871	 136 	 86 
i 517	 810 	 828 
i 656	 723 	 46 
i 461	 120 	 871 
i 577	 532 	 497 
i 698	 647 	 153 
i 595	 534 	 544 
i 301	 342 	 485 
i 321	 328 	 988 
i 896	 18 	 656 
i 981	 888 	 749 
i 809	 405 	 884 
i 854	 62 	 695 
i 725	 522 	 418 
i 223	 99 	 537 
i 376	 797 	 69 
i 920	 393 	 716 
i 406	 693 	 250 
i 394	 15 	 592 
i 51	 910 	 919 
i 799	 892 	 937 
i 684	 701 	 826 
i 379	 556 	 232 
i 796	 282 	 293 
i 334	 505 	 815 
i 402	 881 	 914 
i 119	 801 	 712 
i 369	 207 	 105 
i 961	 601 	 798 
i 880	 652 	 813 
i 818	 451 	 723 
i 645	 136 	 615 
i 876	 514 	 317 
i 170	 311 	 873 
i 984	 644 	 155 
i 899	 47 	 660 
i 611	 165 	 541 
i 715	 533 	 342 
i 514	 494 	 549 
i 327	 375 	 151 
i 50	 194 	 802 
i 665	 838 	 254 
i 982	 714 	 389 
i 855	 884 	 902 
i 11	 869 	 213 
i 670	 768 	 857 
i 212	 379 	 903 
i 554	 95 	 68 
i 103	 608 	 601 
i 253	 934 	 95 
i 56	 984 	 470 
i 309	 650 	 663 
i 697	 632 	 501 
i 600	 488 	 216 
i 813	 499 	 101 
i 670	 169 	 969 
i 573	 380 	 737 
i 640	 933 	 117 
i 241	 37 	 211 
i 336	 290 	 818 
i 805	 345 	 753 
i 469	 654 	 737 
i 970	 351 	 388 
i 187	 951 	 21 
i 287	 764 	 509 
i 256	 434 	 8 
i 993	 8 	 176 
i 110	 648 	 556 
i 320	 889 	 490 
i 139	 225 	 526 
i 891	 31 	 816 
i 629	 500 	 162 
i 18	 470 	 815 
i 38	 656 	 167 
i 546	 942 	 118 
i 553	 199 	 881 
i 729	 193 	 316 
i 285	 303 	 324 
i 775	 623 	 971 
i 301	 761 	 860 
i 118	 653 	 86 
i 279	 283 	 117 
i 94	 300 	 616 
i 260	 337 	 87 
i 378	 883 	 742 
i 260	 437 	 685 
i 576	 166 	 884 
i 899	 451 	 77 
i 870	 226 	 380 
i 731	 527 	 3 
i 816	 644 	 763 
i 932	 923 	 416 
i 549	 17 	 698 
i 635	 277 	 998 
i 378	 655 	 335 
i 63	 914 	 219 
i 947	 490 	 655 
i 25	 390 	 821 
i 404	 260 	 272 
i 406	 990 	 497 
i 170	 807 	 25 
i 586	 740 	 669 
i 285	 289 	 592 
i 283	 924 	 609 
i 618	 302 	 886 
i 836	 365 	 541 
i 492	 312 	 455 
i 313	 337 	 945 
i 584	 740 	 335 
i 82	 147 	 595 
i 107	 316 	 586 
i 775	 902 	 393 
i 367	 187 	 134 
i 975	 469 	 422 
i 861	 87 	 346 
i 403	 922 	 648 
i 858	 414 	 13 
i 803	 727 	 325 
i 139	 312 	 661 
i 733	 393 	 402 
i 319	 500 	 549 
i 712	 275 	 865 
i 845	 642 	 767 
i 268	 617 	 953 
i 614	 479 	 422 
i 262	 882 	 509 
i 275	 740 	 431 
i 599	 543 	 845 
i 261	 681 	 573 
i 663	 415 	 884 
i 212	 734 	 278 
i 78	 446 	 777 
i 844	 292 	 52 
i 798	 559 	 694 
i 221	 174 	 311 
i 729	 436 	 790 
i 161	 710 	 672 
i 7	 310 	 412 
i 579	 570 	 955 
i 463	 234 	 637 
i 741	 446 	 52 
i 518	 523 	 785 
i 570	 368 	 232 
i 264	 166 	 523 
i 575	 386 	 83 
i 366	 116 	 256 
i 39	 276 	 692 
i 451	 283 	 402 
i 406	 861 	 711 
i 44	 325 	 282 
i 95	 66 	 516 
i 880	 584 	 961 
i 113	 154 	 484 
i 636	 417 	 851 
i 718	 992 	 18 
i 974	 358 	 404 
i 666	 396 	 519 
i 69	 846 	 795 
i 780	 253 	 78 
i 63	 296 	 939 
i 578	 391 	 265 
i 540	 272 	 330 
i 24	 384 	 913 
i 875	 20 	 68 
i 892	 738 	 485 
i 296	 712 	 477 
i 815	 379 	 834 
i 610	 448 	 230 
i 688	 228 	 77 
i 627	 291 	 329 
i 892	 868 	 625 
i 223	 408 	 16 
i 136	 432 	 287 
i 204	 307 	 670 
i 688	 200 	 690 
i 165	 496 	 428 
i 999	 311 	 141 
i 229	 921 	 520 
i 306	 609 	 967 
i 635	 237 	 196 
i 260	 129 	 486 
i 275	 351 	 355 
i 562	 487 	 762 
i 233	 690 	 195 
i 922	 379 	 502 
i 351	 543 	 701 
i 492	 542 	 197 
i 12	 771 	 508 
i 979	 78 	 429 
i 175	 712 	 38 
i 661	 971 	 275 
i 16	 247 	 404 
i 778	 809 	 754 
i 972	 42 	 242 
i 474	 964 	 932 
i 176	 316 	 311 
i 373	 807 	 854 
i 880	 819 	 396 
i 310	 798 	 168 
i 347	 973 	 245 
i 622	 634 	 957 
i 26	 650 	 928 
i 780	 429 	 176 
i 22	 401 	 984 
i 954	 875 	 26 
i 265	 52 	 990 
i 120	 424 	 306 
i 516	 305 	 113 
i 683	 614 	 931 
i 928	 961 	 730 
i 885	 583 	 703 
i 814	 609 	 338 
i 989	 389 	 987 
i 974	 411 	 416 
i 999	 366 	 817 
i 990	 630 	 693 
i 296	 750 	 744 
i 409	 266 	 169 
i 340	 948 	 474 
i 71	 877 	 88 
i 773	 763 	 50 
i 112	 577 	 633 
i 99	 567 	 242 
i 515	 541 	 631 
i 333	 541 	 43 
i 27	 531 	 408 
i 771	 826 	 39 
i 939	 236 	 788 
i 414	 575 	 54 
i 501	 645 	 2 
i 551	 419 	 879 
i 184	 530 	 642 
i 425	 629 	 220 
i 57	 145 	 786 
i 99	 477 	 327 
i 506	 503 	 868 
i 544	 274 	 399 
i 332	 214 	 226 
i 385	 627 	 461 
i 387	 129 	 37 
i 267	 679 	 682 
i 908	 862 	 102 
i 128	 288 	 631 
i 914	 344 	 260 
i 242	 443 	 405 
i 110	 948 	 881 
c
c
W 99124
c end of file
