c Instance Type h
c
n 400
c w	 v1	 v2
i 651	 676 	 828 
i 660	 781 	 18 
i 95	 8 	 306 
i 133	 480 	 289 
i 481	 64 	 798 
i 401	 279 	 862 
i 229	 878 	 549 
i 520	 653 	 603 
i 921	 602 	 395 
i 701	 527 	 417 
i 529	 179 	 802 
i 546	 838 	 478 
i 852	 932 	 260 
i 141	 65 	 267 
i 939	 546 	 746 
i 801	 946 	 810 
i 350	 176 	 89 
i 953	 696 	 966 
i 348	 618 	 619 
i 765	 319 	 222 
i 567	 848 	 749 
i 45	 395 	 927 
i 304	 247 	 765 
i 570	 388 	 698 
i 317	 327 	 762 
i 127	 128 	 309 
i 215	 478 	 256 
i 181	 432 	 432 
i 800	 779 	 128 
i 23	 544 	 745 
i 772	 111 	 65 
i 699	 156 	 912 
i 465	 459 	 307 
i 163	 30 	 554 
i 925	 347 	 941 
i 235	 473 	 268 
i 491	 688 	 396 
i 922	 869 	 874 
i 51	 670 	 306 
i 796	 692 	 85 
i 860	 464 	 628 
i 773	 164 	 739 
i 80	 629 	 894 
i 633	 791 	 354 
i 574	 717 	 384 
i 842	 951 	 730 
i 238	 443 	 204 
i 112	 365 	 891 
i 417	 416 	 761 
i 502	 212 	 431 
i 131	 72 	 123 
i 869	 844 	 587 
i 764	 924 	 750 
i 118	 558 	 379 
i 502	 133 	 171 
i 232	 974 	 887 
i 435	 213 	 839 
i 327	 324 	 282 
i 88	 741 	 647 
i 518	 243 	 63 
i 640	 373 	 275 
i 227	 243 	 346 
i 977	 7 	 191 
i 356	 125 	 116 
i 527	 626 	 674 
i 414	 857 	 806 
i 254	 293 	 780 
i 536	 619 	 992 
i 183	 706 	 317 
i 246	 224 	 58 
i 520	 864 	 301 
i 866	 92 	 674 
i 58	 69 	 916 
i 174	 425 	 922 
i 847	 951 	 47 
i 653	 366 	 673 
i 434	 619 	 530 
i 427	 156 	 822 
i 743	 339 	 442 
i 801	 584 	 148 
c
c
W 99472
c end of file
