c Instance Type h
c
n 600
c w	 v1	 v2
i 228	 938 	 770 
i 886	 301 	 484 
i 266	 570 	 387 
i 600	 795 	 66 
i 757	 825 	 854 
i 658	 853 	 772 
i 273	 685 	 559 
i 628	 465 	 972 
i 780	 699 	 206 
i 993	 321 	 505 
i 764	 549 	 505 
i 248	 435 	 444 
i 635	 701 	 744 
i 700	 302 	 314 
i 555	 60 	 110 
i 327	 718 	 935 
i 886	 990 	 788 
i 858	 619 	 474 
i 65	 399 	 938 
i 570	 393 	 638 
i 75	 157 	 959 
i 518	 404 	 508 
i 263	 39 	 943 
i 577	 739 	 644 
i 687	 294 	 946 
i 622	 621 	 6 
i 410	 507 	 723 
i 884	 365 	 714 
i 823	 430 	 333 
i 461	 999 	 731 
i 420	 74 	 124 
i 928	 592 	 280 
i 871	 855 	 684 
i 515	 432 	 723 
i 462	 120 	 463 
i 467	 741 	 756 
i 191	 152 	 377 
i 904	 36 	 884 
i 237	 858 	 249 
i 967	 320 	 678 
i 92	 739 	 678 
i 372	 668 	 751 
i 56	 539 	 344 
i 779	 55 	 199 
i 242	 516 	 631 
i 998	 983 	 750 
i 375	 174 	 491 
i 260	 78 	 642 
i 509	 314 	 678 
i 188	 282 	 536 
i 865	 374 	 855 
i 616	 745 	 595 
i 960	 801 	 264 
i 159	 580 	 802 
i 789	 822 	 856 
i 539	 820 	 373 
i 31	 196 	 356 
i 672	 455 	 529 
i 350	 963 	 606 
i 886	 151 	 920 
i 742	 16 	 202 
i 337	 632 	 576 
i 600	 592 	 321 
i 403	 751 	 122 
i 260	 540 	 702 
i 632	 80 	 524 
i 988	 110 	 345 
i 517	 782 	 540 
i 124	 133 	 995 
i 44	 19 	 959 
i 246	 760 	 110 
i 821	 98 	 126 
i 143	 698 	 758 
i 264	 101 	 351 
i 966	 361 	 102 
i 491	 992 	 642 
i 835	 980 	 722 
i 376	 498 	 831 
i 372	 621 	 614 
i 331	 665 	 746 
i 441	 911 	 764 
i 566	 732 	 525 
i 325	 874 	 623 
i 675	 139 	 321 
i 776	 106 	 422 
i 419	 596 	 782 
i 141	 432 	 775 
i 972	 808 	 756 
i 586	 180 	 254 
i 332	 510 	 875 
i 97	 950 	 541 
i 622	 517 	 452 
i 245	 841 	 185 
i 566	 516 	 60 
i 987	 293 	 199 
i 770	 711 	 304 
i 545	 851 	 900 
i 301	 824 	 332 
i 555	 410 	 140 
i 431	 742 	 319 
i 971	 839 	 829 
i 423	 461 	 780 
i 607	 706 	 297 
i 666	 272 	 138 
i 864	 259 	 654 
i 169	 29 	 946 
i 69	 574 	 657 
i 400	 874 	 509 
i 540	 430 	 333 
i 859	 860 	 743 
i 688	 831 	 485 
i 468	 255 	 325 
i 765	 861 	 785 
i 902	 528 	 492 
i 556	 393 	 763 
i 503	 561 	 23 
i 161	 629 	 51 
i 669	 30 	 624 
i 3	 570 	 499 
i 746	 429 	 928 
i 232	 118 	 789 
i 556	 586 	 620 
i 342	 351 	 874 
i 833	 254 	 736 
i 596	 810 	 265 
i 618	 313 	 657 
i 669	 473 	 218 
i 294	 143 	 847 
i 792	 145 	 877 
i 721	 890 	 447 
i 510	 122 	 876 
i 131	 678 	 993 
i 6	 20 	 580 
i 742	 853 	 930 
i 7	 450 	 184 
i 663	 68 	 994 
i 881	 737 	 307 
i 729	 31 	 779 
i 607	 823 	 921 
i 54	 545 	 67 
i 930	 56 	 957 
i 923	 186 	 80 
i 503	 192 	 757 
i 434	 933 	 776 
i 618	 940 	 630 
i 612	 604 	 80 
i 918	 486 	 148 
i 698	 216 	 884 
i 619	 822 	 915 
i 685	 876 	 738 
i 642	 806 	 283 
i 722	 730 	 338 
i 479	 233 	 524 
i 256	 667 	 716 
i 885	 285 	 650 
i 964	 897 	 590 
i 112	 815 	 195 
i 996	 513 	 680 
i 911	 133 	 895 
i 650	 818 	 718 
i 933	 461 	 594 
i 272	 183 	 400 
i 795	 661 	 130 
i 512	 916 	 363 
i 162	 802 	 31 
i 751	 767 	 315 
i 945	 878 	 213 
i 626	 874 	 28 
i 522	 786 	 541 
i 240	 436 	 674 
i 833	 369 	 492 
i 234	 641 	 952 
i 364	 436 	 136 
i 727	 947 	 796 
i 757	 109 	 713 
i 73	 860 	 516 
i 285	 806 	 283 
i 313	 433 	 162 
i 854	 954 	 36 
i 528	 194 	 822 
i 21	 28 	 259 
i 973	 261 	 627 
i 109	 624 	 268 
i 905	 352 	 704 
i 619	 109 	 652 
i 136	 181 	 761 
i 418	 466 	 622 
i 579	 778 	 428 
i 615	 633 	 860 
i 437	 162 	 815 
i 695	 182 	 9 
i 323	 156 	 36 
i 591	 264 	 297 
i 296	 170 	 921 
i 948	 789 	 273 
i 709	 924 	 381 
i 331	 343 	 562 
i 759	 921 	 29 
i 620	 537 	 807 
i 435	 973 	 440 
i 444	 669 	 601 
i 479	 992 	 783 
i 775	 584 	 938 
i 697	 879 	 203 
i 969	 828 	 373 
i 351	 537 	 162 
i 913	 868 	 87 
i 941	 628 	 429 
i 748	 248 	 350 
i 189	 683 	 886 
i 789	 127 	 860 
i 572	 606 	 530 
i 511	 382 	 522 
i 713	 79 	 107 
i 86	 49 	 986 
i 248	 399 	 814 
i 334	 312 	 351 
i 762	 254 	 220 
i 113	 3 	 847 
i 998	 191 	 96 
i 859	 979 	 778 
i 389	 552 	 905 
i 911	 64 	 511 
i 18	 776 	 893 
i 4	 862 	 971 
i 817	 110 	 20 
i 169	 444 	 419 
i 388	 206 	 731 
i 236	 318 	 984 
i 331	 317 	 986 
i 110	 176 	 177 
i 16	 565 	 157 
i 526	 476 	 709 
i 420	 494 	 772 
i 391	 497 	 549 
i 411	 315 	 412 
i 829	 483 	 522 
i 560	 871 	 965 
i 545	 107 	 171 
i 531	 437 	 489 
i 708	 547 	 806 
i 865	 562 	 982 
i 574	 89 	 547 
i 347	 508 	 24 
i 895	 899 	 518 
i 307	 310 	 15 
i 828	 140 	 330 
i 794	 700 	 813 
i 965	 245 	 684 
i 454	 775 	 790 
i 260	 484 	 228 
i 243	 349 	 774 
i 789	 922 	 336 
i 813	 270 	 425 
i 331	 165 	 932 
i 346	 472 	 831 
i 675	 301 	 142 
i 489	 96 	 281 
i 173	 61 	 980 
i 962	 514 	 226 
i 191	 774 	 1 
i 964	 17 	 485 
i 301	 806 	 833 
i 725	 620 	 756 
i 658	 950 	 26 
i 490	 297 	 191 
i 631	 972 	 663 
i 912	 461 	 964 
i 892	 633 	 60 
i 118	 596 	 120 
i 119	 787 	 634 
i 604	 752 	 409 
i 437	 53 	 426 
i 194	 778 	 232 
i 219	 437 	 852 
i 410	 926 	 802 
i 73	 557 	 100 
i 38	 469 	 72 
i 97	 362 	 533 
i 217	 480 	 167 
i 851	 598 	 763 
i 260	 203 	 550 
i 685	 639 	 302 
i 917	 832 	 355 
i 769	 52 	 134 
i 572	 461 	 570 
i 672	 534 	 496 
i 744	 572 	 54 
i 277	 669 	 522 
i 443	 885 	 884 
i 206	 736 	 364 
i 756	 996 	 962 
i 58	 682 	 165 
i 413	 599 	 804 
i 546	 369 	 636 
i 117	 941 	 688 
i 613	 613 	 150 
i 666	 357 	 683 
i 189	 633 	 255 
i 73	 77 	 923 
i 437	 283 	 809 
i 399	 39 	 546 
i 564	 97 	 543 
i 368	 509 	 225 
i 4	 56 	 824 
i 692	 172 	 193 
i 841	 784 	 135 
i 525	 451 	 747 
i 779	 639 	 105 
i 703	 712 	 738 
i 513	 149 	 814 
i 60	 547 	 98 
i 602	 111 	 136 
i 826	 478 	 233 
i 650	 482 	 742 
i 843	 175 	 797 
i 977	 16 	 969 
i 725	 540 	 754 
i 829	 320 	 205 
i 568	 24 	 844 
i 383	 536 	 556 
i 480	 595 	 704 
i 616	 198 	 252 
i 848	 24 	 363 
i 591	 674 	 841 
i 388	 517 	 323 
i 358	 495 	 498 
i 113	 220 	 513 
i 318	 50 	 53 
i 162	 617 	 373 
i 718	 1 	 396 
i 422	 480 	 932 
i 674	 97 	 528 
i 37	 945 	 725 
i 877	 536 	 749 
i 201	 924 	 423 
i 698	 282 	 940 
i 211	 395 	 435 
i 264	 712 	 655 
i 637	 873 	 705 
i 33	 591 	 323 
i 965	 14 	 323 
i 493	 687 	 802 
i 219	 724 	 899 
i 967	 601 	 844 
i 391	 802 	 380 
i 331	 500 	 305 
i 766	 711 	 587 
i 421	 975 	 981 
i 127	 612 	 693 
i 449	 645 	 567 
i 771	 610 	 158 
i 574	 104 	 172 
i 473	 323 	 859 
i 317	 290 	 583 
i 697	 681 	 185 
i 2	 13 	 986 
i 589	 778 	 487 
i 570	 200 	 198 
i 264	 326 	 173 
i 830	 775 	 785 
i 988	 546 	 430 
i 160	 120 	 41 
i 19	 592 	 144 
i 602	 909 	 466 
i 786	 607 	 756 
i 773	 609 	 438 
i 260	 198 	 450 
c
c
W 155127
c end of file
