c Instance Type h
c
n 600
c w	 v1	 v2
i 957	 282 	 57 
i 949	 470 	 923 
i 592	 509 	 77 
i 145	 178 	 266 
i 808	 237 	 222 
i 256	 600 	 689 
i 547	 714 	 786 
i 919	 790 	 764 
i 150	 169 	 558 
i 151	 793 	 43 
i 208	 751 	 375 
i 132	 701 	 656 
i 208	 293 	 126 
i 474	 438 	 634 
i 695	 247 	 811 
i 384	 502 	 49 
i 171	 49 	 649 
i 935	 967 	 364 
i 493	 118 	 155 
i 535	 268 	 323 
i 909	 476 	 117 
i 565	 607 	 867 
i 691	 815 	 568 
i 326	 289 	 861 
i 138	 983 	 299 
i 186	 368 	 546 
i 835	 539 	 48 
i 200	 474 	 97 
i 354	 966 	 64 
i 677	 501 	 182 
i 793	 411 	 450 
i 661	 975 	 925 
i 230	 667 	 532 
i 92	 992 	 347 
i 391	 130 	 636 
i 936	 316 	 619 
i 983	 151 	 987 
i 80	 350 	 526 
i 144	 704 	 1 
i 326	 381 	 966 
i 775	 175 	 468 
i 700	 836 	 878 
i 232	 67 	 854 
i 579	 158 	 521 
i 215	 548 	 513 
i 834	 485 	 642 
i 822	 468 	 957 
i 348	 548 	 109 
i 349	 692 	 459 
i 315	 18 	 163 
i 782	 792 	 544 
i 661	 493 	 719 
i 515	 725 	 556 
i 36	 304 	 623 
i 548	 519 	 780 
i 190	 353 	 329 
i 148	 175 	 814 
i 257	 523 	 282 
i 715	 871 	 830 
i 878	 187 	 523 
i 423	 969 	 541 
i 143	 630 	 333 
i 698	 145 	 826 
i 321	 180 	 551 
i 102	 727 	 854 
i 431	 917 	 374 
i 245	 66 	 726 
i 527	 322 	 901 
i 358	 38 	 425 
i 880	 915 	 296 
i 421	 339 	 483 
i 754	 481 	 452 
i 580	 180 	 82 
i 132	 501 	 226 
i 986	 602 	 405 
i 360	 34 	 133 
i 87	 279 	 50 
i 987	 805 	 116 
i 412	 164 	 437 
i 708	 44 	 474 
i 191	 465 	 390 
i 642	 219 	 728 
i 724	 799 	 210 
i 949	 930 	 389 
i 354	 916 	 889 
i 486	 277 	 492 
i 536	 363 	 525 
i 651	 350 	 803 
i 89	 762 	 609 
i 562	 471 	 772 
i 952	 661 	 816 
i 681	 304 	 281 
i 890	 28 	 500 
i 280	 976 	 300 
i 169	 331 	 231 
i 661	 817 	 148 
i 187	 353 	 424 
i 990	 5 	 786 
i 599	 93 	 137 
i 372	 655 	 898 
i 188	 607 	 369 
i 469	 289 	 31 
i 969	 179 	 334 
i 269	 459 	 362 
i 499	 627 	 339 
i 646	 289 	 670 
i 70	 475 	 487 
i 856	 465 	 840 
i 992	 64 	 844 
i 890	 436 	 937 
i 260	 623 	 592 
i 290	 93 	 200 
i 624	 62 	 488 
i 986	 330 	 667 
i 325	 829 	 126 
i 994	 476 	 753 
i 482	 545 	 42 
i 322	 402 	 516 
i 167	 394 	 981 
i 104	 284 	 46 
i 696	 544 	 481 
i 896	 833 	 105 
i 384	 458 	 197 
i 52	 444 	 258 
i 178	 769 	 588 
i 930	 763 	 417 
i 972	 246 	 892 
i 489	 567 	 438 
i 470	 734 	 839 
i 515	 838 	 233 
i 996	 534 	 517 
i 101	 430 	 61 
i 297	 814 	 894 
i 554	 866 	 353 
i 143	 44 	 796 
i 559	 974 	 565 
i 452	 947 	 329 
i 890	 436 	 574 
i 729	 906 	 142 
i 962	 422 	 875 
i 480	 418 	 713 
i 541	 518 	 248 
i 436	 814 	 678 
i 788	 369 	 493 
i 585	 511 	 359 
i 150	 71 	 403 
i 479	 522 	 377 
i 54	 413 	 324 
i 195	 142 	 760 
i 71	 105 	 667 
i 784	 585 	 89 
i 33	 126 	 506 
i 710	 562 	 25 
i 204	 350 	 839 
i 562	 934 	 209 
i 965	 85 	 720 
i 343	 563 	 790 
i 667	 617 	 313 
i 427	 812 	 725 
i 94	 882 	 867 
i 183	 667 	 972 
i 689	 699 	 557 
i 714	 409 	 683 
i 553	 613 	 245 
i 761	 175 	 594 
i 481	 141 	 529 
i 272	 483 	 613 
i 585	 150 	 177 
i 311	 576 	 793 
i 179	 670 	 605 
i 151	 853 	 488 
i 708	 542 	 155 
i 391	 256 	 853 
i 635	 809 	 263 
i 230	 571 	 875 
i 759	 53 	 51 
i 373	 324 	 191 
i 549	 909 	 673 
i 343	 220 	 823 
i 948	 398 	 399 
i 436	 549 	 70 
i 591	 257 	 923 
i 445	 648 	 466 
i 707	 284 	 722 
i 583	 513 	 531 
i 634	 273 	 102 
i 824	 645 	 154 
i 498	 194 	 478 
i 321	 537 	 388 
i 720	 485 	 607 
i 790	 921 	 6 
i 714	 513 	 555 
i 180	 957 	 811 
i 901	 665 	 459 
i 433	 248 	 743 
i 534	 881 	 256 
i 688	 706 	 529 
i 167	 205 	 174 
i 554	 526 	 368 
i 162	 247 	 905 
i 168	 38 	 391 
i 722	 751 	 312 
i 534	 930 	 825 
i 993	 832 	 782 
i 736	 265 	 447 
i 992	 799 	 695 
i 521	 487 	 577 
i 695	 654 	 284 
i 63	 208 	 489 
i 967	 370 	 15 
i 358	 537 	 262 
i 670	 259 	 299 
i 495	 793 	 50 
i 278	 786 	 980 
i 725	 523 	 812 
i 420	 515 	 77 
i 997	 37 	 875 
i 281	 731 	 363 
i 769	 794 	 18 
i 784	 761 	 225 
i 46	 120 	 595 
i 344	 790 	 132 
i 394	 285 	 391 
i 374	 562 	 184 
i 186	 287 	 970 
i 263	 707 	 494 
i 139	 704 	 9 
i 501	 985 	 46 
i 518	 754 	 776 
i 743	 538 	 571 
i 338	 584 	 333 
i 470	 927 	 452 
i 860	 321 	 242 
i 45	 695 	 527 
i 15	 881 	 90 
i 508	 144 	 377 
i 517	 282 	 84 
i 563	 783 	 788 
i 340	 302 	 773 
i 910	 46 	 528 
i 243	 384 	 67 
i 695	 853 	 650 
i 936	 714 	 578 
i 464	 758 	 899 
i 553	 773 	 594 
i 929	 282 	 475 
i 14	 799 	 619 
i 802	 362 	 900 
i 575	 701 	 684 
i 104	 611 	 985 
i 170	 854 	 31 
i 819	 549 	 415 
i 398	 486 	 268 
i 297	 949 	 981 
i 890	 502 	 740 
i 366	 432 	 513 
i 984	 446 	 795 
i 885	 248 	 594 
i 569	 823 	 955 
i 554	 926 	 657 
i 585	 96 	 269 
i 1	 915 	 123 
i 268	 313 	 672 
i 250	 610 	 158 
i 990	 501 	 108 
i 504	 866 	 610 
i 299	 851 	 42 
i 893	 736 	 488 
i 849	 305 	 735 
i 506	 859 	 558 
i 775	 445 	 485 
i 898	 445 	 581 
i 570	 713 	 497 
i 728	 963 	 810 
i 835	 953 	 420 
i 445	 458 	 920 
i 487	 756 	 787 
i 974	 649 	 638 
i 710	 498 	 374 
i 268	 5 	 679 
i 753	 779 	 538 
i 334	 677 	 983 
i 831	 247 	 429 
i 641	 975 	 143 
i 61	 810 	 106 
i 981	 256 	 60 
i 768	 742 	 518 
i 406	 717 	 274 
i 779	 427 	 923 
i 459	 694 	 422 
i 996	 448 	 426 
i 980	 782 	 205 
i 410	 613 	 882 
i 552	 254 	 130 
i 658	 315 	 105 
i 718	 296 	 915 
i 236	 64 	 171 
i 510	 470 	 912 
i 433	 249 	 629 
i 854	 707 	 57 
i 281	 704 	 750 
i 486	 685 	 199 
i 368	 95 	 980 
i 497	 646 	 593 
i 602	 305 	 846 
i 517	 23 	 161 
i 687	 258 	 457 
i 600	 768 	 520 
i 230	 201 	 989 
i 286	 56 	 239 
i 37	 337 	 946 
i 235	 822 	 651 
i 216	 190 	 336 
i 808	 687 	 431 
i 655	 289 	 78 
i 816	 805 	 382 
i 273	 493 	 405 
i 793	 93 	 663 
i 782	 323 	 431 
i 22	 609 	 632 
i 968	 645 	 688 
i 619	 880 	 25 
i 955	 96 	 846 
i 387	 904 	 37 
i 464	 559 	 723 
i 846	 375 	 13 
i 251	 647 	 817 
i 914	 440 	 311 
i 345	 223 	 404 
i 977	 245 	 726 
i 665	 213 	 335 
i 689	 832 	 980 
i 536	 788 	 860 
i 573	 175 	 956 
i 296	 639 	 860 
i 309	 486 	 419 
i 126	 737 	 793 
i 437	 651 	 441 
i 840	 996 	 881 
i 566	 973 	 104 
i 901	 638 	 349 
i 881	 328 	 562 
i 742	 864 	 394 
i 698	 437 	 182 
i 558	 733 	 357 
i 976	 42 	 995 
i 770	 168 	 481 
i 211	 604 	 219 
i 93	 444 	 869 
i 196	 11 	 865 
i 545	 911 	 838 
i 107	 793 	 477 
c
c
W 155153
c end of file
