c Instance Type h
c
n 600
c w	 v1	 v2
i 887	 344 	 681 
i 991	 739 	 565 
i 886	 138 	 753 
i 544	 868 	 838 
i 839	 283 	 133 
i 417	 55 	 748 
i 259	 196 	 73 
i 701	 193 	 15 
i 814	 47 	 293 
i 922	 948 	 737 
i 604	 835 	 388 
i 170	 827 	 732 
i 922	 713 	 471 
i 760	 257 	 608 
i 893	 97 	 477 
i 641	 513 	 760 
i 714	 772 	 814 
i 729	 473 	 10 
i 22	 288 	 203 
i 759	 211 	 249 
i 147	 814 	 198 
i 878	 983 	 33 
i 350	 906 	 859 
i 958	 667 	 573 
i 436	 560 	 830 
i 196	 202 	 926 
i 11	 916 	 440 
i 20	 645 	 212 
i 222	 667 	 685 
i 471	 426 	 973 
i 668	 573 	 184 
i 701	 452 	 998 
i 561	 802 	 981 
i 134	 760 	 888 
i 964	 196 	 555 
i 891	 392 	 116 
i 331	 402 	 318 
i 543	 422 	 234 
i 229	 644 	 879 
i 202	 115 	 546 
i 386	 782 	 972 
i 384	 484 	 545 
i 366	 45 	 997 
i 254	 179 	 799 
i 809	 143 	 560 
i 925	 35 	 756 
i 243	 366 	 148 
i 477	 909 	 550 
i 356	 138 	 971 
i 901	 340 	 616 
i 874	 726 	 730 
i 420	 110 	 513 
i 417	 476 	 996 
i 217	 730 	 41 
i 776	 539 	 219 
i 533	 464 	 362 
i 681	 707 	 397 
i 231	 184 	 762 
i 203	 539 	 671 
i 819	 441 	 809 
i 549	 316 	 149 
i 63	 735 	 874 
i 59	 153 	 984 
i 100	 369 	 460 
i 319	 146 	 191 
i 681	 679 	 730 
i 78	 360 	 195 
i 839	 591 	 901 
i 510	 794 	 85 
i 320	 613 	 624 
i 468	 163 	 66 
i 343	 225 	 381 
i 327	 284 	 117 
i 787	 384 	 269 
i 977	 702 	 638 
i 708	 384 	 784 
i 902	 461 	 463 
i 803	 300 	 822 
i 888	 810 	 414 
i 513	 130 	 208 
i 578	 598 	 821 
i 959	 940 	 983 
i 76	 268 	 208 
i 345	 56 	 492 
i 982	 34 	 875 
i 766	 741 	 578 
i 230	 643 	 961 
i 53	 447 	 423 
i 466	 335 	 723 
i 674	 848 	 534 
i 495	 426 	 664 
i 479	 385 	 262 
i 687	 461 	 203 
i 179	 805 	 471 
i 55	 787 	 526 
i 632	 554 	 560 
i 594	 784 	 301 
i 17	 836 	 944 
i 740	 303 	 392 
i 274	 976 	 726 
i 937	 472 	 575 
i 200	 950 	 1 
i 402	 637 	 386 
i 873	 815 	 846 
i 400	 870 	 652 
i 959	 503 	 440 
i 261	 97 	 994 
i 206	 114 	 778 
i 597	 854 	 614 
i 324	 128 	 916 
i 898	 65 	 893 
i 899	 264 	 365 
i 285	 666 	 316 
i 132	 540 	 952 
i 784	 939 	 768 
i 224	 899 	 638 
i 218	 161 	 141 
i 995	 366 	 238 
i 610	 963 	 352 
i 527	 287 	 206 
i 420	 186 	 333 
i 785	 85 	 398 
i 101	 370 	 662 
i 54	 502 	 329 
i 822	 286 	 868 
i 460	 509 	 808 
i 601	 727 	 707 
i 839	 723 	 867 
i 192	 333 	 234 
i 397	 859 	 197 
i 730	 280 	 484 
i 129	 66 	 669 
i 791	 166 	 753 
i 120	 220 	 124 
i 988	 42 	 625 
i 797	 502 	 910 
i 504	 104 	 420 
i 372	 942 	 148 
i 605	 134 	 870 
i 802	 531 	 203 
i 286	 261 	 63 
i 954	 390 	 342 
i 708	 181 	 407 
i 831	 301 	 573 
i 457	 290 	 793 
i 368	 87 	 834 
i 788	 591 	 337 
i 935	 962 	 440 
i 805	 568 	 383 
i 9	 371 	 516 
i 71	 656 	 48 
i 413	 611 	 308 
i 819	 319 	 698 
i 393	 151 	 879 
i 186	 607 	 180 
i 21	 975 	 469 
i 357	 763 	 555 
i 797	 698 	 146 
i 180	 504 	 109 
i 695	 512 	 677 
i 742	 582 	 48 
i 51	 994 	 704 
i 749	 814 	 315 
i 628	 207 	 634 
i 807	 393 	 785 
i 277	 413 	 392 
i 832	 770 	 368 
i 978	 567 	 131 
i 87	 746 	 828 
i 764	 442 	 332 
i 811	 185 	 843 
i 516	 236 	 426 
i 830	 984 	 421 
i 465	 613 	 235 
i 250	 420 	 442 
i 642	 697 	 834 
i 10	 529 	 247 
i 140	 507 	 18 
i 968	 594 	 584 
i 300	 359 	 331 
i 144	 171 	 772 
i 570	 686 	 957 
i 990	 516 	 193 
i 225	 980 	 178 
i 667	 230 	 790 
i 501	 871 	 211 
i 748	 881 	 907 
i 765	 21 	 437 
i 350	 988 	 943 
i 680	 289 	 538 
i 453	 432 	 897 
i 410	 3 	 68 
i 603	 992 	 753 
i 780	 218 	 269 
i 570	 884 	 250 
i 781	 386 	 480 
i 688	 134 	 352 
i 125	 899 	 233 
i 69	 250 	 254 
i 607	 930 	 243 
i 504	 383 	 531 
i 571	 793 	 963 
i 324	 397 	 965 
i 593	 178 	 958 
i 843	 748 	 176 
i 323	 529 	 61 
i 675	 217 	 446 
i 908	 341 	 580 
i 162	 410 	 480 
i 404	 17 	 729 
i 934	 520 	 659 
i 898	 91 	 43 
i 863	 415 	 836 
i 821	 9 	 233 
i 997	 851 	 410 
i 58	 175 	 158 
i 503	 849 	 687 
i 84	 757 	 903 
i 563	 919 	 245 
i 292	 323 	 654 
i 951	 258 	 671 
i 994	 156 	 191 
i 830	 20 	 282 
i 64	 841 	 697 
i 474	 839 	 705 
i 632	 896 	 556 
i 319	 400 	 730 
i 222	 483 	 580 
i 467	 46 	 338 
i 122	 338 	 257 
i 792	 290 	 579 
i 983	 284 	 837 
i 266	 114 	 993 
i 962	 178 	 13 
i 668	 651 	 854 
i 225	 284 	 694 
i 955	 602 	 590 
i 535	 824 	 990 
i 872	 291 	 473 
i 129	 412 	 519 
i 708	 205 	 857 
i 545	 188 	 147 
i 538	 454 	 430 
i 551	 417 	 544 
i 406	 85 	 722 
i 100	 309 	 373 
i 690	 264 	 656 
i 680	 799 	 259 
i 154	 672 	 83 
i 673	 801 	 373 
i 530	 509 	 785 
i 676	 55 	 990 
i 107	 592 	 178 
i 651	 144 	 632 
i 373	 549 	 49 
i 746	 649 	 133 
i 403	 339 	 442 
i 661	 19 	 706 
i 743	 173 	 506 
i 117	 845 	 178 
i 902	 376 	 978 
i 892	 53 	 487 
i 71	 159 	 541 
i 702	 809 	 134 
i 750	 183 	 277 
i 883	 928 	 826 
i 325	 331 	 475 
i 32	 992 	 814 
i 537	 736 	 833 
i 714	 852 	 6 
i 693	 755 	 851 
i 180	 648 	 227 
i 721	 718 	 279 
i 855	 420 	 438 
i 133	 171 	 248 
i 958	 54 	 430 
i 434	 379 	 358 
i 249	 410 	 689 
i 82	 946 	 681 
i 87	 661 	 417 
i 938	 354 	 270 
i 165	 534 	 26 
i 443	 256 	 673 
i 881	 111 	 391 
i 129	 243 	 811 
i 558	 202 	 982 
i 916	 636 	 37 
i 606	 884 	 415 
i 287	 965 	 825 
i 704	 53 	 772 
i 974	 990 	 433 
i 999	 156 	 787 
i 673	 599 	 321 
i 65	 480 	 576 
i 875	 608 	 687 
i 858	 166 	 930 
i 894	 83 	 132 
i 310	 688 	 768 
i 135	 975 	 652 
i 906	 679 	 618 
i 340	 654 	 670 
i 127	 654 	 661 
i 448	 328 	 817 
i 25	 392 	 416 
i 711	 268 	 896 
i 641	 126 	 504 
i 773	 20 	 670 
i 541	 330 	 752 
i 194	 464 	 440 
i 811	 371 	 415 
i 482	 710 	 95 
i 143	 837 	 749 
i 960	 285 	 404 
i 376	 310 	 731 
i 272	 21 	 123 
i 776	 662 	 390 
i 446	 435 	 516 
i 199	 976 	 536 
i 638	 170 	 865 
i 54	 980 	 329 
i 149	 462 	 700 
i 898	 605 	 410 
i 302	 565 	 248 
i 34	 941 	 533 
i 156	 214 	 842 
i 546	 989 	 863 
i 63	 436 	 525 
i 598	 634 	 960 
i 463	 273 	 937 
i 792	 327 	 107 
i 492	 476 	 88 
i 902	 374 	 550 
i 150	 676 	 156 
i 683	 709 	 721 
i 525	 864 	 663 
i 388	 411 	 876 
i 913	 473 	 866 
i 874	 72 	 302 
i 811	 535 	 936 
i 918	 328 	 209 
i 7	 819 	 535 
i 557	 722 	 11 
i 712	 872 	 384 
i 434	 555 	 61 
i 97	 81 	 769 
i 973	 469 	 634 
i 839	 382 	 45 
i 142	 257 	 518 
i 78	 68 	 589 
i 286	 986 	 124 
i 821	 992 	 451 
i 831	 549 	 271 
i 216	 262 	 993 
i 276	 696 	 866 
i 46	 792 	 421 
i 679	 765 	 502 
i 724	 605 	 970 
i 243	 746 	 352 
i 832	 824 	 609 
i 955	 111 	 676 
i 407	 931 	 663 
i 678	 763 	 656 
i 672	 978 	 206 
c
c
W 154121
c end of file
