c Instance Type h
c
n 600
c w	 v1	 v2
i 554	 602 	 509 
i 124	 490 	 370 
i 613	 268 	 638 
i 142	 559 	 54 
i 819	 171 	 320 
i 911	 364 	 362 
i 852	 246 	 479 
i 807	 966 	 366 
i 561	 58 	 935 
i 548	 619 	 634 
i 58	 173 	 692 
i 428	 296 	 294 
i 67	 909 	 784 
i 121	 51 	 52 
i 440	 869 	 610 
i 801	 781 	 781 
i 281	 633 	 145 
i 646	 440 	 391 
i 581	 2 	 357 
i 216	 549 	 415 
i 907	 607 	 34 
i 202	 36 	 206 
i 985	 102 	 501 
i 37	 222 	 410 
i 647	 662 	 461 
i 428	 463 	 330 
i 573	 743 	 111 
i 963	 390 	 744 
i 321	 971 	 185 
i 735	 187 	 186 
i 768	 95 	 735 
i 973	 296 	 342 
i 475	 282 	 378 
i 884	 318 	 479 
i 345	 964 	 701 
i 675	 393 	 363 
i 786	 966 	 826 
i 530	 930 	 570 
i 715	 251 	 960 
i 900	 986 	 931 
i 635	 754 	 119 
i 977	 728 	 213 
i 355	 203 	 509 
i 834	 88 	 790 
i 535	 433 	 109 
i 898	 108 	 74 
i 724	 894 	 466 
i 294	 425 	 433 
i 254	 140 	 363 
i 186	 40 	 613 
i 304	 675 	 599 
i 517	 652 	 354 
i 27	 7 	 82 
i 817	 841 	 285 
i 925	 376 	 372 
i 998	 274 	 804 
i 465	 998 	 912 
i 897	 292 	 806 
i 260	 546 	 231 
i 873	 732 	 371 
i 472	 37 	 410 
i 826	 554 	 85 
i 907	 580 	 737 
i 192	 397 	 744 
i 564	 323 	 585 
i 368	 322 	 961 
i 280	 786 	 236 
i 87	 684 	 234 
i 317	 944 	 526 
i 688	 817 	 73 
i 98	 290 	 804 
i 183	 116 	 840 
i 920	 23 	 394 
i 664	 215 	 974 
i 250	 778 	 371 
i 211	 147 	 694 
i 446	 426 	 16 
i 679	 513 	 802 
i 205	 830 	 486 
i 277	 518 	 430 
i 82	 615 	 248 
i 921	 798 	 537 
i 316	 718 	 653 
i 290	 383 	 676 
i 661	 632 	 890 
i 355	 842 	 669 
i 371	 289 	 815 
i 173	 967 	 242 
i 659	 173 	 755 
i 90	 450 	 585 
i 337	 532 	 103 
i 874	 453 	 717 
i 527	 769 	 516 
i 203	 59 	 235 
i 94	 720 	 617 
i 763	 75 	 249 
i 579	 446 	 92 
i 821	 618 	 380 
i 576	 277 	 348 
i 161	 366 	 521 
i 263	 703 	 971 
i 980	 577 	 503 
i 497	 105 	 956 
i 731	 308 	 725 
i 348	 402 	 783 
i 597	 165 	 504 
i 689	 744 	 578 
i 70	 565 	 25 
i 417	 142 	 642 
i 938	 302 	 919 
i 909	 565 	 286 
i 412	 546 	 988 
i 368	 43 	 566 
i 94	 773 	 671 
i 877	 122 	 978 
i 381	 719 	 381 
i 959	 408 	 546 
i 983	 478 	 290 
i 625	 894 	 855 
i 545	 833 	 996 
i 830	 742 	 299 
i 818	 155 	 864 
i 385	 523 	 410 
i 56	 616 	 453 
i 35	 494 	 227 
i 416	 874 	 348 
i 961	 833 	 68 
i 252	 816 	 475 
i 107	 442 	 952 
i 104	 987 	 847 
i 403	 817 	 681 
i 267	 636 	 424 
i 676	 21 	 578 
i 130	 77 	 102 
i 356	 112 	 718 
i 704	 527 	 212 
i 771	 489 	 86 
i 247	 740 	 919 
i 200	 846 	 735 
i 47	 950 	 178 
i 728	 353 	 165 
i 152	 619 	 982 
i 730	 296 	 618 
i 831	 425 	 639 
i 549	 781 	 716 
i 761	 485 	 827 
i 846	 256 	 355 
i 765	 502 	 843 
i 501	 701 	 583 
i 679	 748 	 430 
i 844	 476 	 381 
i 826	 627 	 733 
i 444	 357 	 353 
i 84	 189 	 648 
i 799	 738 	 74 
i 627	 499 	 854 
i 982	 346 	 340 
i 825	 111 	 595 
i 409	 612 	 97 
i 839	 291 	 798 
i 220	 136 	 546 
i 952	 961 	 23 
i 306	 406 	 650 
i 953	 489 	 8 
i 28	 289 	 196 
i 882	 916 	 933 
i 222	 898 	 433 
i 817	 724 	 778 
i 913	 133 	 889 
i 711	 971 	 501 
i 258	 192 	 792 
i 280	 145 	 927 
i 930	 450 	 888 
i 937	 404 	 295 
i 133	 431 	 783 
i 67	 314 	 73 
i 499	 536 	 988 
i 277	 353 	 886 
c
c
W 150833
c end of file
