c Instance Type h
c
n 600
c w	 v1	 v2
i 460	 737 	 589 
i 355	 478 	 354 
i 193	 866 	 250 
i 102	 321 	 520 
i 68	 843 	 400 
i 14	 615 	 822 
i 766	 320 	 51 
i 275	 592 	 746 
i 8	 233 	 202 
i 198	 706 	 114 
i 786	 166 	 993 
i 141	 521 	 730 
i 390	 713 	 209 
i 910	 815 	 76 
i 310	 882 	 396 
i 133	 895 	 240 
i 183	 662 	 854 
i 929	 937 	 175 
i 131	 944 	 766 
i 244	 143 	 998 
i 238	 929 	 705 
i 967	 70 	 870 
i 177	 460 	 392 
i 252	 370 	 105 
i 648	 680 	 919 
i 887	 812 	 802 
i 742	 994 	 697 
i 916	 923 	 360 
i 683	 55 	 297 
i 682	 298 	 241 
i 387	 536 	 384 
i 258	 503 	 313 
i 649	 680 	 383 
i 754	 931 	 842 
i 674	 580 	 213 
i 476	 467 	 893 
i 174	 210 	 705 
i 533	 126 	 700 
i 829	 809 	 624 
i 70	 491 	 678 
i 454	 878 	 976 
i 766	 136 	 512 
i 150	 785 	 16 
i 991	 540 	 695 
i 205	 214 	 626 
i 98	 689 	 206 
i 802	 862 	 673 
i 503	 395 	 882 
i 127	 224 	 9 
i 804	 294 	 818 
i 781	 748 	 309 
i 293	 514 	 188 
i 308	 663 	 324 
i 4	 655 	 109 
i 630	 859 	 648 
i 835	 957 	 862 
i 509	 760 	 551 
i 392	 263 	 414 
i 400	 389 	 808 
i 219	 194 	 33 
i 528	 974 	 327 
i 715	 268 	 75 
i 39	 576 	 589 
i 148	 579 	 253 
i 796	 209 	 907 
i 658	 45 	 767 
i 210	 553 	 725 
i 623	 945 	 485 
i 432	 346 	 747 
i 464	 564 	 136 
i 790	 92 	 330 
i 865	 806 	 304 
i 454	 845 	 571 
i 706	 992 	 148 
i 614	 789 	 726 
i 382	 447 	 934 
i 107	 656 	 979 
i 591	 280 	 533 
i 338	 711 	 478 
i 474	 175 	 823 
i 803	 965 	 388 
i 108	 830 	 479 
i 679	 285 	 286 
i 826	 990 	 131 
i 553	 605 	 124 
i 487	 986 	 913 
i 467	 93 	 360 
i 999	 684 	 17 
i 477	 23 	 296 
i 301	 496 	 7 
i 688	 300 	 182 
i 167	 408 	 148 
i 453	 87 	 977 
i 584	 913 	 263 
i 708	 466 	 253 
i 621	 953 	 857 
i 981	 420 	 844 
i 997	 420 	 936 
i 294	 896 	 621 
i 301	 197 	 643 
i 482	 885 	 139 
i 630	 53 	 439 
i 608	 505 	 846 
i 870	 90 	 933 
i 123	 797 	 847 
i 980	 418 	 314 
i 824	 400 	 268 
i 761	 398 	 688 
i 382	 691 	 108 
i 25	 992 	 4 
i 164	 475 	 201 
i 603	 105 	 87 
i 449	 712 	 139 
i 383	 582 	 643 
i 231	 705 	 733 
i 544	 685 	 530 
i 812	 510 	 948 
i 500	 272 	 348 
i 608	 653 	 745 
i 612	 678 	 437 
i 812	 842 	 429 
i 898	 445 	 903 
i 38	 894 	 9 
i 681	 277 	 720 
i 414	 508 	 303 
i 943	 53 	 8 
i 892	 864 	 693 
i 241	 365 	 204 
i 986	 972 	 475 
i 423	 584 	 129 
i 852	 397 	 807 
i 756	 296 	 649 
i 764	 333 	 94 
i 485	 14 	 987 
i 787	 428 	 265 
i 794	 372 	 772 
i 488	 264 	 824 
i 691	 504 	 689 
i 167	 490 	 55 
i 295	 913 	 27 
i 102	 766 	 611 
i 750	 522 	 8 
i 843	 287 	 303 
i 831	 771 	 636 
i 96	 558 	 650 
i 868	 353 	 78 
i 692	 841 	 449 
i 382	 532 	 713 
i 436	 699 	 218 
i 463	 993 	 707 
i 74	 96 	 621 
i 82	 845 	 387 
i 384	 689 	 909 
i 21	 520 	 196 
i 670	 616 	 966 
i 747	 484 	 525 
i 197	 177 	 878 
i 909	 559 	 719 
i 127	 994 	 252 
i 834	 458 	 950 
i 456	 531 	 944 
i 842	 612 	 40 
i 751	 996 	 885 
i 947	 18 	 574 
i 913	 687 	 95 
i 439	 435 	 711 
i 317	 631 	 195 
i 37	 541 	 372 
i 288	 667 	 930 
i 239	 502 	 925 
i 183	 957 	 383 
i 222	 800 	 914 
i 108	 552 	 527 
i 682	 499 	 524 
i 777	 412 	 541 
i 488	 851 	 228 
i 683	 168 	 663 
i 55	 204 	 295 
i 985	 492 	 835 
i 910	 730 	 503 
i 294	 913 	 5 
i 209	 136 	 962 
i 735	 243 	 762 
i 260	 924 	 315 
i 800	 702 	 813 
i 29	 190 	 226 
i 691	 872 	 77 
i 985	 927 	 244 
i 821	 912 	 448 
i 324	 823 	 940 
i 329	 117 	 671 
i 292	 326 	 584 
i 55	 62 	 720 
i 369	 321 	 963 
i 182	 121 	 888 
i 407	 150 	 590 
i 484	 841 	 779 
i 728	 827 	 652 
i 176	 648 	 580 
i 116	 972 	 493 
i 787	 302 	 316 
i 371	 593 	 433 
i 92	 647 	 758 
i 55	 16 	 819 
i 942	 198 	 141 
i 532	 605 	 261 
i 312	 89 	 411 
i 964	 816 	 252 
i 544	 992 	 79 
i 37	 109 	 727 
i 353	 895 	 699 
i 785	 266 	 1 
i 544	 358 	 593 
i 363	 412 	 241 
i 503	 355 	 257 
i 764	 887 	 454 
i 176	 199 	 60 
i 427	 163 	 148 
i 506	 707 	 964 
i 233	 743 	 956 
i 932	 97 	 65 
i 932	 881 	 959 
i 526	 425 	 226 
i 767	 788 	 584 
i 24	 292 	 995 
i 478	 57 	 350 
i 537	 232 	 238 
i 685	 658 	 436 
i 650	 165 	 599 
i 606	 398 	 306 
i 671	 330 	 50 
i 631	 263 	 146 
i 857	 789 	 28 
i 441	 556 	 452 
i 437	 580 	 241 
i 787	 58 	 532 
i 25	 595 	 588 
i 461	 281 	 819 
i 60	 930 	 478 
i 366	 537 	 643 
i 416	 208 	 41 
i 562	 839 	 370 
i 589	 696 	 632 
i 42	 138 	 422 
i 282	 575 	 978 
i 814	 362 	 558 
i 403	 387 	 616 
i 222	 847 	 211 
i 700	 906 	 492 
i 343	 273 	 422 
i 384	 688 	 958 
i 753	 250 	 167 
i 386	 838 	 6 
i 807	 880 	 702 
i 785	 162 	 840 
i 344	 976 	 415 
i 959	 379 	 777 
i 171	 601 	 164 
i 662	 301 	 12 
i 85	 644 	 917 
i 43	 28 	 191 
i 210	 781 	 878 
i 216	 168 	 129 
i 918	 975 	 967 
i 758	 761 	 847 
i 174	 105 	 10 
i 950	 65 	 985 
i 115	 235 	 364 
i 126	 897 	 964 
i 44	 981 	 266 
i 234	 25 	 909 
i 113	 235 	 937 
i 242	 450 	 719 
i 209	 368 	 886 
i 56	 127 	 861 
i 65	 300 	 622 
i 51	 251 	 727 
i 414	 365 	 791 
i 378	 491 	 26 
i 644	 535 	 923 
i 554	 768 	 905 
i 491	 881 	 930 
i 211	 123 	 165 
i 97	 331 	 614 
i 958	 387 	 982 
i 580	 452 	 109 
i 307	 502 	 408 
i 99	 916 	 659 
i 124	 295 	 24 
i 48	 938 	 515 
i 952	 492 	 50 
i 882	 983 	 818 
i 48	 194 	 699 
i 662	 291 	 822 
i 644	 249 	 154 
i 753	 829 	 540 
i 162	 137 	 992 
i 820	 235 	 494 
i 844	 359 	 410 
i 359	 406 	 704 
i 408	 359 	 643 
i 226	 242 	 135 
i 925	 289 	 119 
i 747	 950 	 313 
i 901	 595 	 603 
i 441	 348 	 851 
i 433	 509 	 681 
i 927	 329 	 817 
i 338	 173 	 52 
i 43	 532 	 410 
i 685	 940 	 816 
i 820	 166 	 175 
i 938	 92 	 416 
i 251	 839 	 705 
i 854	 740 	 656 
c
c
W 148303
c end of file
