c Instance Type h
c
n 600
c w	 v1	 v2
i 829	 994 	 142 
i 858	 605 	 953 
i 830	 718 	 549 
i 534	 177 	 93 
i 596	 753 	 248 
i 853	 308 	 456 
i 582	 514 	 895 
i 107	 348 	 668 
i 344	 451 	 168 
i 993	 205 	 254 
i 136	 34 	 662 
i 89	 892 	 657 
i 638	 723 	 262 
i 731	 258 	 980 
i 978	 853 	 157 
i 434	 707 	 910 
i 330	 289 	 219 
i 998	 396 	 733 
i 166	 739 	 81 
i 420	 733 	 532 
i 83	 868 	 736 
i 739	 956 	 770 
i 2	 595 	 663 
i 981	 326 	 386 
i 139	 304 	 644 
i 50	 738 	 497 
i 269	 69 	 205 
i 2	 67 	 494 
i 83	 233 	 889 
i 614	 653 	 629 
i 350	 735 	 362 
i 120	 475 	 231 
i 782	 476 	 188 
i 169	 458 	 782 
i 812	 597 	 108 
i 310	 647 	 412 
i 515	 915 	 151 
i 9	 916 	 219 
i 898	 999 	 286 
i 527	 613 	 518 
i 889	 962 	 172 
i 120	 83 	 907 
i 307	 865 	 382 
i 89	 35 	 858 
i 197	 847 	 317 
i 609	 158 	 914 
i 759	 672 	 561 
i 978	 681 	 477 
i 264	 580 	 394 
i 782	 108 	 393 
i 953	 996 	 6 
i 861	 117 	 968 
i 243	 424 	 52 
i 102	 513 	 917 
i 419	 709 	 951 
i 333	 318 	 799 
i 894	 78 	 956 
i 372	 56 	 629 
i 765	 319 	 311 
i 159	 102 	 890 
i 164	 56 	 997 
i 133	 916 	 994 
i 185	 160 	 111 
i 102	 261 	 534 
i 53	 680 	 47 
i 852	 13 	 756 
i 808	 907 	 75 
i 437	 279 	 152 
i 747	 45 	 207 
i 638	 203 	 526 
i 635	 366 	 627 
i 630	 499 	 683 
i 740	 683 	 599 
i 275	 785 	 758 
i 322	 838 	 20 
i 79	 690 	 699 
i 153	 498 	 712 
i 304	 935 	 619 
i 511	 683 	 898 
i 37	 321 	 942 
i 664	 956 	 145 
i 347	 586 	 511 
i 946	 327 	 11 
i 705	 601 	 694 
i 725	 923 	 479 
i 425	 2 	 317 
i 137	 155 	 7 
i 756	 458 	 505 
i 655	 969 	 441 
i 597	 6 	 124 
i 742	 670 	 445 
i 253	 18 	 402 
i 263	 964 	 987 
i 957	 669 	 315 
i 436	 394 	 916 
i 752	 818 	 839 
i 759	 955 	 841 
i 265	 712 	 995 
i 705	 367 	 454 
i 829	 964 	 423 
i 275	 706 	 428 
i 676	 958 	 99 
i 664	 222 	 116 
i 978	 179 	 80 
i 895	 615 	 749 
i 734	 368 	 144 
i 575	 127 	 961 
i 571	 392 	 917 
i 25	 98 	 629 
i 447	 926 	 996 
i 875	 202 	 960 
i 973	 877 	 666 
i 90	 542 	 625 
i 170	 521 	 847 
i 919	 416 	 27 
i 63	 151 	 641 
i 25	 726 	 9 
i 941	 297 	 136 
i 571	 322 	 528 
i 567	 768 	 625 
i 527	 644 	 551 
i 194	 617 	 752 
i 818	 707 	 630 
i 665	 877 	 173 
i 691	 796 	 694 
i 333	 858 	 110 
i 342	 882 	 261 
i 477	 824 	 986 
i 5	 395 	 284 
i 629	 962 	 605 
i 181	 490 	 373 
i 933	 683 	 17 
i 564	 502 	 634 
i 736	 167 	 342 
i 430	 858 	 219 
i 540	 192 	 16 
i 800	 533 	 874 
i 787	 11 	 757 
i 71	 15 	 581 
i 675	 644 	 976 
i 49	 825 	 939 
i 66	 759 	 429 
i 699	 323 	 113 
i 42	 60 	 614 
i 260	 490 	 780 
i 276	 31 	 639 
i 150	 830 	 830 
i 906	 618 	 364 
i 488	 688 	 374 
i 464	 363 	 389 
i 404	 412 	 34 
i 832	 477 	 858 
i 944	 176 	 617 
i 558	 217 	 940 
i 339	 477 	 1 
i 978	 753 	 490 
i 809	 902 	 521 
i 173	 809 	 352 
i 546	 297 	 969 
i 934	 761 	 657 
i 968	 165 	 21 
i 826	 997 	 432 
i 444	 941 	 908 
i 385	 500 	 85 
i 385	 839 	 302 
i 875	 817 	 779 
i 396	 627 	 532 
i 747	 799 	 435 
i 716	 346 	 244 
i 373	 281 	 541 
i 394	 249 	 302 
i 825	 76 	 467 
i 734	 519 	 464 
i 818	 903 	 406 
i 121	 289 	 906 
i 899	 164 	 745 
i 432	 559 	 563 
i 866	 307 	 190 
i 111	 23 	 989 
i 651	 396 	 335 
i 953	 789 	 616 
i 420	 615 	 864 
i 884	 350 	 940 
i 290	 169 	 459 
i 197	 289 	 363 
i 941	 188 	 652 
i 504	 619 	 815 
i 694	 486 	 375 
i 683	 596 	 681 
i 19	 247 	 704 
i 635	 200 	 100 
i 500	 620 	 889 
i 440	 504 	 505 
i 899	 794 	 854 
i 263	 990 	 23 
i 914	 931 	 311 
i 729	 436 	 499 
i 105	 131 	 119 
i 786	 814 	 604 
i 490	 833 	 200 
i 589	 468 	 447 
i 478	 967 	 646 
i 982	 408 	 267 
i 837	 307 	 770 
i 859	 569 	 565 
i 170	 483 	 555 
i 669	 213 	 487 
i 787	 318 	 923 
i 391	 104 	 54 
i 591	 593 	 868 
i 38	 182 	 701 
i 684	 660 	 170 
i 950	 643 	 138 
i 721	 481 	 545 
i 286	 340 	 851 
i 841	 510 	 421 
i 329	 179 	 904 
i 252	 966 	 118 
i 306	 358 	 435 
i 174	 948 	 538 
i 875	 986 	 131 
i 45	 670 	 313 
i 182	 621 	 973 
i 727	 343 	 617 
i 579	 628 	 98 
i 999	 470 	 438 
i 904	 798 	 948 
i 22	 51 	 127 
i 456	 356 	 94 
i 993	 530 	 451 
i 125	 406 	 400 
i 438	 451 	 386 
i 412	 632 	 57 
i 30	 360 	 678 
i 128	 938 	 21 
i 565	 938 	 649 
i 513	 842 	 119 
i 640	 863 	 917 
i 734	 320 	 967 
i 185	 314 	 324 
i 585	 439 	 854 
i 970	 876 	 260 
i 28	 289 	 710 
i 705	 318 	 343 
i 726	 446 	 702 
i 375	 11 	 641 
i 494	 524 	 579 
i 411	 165 	 422 
i 379	 898 	 285 
i 702	 84 	 604 
i 556	 668 	 917 
i 815	 639 	 356 
i 526	 666 	 233 
i 868	 372 	 522 
i 571	 98 	 840 
i 212	 473 	 286 
i 790	 966 	 297 
i 212	 378 	 821 
i 497	 756 	 985 
i 102	 458 	 884 
i 20	 15 	 968 
i 376	 829 	 636 
i 608	 355 	 276 
i 131	 224 	 942 
i 970	 794 	 314 
i 256	 6 	 412 
i 553	 796 	 885 
i 374	 9 	 852 
i 360	 506 	 230 
i 245	 607 	 986 
i 213	 627 	 445 
i 849	 3 	 459 
i 125	 611 	 289 
i 67	 741 	 644 
i 380	 711 	 867 
i 792	 967 	 661 
i 677	 520 	 667 
i 530	 894 	 464 
i 759	 255 	 473 
i 746	 499 	 978 
i 191	 711 	 586 
i 649	 560 	 213 
i 937	 684 	 215 
i 581	 751 	 825 
i 449	 132 	 567 
i 111	 923 	 278 
i 777	 601 	 246 
i 242	 131 	 766 
i 714	 890 	 660 
i 692	 636 	 914 
i 279	 827 	 413 
i 491	 476 	 125 
i 706	 414 	 684 
i 532	 995 	 369 
i 99	 444 	 120 
i 377	 554 	 251 
i 622	 332 	 175 
i 388	 574 	 776 
i 48	 288 	 906 
i 962	 980 	 797 
i 375	 259 	 434 
i 500	 750 	 261 
i 185	 456 	 737 
i 553	 988 	 152 
i 673	 87 	 147 
i 924	 463 	 591 
i 99	 85 	 146 
i 875	 473 	 477 
i 782	 520 	 51 
i 579	 482 	 339 
i 14	 857 	 319 
i 275	 358 	 578 
i 13	 542 	 328 
i 164	 96 	 784 
i 311	 768 	 772 
i 901	 693 	 859 
i 47	 792 	 323 
i 524	 667 	 407 
i 575	 449 	 879 
i 913	 28 	 400 
i 233	 42 	 882 
i 810	 316 	 740 
i 139	 328 	 98 
i 923	 492 	 640 
i 696	 802 	 735 
i 556	 704 	 504 
i 878	 751 	 197 
i 286	 276 	 988 
i 166	 850 	 655 
i 566	 764 	 104 
i 448	 996 	 132 
i 189	 807 	 173 
i 287	 946 	 489 
i 926	 870 	 816 
i 662	 566 	 308 
i 166	 122 	 111 
i 362	 1 	 815 
i 351	 286 	 566 
i 6	 451 	 841 
i 110	 17 	 692 
i 241	 465 	 456 
i 414	 653 	 452 
i 902	 940 	 260 
i 718	 866 	 206 
i 27	 528 	 77 
i 138	 694 	 642 
i 952	 57 	 764 
i 519	 407 	 764 
i 360	 413 	 51 
i 52	 522 	 501 
i 508	 763 	 518 
i 960	 177 	 983 
i 220	 79 	 636 
i 426	 797 	 577 
i 502	 824 	 443 
i 145	 962 	 971 
i 909	 915 	 666 
i 673	 434 	 722 
i 723	 794 	 130 
i 225	 846 	 542 
i 743	 354 	 64 
i 726	 314 	 826 
i 363	 534 	 4 
i 939	 960 	 83 
i 383	 463 	 879 
i 355	 607 	 704 
i 21	 516 	 666 
i 743	 190 	 581 
i 872	 913 	 16 
i 414	 138 	 809 
i 477	 880 	 655 
i 304	 606 	 10 
i 308	 969 	 323 
i 390	 908 	 857 
i 269	 291 	 817 
i 973	 645 	 280 
i 640	 665 	 887 
i 221	 408 	 404 
i 236	 280 	 593 
i 46	 694 	 506 
i 700	 172 	 644 
i 710	 475 	 524 
i 34	 782 	 131 
i 890	 173 	 100 
i 708	 442 	 8 
i 988	 415 	 299 
i 875	 55 	 943 
i 279	 276 	 609 
i 872	 512 	 18 
i 378	 557 	 298 
i 22	 258 	 991 
i 546	 967 	 163 
i 677	 1 	 638 
c
c
W 150092
c end of file
