c Instance Type h
c
n 600
c w	 v1	 v2
i 965	 734 	 850 
i 582	 384 	 248 
i 681	 577 	 332 
i 329	 233 	 452 
i 574	 692 	 427 
i 568	 589 	 126 
i 95	 758 	 339 
i 58	 146 	 611 
i 378	 866 	 681 
i 655	 754 	 976 
i 505	 720 	 882 
i 752	 302 	 617 
i 84	 983 	 1 
i 536	 313 	 577 
i 963	 886 	 810 
i 89	 454 	 503 
i 427	 549 	 92 
i 39	 606 	 850 
i 720	 984 	 995 
i 697	 639 	 861 
i 580	 145 	 616 
i 197	 897 	 336 
i 198	 981 	 638 
i 775	 517 	 621 
i 585	 480 	 934 
i 89	 568 	 820 
i 181	 995 	 275 
i 31	 35 	 823 
i 27	 754 	 430 
i 888	 452 	 414 
i 504	 32 	 54 
i 840	 228 	 198 
i 478	 426 	 95 
i 100	 201 	 76 
i 34	 786 	 593 
i 854	 874 	 74 
i 129	 55 	 642 
i 952	 86 	 638 
i 382	 112 	 672 
i 796	 999 	 427 
i 850	 503 	 878 
i 48	 343 	 909 
i 143	 821 	 138 
i 219	 920 	 563 
i 811	 953 	 763 
i 885	 807 	 550 
i 527	 936 	 425 
i 165	 888 	 480 
i 836	 271 	 565 
i 264	 68 	 676 
i 142	 917 	 676 
i 51	 965 	 179 
i 188	 108 	 522 
i 751	 326 	 343 
i 515	 138 	 264 
i 65	 24 	 217 
i 489	 550 	 25 
i 968	 715 	 961 
i 534	 552 	 849 
i 210	 815 	 121 
i 885	 956 	 188 
i 65	 7 	 106 
i 587	 195 	 71 
i 930	 945 	 178 
i 194	 460 	 504 
i 411	 525 	 642 
i 436	 15 	 665 
i 397	 982 	 216 
i 247	 517 	 930 
i 367	 726 	 482 
i 555	 612 	 297 
i 660	 677 	 253 
i 730	 264 	 260 
i 908	 195 	 455 
i 412	 388 	 401 
i 55	 798 	 861 
i 719	 235 	 386 
i 935	 631 	 400 
i 865	 877 	 383 
i 347	 245 	 900 
i 644	 799 	 627 
i 897	 460 	 239 
i 157	 190 	 916 
i 612	 99 	 181 
i 13	 510 	 375 
i 874	 565 	 763 
i 260	 285 	 562 
i 660	 220 	 796 
i 44	 85 	 427 
i 943	 432 	 305 
i 570	 76 	 550 
i 809	 973 	 349 
i 726	 131 	 808 
i 906	 742 	 998 
i 282	 755 	 97 
i 45	 629 	 607 
i 606	 889 	 172 
i 402	 550 	 456 
i 829	 594 	 676 
i 135	 538 	 760 
i 684	 109 	 193 
i 33	 918 	 269 
i 841	 644 	 242 
i 840	 551 	 372 
i 936	 832 	 115 
i 544	 876 	 869 
i 715	 483 	 498 
i 172	 884 	 388 
i 847	 714 	 937 
i 608	 848 	 532 
i 800	 533 	 70 
i 70	 566 	 178 
i 311	 407 	 96 
i 683	 247 	 740 
i 797	 184 	 291 
i 666	 727 	 123 
i 165	 443 	 999 
i 552	 615 	 482 
i 490	 463 	 367 
i 22	 71 	 81 
i 92	 871 	 929 
i 270	 940 	 462 
i 366	 251 	 28 
i 106	 933 	 435 
i 396	 731 	 681 
i 519	 397 	 865 
i 518	 562 	 593 
i 1	 115 	 37 
i 367	 604 	 651 
i 448	 626 	 114 
i 377	 718 	 185 
i 838	 987 	 56 
i 866	 354 	 996 
i 301	 459 	 247 
i 982	 855 	 181 
i 847	 375 	 912 
i 441	 893 	 309 
i 477	 893 	 871 
i 128	 260 	 985 
i 242	 707 	 590 
i 426	 85 	 217 
i 482	 922 	 934 
i 478	 788 	 922 
i 725	 90 	 276 
i 906	 72 	 735 
i 818	 919 	 590 
i 128	 360 	 965 
i 998	 836 	 858 
i 983	 964 	 751 
i 573	 206 	 12 
i 789	 632 	 718 
i 724	 114 	 803 
i 647	 592 	 725 
i 922	 317 	 514 
i 658	 223 	 603 
i 249	 42 	 675 
i 214	 169 	 594 
i 72	 167 	 953 
i 823	 151 	 789 
i 834	 723 	 754 
i 553	 513 	 959 
i 356	 238 	 591 
i 82	 884 	 705 
i 595	 807 	 297 
i 199	 465 	 613 
i 873	 714 	 836 
i 467	 927 	 877 
i 421	 999 	 47 
i 211	 822 	 213 
i 964	 656 	 363 
i 923	 209 	 87 
i 515	 564 	 600 
i 221	 646 	 838 
i 518	 241 	 722 
i 131	 440 	 530 
i 967	 314 	 995 
i 845	 781 	 709 
i 891	 202 	 637 
i 105	 412 	 636 
i 468	 376 	 458 
i 554	 300 	 115 
i 155	 815 	 323 
i 992	 37 	 887 
i 715	 554 	 533 
i 245	 685 	 774 
i 241	 652 	 215 
i 950	 498 	 528 
i 587	 389 	 309 
i 224	 494 	 510 
i 681	 961 	 922 
i 795	 516 	 299 
i 119	 670 	 599 
i 7	 663 	 414 
i 540	 378 	 450 
i 315	 623 	 4 
i 529	 864 	 689 
i 58	 814 	 341 
i 366	 402 	 839 
i 876	 625 	 228 
i 799	 306 	 722 
i 98	 102 	 683 
i 696	 221 	 200 
i 111	 228 	 870 
i 561	 767 	 533 
i 565	 83 	 911 
i 254	 611 	 535 
i 595	 668 	 399 
i 434	 35 	 214 
i 662	 911 	 615 
i 384	 710 	 240 
i 68	 808 	 546 
i 267	 504 	 647 
i 137	 615 	 868 
i 670	 176 	 96 
i 582	 740 	 863 
i 117	 993 	 945 
i 516	 589 	 556 
i 729	 23 	 225 
i 344	 684 	 260 
i 583	 68 	 171 
i 129	 136 	 881 
i 776	 402 	 689 
i 645	 539 	 193 
i 740	 210 	 808 
i 604	 791 	 983 
i 549	 908 	 724 
i 106	 424 	 717 
i 331	 153 	 307 
i 590	 497 	 329 
i 761	 80 	 13 
i 642	 209 	 81 
i 331	 985 	 217 
i 524	 630 	 618 
i 332	 371 	 158 
i 315	 974 	 368 
i 39	 524 	 160 
i 756	 629 	 68 
i 63	 959 	 492 
i 392	 549 	 645 
i 404	 310 	 142 
i 485	 952 	 221 
i 701	 283 	 430 
i 320	 806 	 415 
i 478	 139 	 46 
i 846	 454 	 417 
i 6	 493 	 392 
i 74	 249 	 915 
i 565	 312 	 544 
i 211	 703 	 503 
i 352	 108 	 53 
i 573	 593 	 363 
i 3	 295 	 315 
i 418	 615 	 597 
i 463	 93 	 404 
i 880	 938 	 543 
i 272	 944 	 996 
i 187	 18 	 489 
i 730	 583 	 738 
i 234	 793 	 50 
i 287	 145 	 753 
i 649	 717 	 861 
i 963	 720 	 454 
i 561	 138 	 749 
i 965	 601 	 364 
i 508	 481 	 456 
i 504	 753 	 395 
i 992	 939 	 339 
i 730	 670 	 357 
i 780	 903 	 939 
i 533	 190 	 733 
i 395	 839 	 878 
i 849	 802 	 596 
i 598	 363 	 316 
i 961	 329 	 454 
i 418	 836 	 56 
i 813	 340 	 537 
i 153	 332 	 290 
i 509	 63 	 229 
i 449	 842 	 899 
i 183	 376 	 802 
i 61	 770 	 992 
i 657	 620 	 831 
i 972	 218 	 634 
i 427	 180 	 997 
i 482	 598 	 326 
i 20	 412 	 162 
i 309	 564 	 501 
i 538	 74 	 833 
i 437	 522 	 895 
i 240	 705 	 738 
i 233	 765 	 114 
i 65	 423 	 884 
i 698	 395 	 504 
i 695	 822 	 722 
i 22	 305 	 902 
i 183	 324 	 500 
i 684	 632 	 911 
i 517	 171 	 475 
i 413	 607 	 549 
i 151	 847 	 72 
i 265	 81 	 776 
i 150	 145 	 542 
i 654	 842 	 964 
c
c
W 149101
c end of file
