c Instance Type h
c
n 500
c w	 v1	 v2
i 884	 812 	 378 
i 871	 782 	 117 
i 813	 175 	 360 
i 583	 641 	 564 
i 784	 59 	 862 
i 651	 349 	 987 
i 520	 139 	 947 
i 766	 268 	 876 
i 743	 297 	 668 
i 494	 972 	 20 
i 871	 856 	 253 
i 988	 728 	 66 
i 348	 542 	 848 
i 911	 125 	 23 
i 773	 909 	 664 
i 761	 561 	 723 
i 709	 81 	 72 
i 586	 846 	 211 
i 255	 589 	 478 
i 274	 83 	 775 
i 526	 954 	 747 
i 591	 942 	 604 
i 439	 291 	 332 
i 462	 202 	 874 
i 126	 975 	 999 
i 848	 737 	 908 
i 920	 446 	 469 
i 131	 33 	 550 
i 609	 287 	 397 
i 384	 560 	 986 
i 132	 86 	 70 
i 735	 677 	 24 
i 68	 117 	 966 
i 941	 578 	 258 
i 940	 704 	 459 
i 849	 553 	 434 
i 319	 473 	 171 
i 869	 604 	 617 
i 266	 213 	 649 
i 252	 597 	 935 
i 321	 729 	 496 
i 345	 464 	 582 
i 312	 532 	 259 
i 569	 474 	 376 
i 29	 415 	 953 
i 462	 265 	 658 
i 633	 583 	 211 
i 251	 453 	 683 
i 900	 718 	 288 
i 836	 970 	 501 
i 332	 291 	 99 
i 913	 636 	 827 
i 173	 948 	 292 
i 548	 517 	 823 
i 502	 546 	 298 
i 160	 8 	 712 
i 370	 641 	 976 
i 54	 892 	 560 
i 341	 793 	 13 
i 842	 629 	 731 
i 940	 961 	 701 
i 767	 875 	 992 
i 59	 48 	 629 
i 882	 596 	 577 
i 180	 98 	 95 
i 892	 258 	 640 
i 869	 628 	 648 
i 430	 681 	 290 
i 443	 23 	 182 
i 174	 865 	 975 
i 875	 805 	 604 
i 867	 572 	 566 
i 497	 631 	 441 
i 74	 514 	 489 
i 169	 693 	 85 
i 809	 586 	 183 
i 457	 456 	 441 
i 747	 885 	 69 
i 929	 328 	 750 
i 904	 501 	 773 
i 508	 376 	 638 
i 75	 244 	 443 
i 516	 740 	 16 
i 5	 814 	 646 
i 90	 983 	 160 
i 273	 792 	 853 
i 713	 250 	 440 
c
c
W 128353
c end of file
