c Instance Type h
c
n 500
c w	 v1	 v2
i 87	 951 	 495 
i 979	 968 	 473 
i 171	 487 	 206 
i 196	 399 	 584 
i 41	 50 	 898 
i 222	 972 	 366 
i 593	 212 	 360 
i 81	 282 	 467 
i 756	 496 	 76 
i 845	 887 	 975 
i 341	 974 	 140 
i 814	 953 	 92 
i 20	 124 	 61 
i 604	 320 	 548 
i 502	 361 	 946 
i 868	 582 	 995 
i 228	 176 	 968 
i 694	 256 	 180 
i 770	 12 	 462 
i 746	 857 	 957 
i 885	 198 	 845 
i 977	 12 	 819 
i 38	 32 	 773 
i 585	 635 	 897 
i 531	 137 	 217 
i 527	 6 	 577 
i 495	 233 	 160 
i 674	 927 	 335 
i 137	 697 	 591 
i 94	 443 	 602 
i 939	 329 	 459 
i 758	 306 	 657 
i 532	 344 	 669 
i 429	 929 	 700 
i 646	 461 	 336 
i 224	 987 	 472 
i 384	 483 	 478 
i 719	 158 	 710 
i 310	 294 	 638 
i 911	 388 	 336 
i 371	 327 	 778 
i 28	 86 	 108 
i 697	 617 	 414 
i 397	 47 	 757 
i 732	 693 	 687 
i 205	 917 	 148 
i 683	 301 	 136 
i 393	 20 	 618 
i 32	 330 	 775 
i 367	 241 	 69 
i 146	 612 	 456 
i 253	 640 	 783 
i 666	 337 	 868 
i 424	 734 	 486 
i 112	 467 	 533 
i 259	 672 	 226 
i 394	 355 	 144 
i 12	 748 	 444 
i 787	 779 	 464 
i 855	 146 	 794 
i 312	 291 	 36 
i 95	 544 	 647 
i 963	 211 	 287 
i 449	 635 	 624 
i 981	 746 	 358 
i 208	 6 	 825 
i 351	 400 	 497 
i 795	 411 	 852 
i 259	 199 	 600 
i 53	 55 	 380 
i 88	 366 	 526 
i 735	 461 	 817 
i 23	 424 	 361 
i 646	 872 	 572 
i 5	 854 	 207 
i 829	 62 	 953 
i 327	 412 	 958 
i 179	 207 	 358 
i 779	 466 	 769 
i 159	 519 	 967 
i 684	 607 	 22 
i 501	 343 	 388 
i 862	 365 	 848 
i 434	 11 	 272 
i 641	 16 	 145 
i 594	 844 	 998 
i 553	 172 	 60 
i 910	 351 	 472 
i 680	 130 	 679 
i 647	 289 	 146 
i 669	 973 	 664 
i 57	 475 	 272 
i 905	 337 	 614 
i 178	 771 	 978 
i 322	 413 	 989 
i 321	 7 	 5 
i 381	 559 	 849 
i 852	 470 	 21 
i 532	 150 	 371 
i 677	 797 	 501 
i 342	 467 	 789 
i 613	 523 	 763 
i 228	 429 	 238 
i 207	 606 	 575 
i 196	 928 	 347 
i 201	 249 	 759 
i 50	 629 	 765 
i 71	 482 	 325 
i 441	 14 	 794 
i 942	 691 	 944 
i 732	 33 	 741 
i 495	 646 	 209 
i 732	 873 	 732 
i 308	 80 	 161 
i 654	 276 	 767 
i 413	 476 	 695 
i 178	 526 	 943 
i 503	 596 	 573 
i 298	 38 	 55 
i 242	 980 	 69 
i 983	 712 	 759 
i 192	 207 	 792 
i 923	 939 	 438 
i 85	 247 	 312 
i 851	 900 	 391 
i 546	 313 	 667 
i 489	 491 	 144 
i 63	 993 	 670 
i 118	 291 	 266 
i 186	 533 	 304 
i 945	 516 	 284 
i 737	 708 	 995 
i 176	 632 	 203 
i 487	 716 	 142 
i 878	 567 	 388 
i 545	 113 	 289 
i 689	 602 	 601 
i 359	 664 	 92 
i 625	 781 	 86 
i 928	 967 	 377 
i 213	 912 	 909 
i 209	 650 	 426 
i 411	 825 	 134 
i 553	 313 	 765 
i 940	 191 	 482 
i 229	 735 	 49 
i 830	 424 	 162 
i 922	 782 	 763 
i 8	 408 	 428 
i 384	 336 	 210 
i 293	 549 	 178 
i 718	 757 	 91 
i 852	 169 	 740 
i 618	 721 	 566 
i 100	 662 	 878 
i 148	 890 	 69 
i 309	 721 	 804 
i 73	 643 	 228 
i 501	 650 	 11 
i 710	 35 	 418 
i 887	 327 	 754 
i 978	 46 	 304 
i 718	 898 	 61 
i 285	 516 	 230 
i 163	 616 	 950 
i 232	 763 	 612 
i 36	 73 	 503 
i 264	 146 	 224 
i 275	 646 	 866 
i 693	 357 	 517 
i 448	 245 	 551 
i 751	 223 	 878 
i 812	 941 	 924 
i 42	 226 	 822 
i 991	 389 	 339 
i 604	 621 	 954 
i 107	 657 	 718 
i 330	 921 	 790 
i 197	 197 	 936 
i 713	 889 	 583 
i 264	 338 	 940 
i 142	 89 	 185 
i 67	 901 	 408 
i 888	 942 	 350 
i 227	 934 	 576 
i 182	 538 	 965 
i 899	 645 	 586 
i 690	 975 	 244 
i 626	 172 	 165 
i 209	 884 	 361 
i 149	 149 	 251 
i 334	 291 	 588 
i 742	 357 	 677 
i 92	 246 	 578 
i 667	 473 	 520 
i 632	 654 	 455 
i 219	 553 	 993 
i 462	 243 	 638 
i 626	 869 	 613 
i 987	 78 	 784 
i 238	 227 	 669 
i 826	 560 	 817 
i 503	 302 	 108 
i 81	 394 	 465 
i 601	 61 	 710 
i 56	 693 	 183 
i 49	 911 	 836 
i 687	 373 	 390 
i 300	 999 	 633 
i 85	 987 	 502 
i 753	 225 	 580 
i 570	 52 	 806 
i 678	 554 	 367 
i 143	 634 	 669 
i 852	 235 	 63 
i 35	 291 	 124 
i 871	 340 	 816 
i 261	 27 	 728 
i 894	 326 	 102 
i 396	 410 	 101 
i 975	 163 	 89 
i 782	 733 	 314 
i 150	 412 	 365 
i 818	 554 	 918 
i 881	 407 	 553 
i 5	 442 	 788 
i 821	 314 	 79 
i 549	 574 	 418 
i 650	 468 	 444 
i 751	 864 	 770 
i 839	 840 	 180 
i 154	 622 	 343 
i 518	 771 	 77 
i 436	 589 	 488 
i 988	 471 	 43 
i 777	 476 	 450 
i 855	 297 	 891 
c
c
W 122584
c end of file
