c Instance Type h
c
n 500
c w	 v1	 v2
i 175	 685 	 561 
i 284	 499 	 90 
i 972	 564 	 811 
i 562	 844 	 546 
i 480	 303 	 77 
i 634	 646 	 182 
i 603	 588 	 930 
i 351	 493 	 265 
i 654	 280 	 664 
i 897	 582 	 83 
i 459	 756 	 58 
i 548	 40 	 742 
i 360	 13 	 242 
i 906	 575 	 805 
i 982	 56 	 650 
i 165	 689 	 952 
i 96	 293 	 599 
i 360	 644 	 187 
i 24	 298 	 680 
i 107	 196 	 960 
i 164	 654 	 542 
i 906	 203 	 298 
i 148	 563 	 338 
i 953	 470 	 351 
i 603	 452 	 926 
i 556	 616 	 981 
i 155	 712 	 671 
i 342	 72 	 964 
i 22	 96 	 608 
i 981	 202 	 906 
i 524	 366 	 102 
i 822	 272 	 756 
i 160	 420 	 959 
i 511	 373 	 523 
i 437	 976 	 992 
i 419	 533 	 444 
i 90	 688 	 61 
i 54	 30 	 772 
i 661	 52 	 844 
i 568	 34 	 939 
i 670	 557 	 142 
i 426	 379 	 507 
i 386	 539 	 779 
i 908	 50 	 199 
i 900	 487 	 572 
i 345	 905 	 549 
i 406	 995 	 82 
i 179	 50 	 769 
i 24	 710 	 799 
i 962	 279 	 851 
i 105	 948 	 884 
i 612	 375 	 441 
i 391	 760 	 819 
i 590	 669 	 359 
i 163	 570 	 408 
i 711	 914 	 895 
i 793	 321 	 801 
i 563	 500 	 796 
i 362	 523 	 845 
i 213	 486 	 556 
i 98	 590 	 834 
i 538	 202 	 783 
i 358	 593 	 158 
i 716	 183 	 917 
i 125	 345 	 587 
i 20	 57 	 157 
i 821	 849 	 71 
i 617	 412 	 392 
i 463	 774 	 891 
i 20	 987 	 414 
i 854	 85 	 899 
i 637	 623 	 490 
i 794	 980 	 692 
i 712	 697 	 285 
i 299	 821 	 468 
i 455	 841 	 813 
i 526	 662 	 869 
i 917	 279 	 719 
i 809	 742 	 132 
i 223	 761 	 906 
i 123	 615 	 893 
i 613	 253 	 978 
i 305	 47 	 601 
i 589	 759 	 582 
i 57	 59 	 279 
i 869	 513 	 101 
i 739	 40 	 941 
i 458	 957 	 603 
i 590	 766 	 882 
i 496	 989 	 625 
i 390	 112 	 386 
i 369	 724 	 2 
i 969	 29 	 254 
i 552	 618 	 301 
i 831	 675 	 60 
i 931	 544 	 118 
i 873	 284 	 631 
i 477	 742 	 670 
i 360	 332 	 628 
i 984	 828 	 394 
i 371	 218 	 383 
i 373	 587 	 495 
i 627	 556 	 220 
i 927	 109 	 249 
i 987	 939 	 866 
i 106	 871 	 541 
i 737	 744 	 86 
i 408	 221 	 369 
i 36	 580 	 111 
i 429	 565 	 442 
i 812	 936 	 271 
i 307	 309 	 489 
i 526	 935 	 76 
i 775	 863 	 632 
i 641	 850 	 740 
i 183	 956 	 680 
i 269	 693 	 551 
i 637	 101 	 295 
i 747	 136 	 516 
i 190	 565 	 97 
i 461	 377 	 662 
i 949	 684 	 598 
i 25	 211 	 906 
i 657	 985 	 842 
i 397	 627 	 705 
i 77	 810 	 556 
i 628	 79 	 512 
i 923	 715 	 205 
i 439	 463 	 305 
i 536	 653 	 441 
i 198	 114 	 7 
i 795	 64 	 383 
i 702	 89 	 68 
i 544	 745 	 278 
i 249	 142 	 263 
i 804	 219 	 890 
i 317	 846 	 700 
i 521	 769 	 778 
i 826	 209 	 494 
i 268	 744 	 956 
i 274	 942 	 610 
i 657	 737 	 723 
i 724	 439 	 787 
i 2	 983 	 875 
i 265	 233 	 620 
i 155	 38 	 762 
i 854	 354 	 980 
i 633	 874 	 827 
i 127	 701 	 597 
i 84	 968 	 806 
i 693	 243 	 551 
i 417	 899 	 493 
i 204	 623 	 231 
i 80	 624 	 670 
i 699	 889 	 653 
i 462	 44 	 885 
i 443	 898 	 923 
i 270	 531 	 277 
i 867	 658 	 152 
i 673	 741 	 852 
i 225	 435 	 821 
i 717	 851 	 65 
i 947	 56 	 963 
i 617	 135 	 586 
i 271	 834 	 211 
i 156	 296 	 100 
i 79	 738 	 144 
i 356	 9 	 42 
i 507	 876 	 573 
i 360	 549 	 231 
i 182	 774 	 972 
i 246	 491 	 407 
i 209	 438 	 259 
i 795	 56 	 315 
i 7	 326 	 450 
i 106	 482 	 285 
i 249	 561 	 580 
i 291	 916 	 319 
i 864	 423 	 327 
i 95	 783 	 204 
i 68	 964 	 753 
i 475	 210 	 527 
i 734	 419 	 18 
i 49	 214 	 456 
i 499	 220 	 511 
i 783	 326 	 837 
i 364	 575 	 319 
i 682	 865 	 880 
i 10	 729 	 796 
i 213	 824 	 220 
i 965	 892 	 3 
i 492	 367 	 967 
i 510	 102 	 177 
i 965	 150 	 595 
i 477	 649 	 809 
i 314	 432 	 30 
i 633	 795 	 355 
i 513	 477 	 929 
i 309	 487 	 795 
i 529	 699 	 525 
i 531	 665 	 350 
i 498	 157 	 242 
i 675	 666 	 608 
i 271	 632 	 709 
i 80	 109 	 859 
i 110	 422 	 508 
i 464	 56 	 940 
i 394	 568 	 735 
i 189	 877 	 213 
i 714	 406 	 699 
i 64	 936 	 399 
i 305	 435 	 64 
i 913	 111 	 221 
i 623	 381 	 887 
i 483	 461 	 519 
i 991	 571 	 627 
i 931	 35 	 50 
i 666	 429 	 105 
i 878	 618 	 673 
i 578	 332 	 550 
i 976	 395 	 955 
i 40	 700 	 892 
i 260	 614 	 328 
i 147	 237 	 438 
i 666	 720 	 819 
i 294	 711 	 281 
i 344	 642 	 851 
i 448	 309 	 886 
i 122	 188 	 315 
i 671	 765 	 932 
i 627	 741 	 265 
i 519	 781 	 660 
i 846	 41 	 360 
i 285	 188 	 973 
i 105	 854 	 211 
i 385	 148 	 930 
i 237	 491 	 642 
i 123	 939 	 284 
i 438	 61 	 593 
i 371	 732 	 780 
i 635	 359 	 545 
i 295	 878 	 287 
i 654	 724 	 68 
i 628	 10 	 109 
i 838	 114 	 297 
i 769	 499 	 151 
i 411	 735 	 299 
i 695	 858 	 789 
i 288	 296 	 729 
i 69	 666 	 790 
i 613	 301 	 522 
i 900	 596 	 881 
i 967	 250 	 759 
i 77	 878 	 483 
i 373	 717 	 493 
i 523	 486 	 606 
i 821	 897 	 105 
i 611	 592 	 840 
i 340	 880 	 698 
i 131	 948 	 993 
i 652	 562 	 660 
i 533	 462 	 961 
i 292	 430 	 557 
i 775	 506 	 807 
i 268	 879 	 685 
i 874	 403 	 402 
i 979	 225 	 888 
i 819	 835 	 786 
i 518	 176 	 378 
i 512	 306 	 259 
i 172	 958 	 208 
i 133	 492 	 769 
i 690	 783 	 232 
i 497	 559 	 662 
i 182	 827 	 169 
i 584	 702 	 48 
i 473	 681 	 450 
i 259	 501 	 674 
i 637	 19 	 510 
i 895	 530 	 685 
c
c
W 121486
c end of file
