c Instance Type h
c
n 500
c w	 v1	 v2
i 361	 985 	 548 
i 827	 571 	 649 
i 568	 34 	 236 
i 999	 691 	 719 
i 163	 640 	 114 
i 508	 769 	 341 
i 267	 918 	 421 
i 845	 866 	 917 
i 861	 500 	 642 
i 816	 755 	 343 
i 364	 117 	 409 
i 14	 943 	 394 
i 249	 512 	 965 
i 968	 512 	 998 
i 82	 675 	 690 
i 423	 183 	 330 
i 844	 449 	 99 
i 762	 295 	 18 
i 405	 157 	 884 
i 747	 972 	 385 
i 157	 337 	 140 
i 551	 350 	 257 
i 516	 598 	 200 
i 515	 566 	 711 
i 205	 648 	 224 
i 535	 72 	 898 
i 633	 916 	 81 
i 651	 678 	 530 
i 535	 83 	 824 
i 919	 829 	 980 
i 60	 985 	 953 
i 316	 537 	 290 
i 515	 53 	 639 
i 227	 567 	 238 
i 450	 771 	 804 
i 349	 306 	 453 
i 429	 939 	 524 
i 959	 590 	 440 
i 783	 126 	 119 
i 764	 45 	 201 
i 717	 104 	 31 
i 7	 419 	 17 
i 645	 934 	 553 
i 882	 161 	 605 
i 686	 611 	 173 
i 139	 960 	 944 
i 663	 389 	 251 
i 104	 349 	 190 
i 222	 132 	 780 
i 422	 895 	 906 
i 453	 612 	 950 
i 469	 618 	 55 
i 23	 264 	 474 
i 628	 147 	 408 
i 800	 833 	 569 
i 744	 972 	 181 
i 995	 635 	 141 
i 185	 738 	 530 
i 965	 960 	 878 
i 871	 383 	 11 
i 822	 835 	 905 
i 876	 305 	 518 
i 350	 327 	 137 
i 758	 955 	 400 
i 328	 756 	 546 
i 508	 501 	 379 
i 649	 496 	 352 
i 179	 680 	 986 
i 58	 646 	 725 
i 68	 518 	 685 
i 973	 340 	 68 
i 491	 217 	 903 
i 627	 567 	 208 
i 27	 325 	 535 
i 573	 652 	 491 
i 952	 161 	 247 
i 304	 809 	 747 
i 291	 988 	 243 
i 16	 46 	 923 
i 701	 114 	 569 
i 769	 87 	 87 
i 672	 577 	 427 
i 880	 204 	 643 
i 415	 231 	 211 
i 905	 803 	 536 
i 153	 756 	 189 
i 899	 60 	 349 
i 142	 350 	 159 
i 65	 366 	 147 
i 634	 68 	 193 
i 721	 836 	 306 
i 148	 508 	 392 
i 791	 389 	 969 
i 3	 803 	 173 
i 538	 709 	 404 
i 726	 861 	 208 
i 76	 760 	 963 
i 234	 902 	 24 
i 381	 967 	 374 
i 573	 601 	 740 
i 879	 322 	 807 
i 271	 470 	 643 
i 240	 262 	 152 
i 413	 264 	 540 
i 817	 802 	 344 
i 25	 528 	 54 
i 988	 603 	 915 
i 12	 837 	 676 
i 386	 218 	 578 
i 126	 791 	 545 
i 933	 670 	 147 
i 577	 940 	 469 
i 728	 181 	 939 
i 269	 594 	 201 
i 613	 411 	 465 
i 667	 436 	 268 
i 582	 424 	 795 
i 258	 436 	 399 
i 836	 821 	 237 
i 382	 947 	 454 
i 529	 880 	 245 
i 997	 457 	 915 
i 936	 186 	 855 
i 138	 455 	 37 
i 603	 68 	 631 
i 870	 734 	 43 
i 666	 317 	 478 
i 65	 575 	 901 
i 302	 411 	 338 
i 755	 793 	 159 
i 1	 322 	 107 
i 915	 320 	 986 
i 771	 256 	 443 
i 808	 394 	 628 
i 439	 996 	 83 
i 481	 866 	 151 
i 959	 532 	 885 
i 860	 597 	 202 
i 199	 898 	 776 
i 358	 654 	 188 
i 464	 655 	 981 
i 450	 571 	 303 
i 893	 343 	 622 
i 521	 151 	 878 
i 604	 590 	 273 
i 755	 72 	 269 
i 640	 31 	 136 
i 841	 891 	 668 
i 618	 90 	 266 
i 806	 447 	 165 
i 787	 910 	 819 
i 90	 361 	 475 
i 712	 254 	 46 
i 591	 775 	 389 
i 863	 379 	 540 
i 133	 135 	 131 
i 269	 774 	 202 
i 936	 616 	 233 
i 203	 235 	 124 
i 367	 41 	 214 
i 186	 827 	 661 
i 661	 917 	 572 
i 706	 630 	 932 
i 96	 222 	 186 
i 635	 85 	 960 
i 765	 218 	 340 
i 967	 486 	 474 
i 200	 423 	 249 
i 323	 625 	 865 
i 537	 991 	 100 
i 198	 178 	 140 
i 769	 838 	 967 
i 701	 545 	 884 
i 887	 641 	 515 
i 847	 276 	 736 
i 188	 42 	 820 
i 662	 9 	 39 
i 910	 209 	 524 
i 775	 532 	 946 
i 875	 69 	 572 
i 15	 266 	 564 
i 981	 36 	 741 
i 866	 737 	 580 
i 381	 624 	 126 
i 117	 472 	 766 
i 937	 660 	 43 
i 976	 322 	 85 
i 500	 233 	 93 
i 447	 9 	 301 
i 20	 883 	 832 
i 583	 898 	 901 
i 325	 879 	 168 
i 905	 746 	 203 
i 31	 128 	 939 
i 797	 245 	 564 
i 840	 183 	 36 
i 924	 159 	 695 
i 18	 659 	 18 
i 319	 107 	 250 
i 151	 126 	 258 
i 53	 708 	 142 
i 220	 33 	 40 
i 422	 937 	 919 
i 362	 968 	 665 
i 925	 766 	 793 
i 961	 606 	 38 
i 657	 531 	 220 
i 674	 548 	 378 
i 924	 866 	 37 
i 183	 18 	 143 
i 324	 70 	 268 
i 363	 289 	 976 
i 283	 711 	 9 
i 947	 73 	 946 
i 740	 998 	 914 
i 778	 960 	 680 
i 997	 617 	 287 
i 376	 292 	 817 
i 413	 217 	 365 
i 555	 399 	 232 
i 823	 723 	 249 
i 799	 87 	 318 
i 808	 369 	 606 
i 754	 317 	 318 
i 669	 58 	 390 
i 350	 835 	 389 
i 637	 832 	 349 
i 454	 209 	 966 
i 819	 621 	 259 
i 51	 176 	 475 
i 299	 999 	 874 
i 617	 799 	 598 
i 224	 608 	 684 
i 541	 363 	 54 
i 931	 33 	 371 
i 321	 382 	 428 
i 669	 19 	 263 
i 636	 473 	 96 
i 895	 293 	 304 
i 370	 344 	 924 
i 245	 643 	 101 
i 842	 260 	 101 
i 527	 483 	 900 
i 581	 25 	 508 
i 951	 955 	 871 
i 379	 276 	 903 
i 642	 945 	 286 
i 737	 582 	 305 
i 42	 477 	 777 
i 966	 847 	 71 
i 68	 92 	 414 
i 168	 934 	 57 
i 69	 462 	 316 
i 577	 43 	 799 
i 448	 993 	 823 
i 351	 373 	 779 
i 636	 15 	 56 
i 940	 752 	 2 
i 718	 794 	 584 
i 788	 760 	 61 
i 202	 828 	 908 
i 258	 996 	 1 
i 574	 65 	 934 
i 374	 641 	 396 
i 198	 89 	 439 
i 977	 440 	 433 
i 33	 76 	 805 
i 35	 17 	 820 
i 618	 735 	 573 
i 679	 523 	 367 
i 587	 725 	 128 
i 587	 983 	 955 
i 522	 558 	 951 
i 918	 931 	 16 
i 357	 129 	 657 
i 790	 106 	 745 
i 596	 139 	 185 
i 416	 174 	 261 
i 989	 792 	 278 
i 356	 471 	 13 
i 483	 59 	 536 
i 439	 646 	 261 
i 390	 168 	 244 
i 406	 87 	 801 
i 63	 444 	 733 
i 808	 234 	 861 
i 993	 830 	 967 
i 255	 246 	 107 
i 533	 235 	 280 
i 545	 591 	 72 
i 81	 75 	 543 
i 342	 513 	 601 
i 586	 903 	 248 
i 387	 310 	 416 
i 121	 373 	 502 
i 981	 182 	 946 
i 949	 176 	 181 
i 56	 430 	 11 
i 335	 962 	 257 
i 407	 508 	 491 
i 949	 588 	 83 
i 551	 930 	 158 
i 799	 516 	 671 
i 215	 903 	 574 
i 717	 24 	 884 
i 663	 6 	 258 
i 843	 954 	 439 
i 853	 11 	 614 
i 110	 345 	 45 
i 601	 752 	 8 
i 684	 702 	 515 
i 841	 253 	 104 
i 512	 52 	 34 
i 87	 267 	 550 
i 971	 983 	 453 
i 229	 646 	 476 
i 668	 490 	 481 
i 283	 344 	 436 
i 327	 453 	 446 
i 335	 55 	 791 
i 849	 739 	 543 
i 953	 580 	 245 
i 987	 92 	 498 
i 537	 179 	 549 
i 989	 150 	 815 
i 465	 378 	 799 
i 946	 46 	 446 
i 382	 328 	 935 
i 827	 655 	 279 
i 619	 989 	 732 
i 162	 839 	 787 
i 406	 793 	 526 
i 904	 780 	 106 
i 453	 317 	 198 
i 269	 307 	 376 
i 69	 772 	 525 
i 514	 718 	 903 
i 449	 101 	 948 
i 728	 928 	 277 
i 461	 547 	 932 
i 248	 709 	 921 
i 774	 116 	 761 
i 880	 20 	 554 
i 78	 472 	 335 
i 454	 741 	 652 
i 979	 809 	 958 
i 882	 324 	 730 
i 831	 773 	 449 
i 108	 502 	 550 
i 41	 962 	 479 
i 962	 211 	 26 
i 723	 984 	 734 
i 278	 865 	 849 
i 612	 943 	 869 
i 264	 397 	 342 
i 223	 376 	 83 
i 953	 259 	 892 
i 402	 90 	 217 
i 952	 198 	 989 
i 431	 238 	 491 
i 457	 200 	 454 
i 192	 923 	 664 
i 42	 201 	 649 
i 910	 813 	 514 
i 252	 77 	 457 
i 335	 300 	 854 
i 227	 253 	 231 
i 444	 655 	 489 
i 433	 607 	 578 
i 924	 39 	 776 
i 378	 495 	 14 
i 42	 686 	 214 
i 691	 728 	 137 
i 206	 638 	 337 
i 663	 889 	 150 
i 517	 224 	 227 
i 747	 451 	 526 
i 236	 894 	 778 
i 814	 328 	 434 
i 590	 252 	 41 
i 604	 629 	 79 
i 817	 671 	 574 
i 953	 363 	 261 
i 291	 568 	 988 
i 440	 231 	 626 
i 667	 748 	 516 
i 193	 496 	 739 
i 971	 732 	 191 
i 406	 546 	 86 
c
c
W 133625
c end of file
