c Instance Type h
c
n 500
c w	 v1	 v2
i 986	 308 	 688 
i 911	 209 	 376 
i 921	 88 	 909 
i 789	 185 	 720 
i 739	 951 	 532 
i 48	 694 	 281 
i 48	 224 	 542 
i 116	 666 	 633 
i 167	 814 	 389 
i 215	 965 	 761 
i 902	 951 	 349 
i 278	 862 	 656 
i 188	 784 	 865 
i 907	 573 	 953 
i 440	 313 	 138 
i 720	 361 	 90 
i 262	 408 	 783 
i 895	 524 	 7 
i 284	 691 	 672 
i 46	 905 	 487 
i 394	 808 	 452 
i 51	 87 	 403 
i 915	 274 	 266 
i 868	 182 	 50 
i 7	 621 	 623 
i 96	 342 	 935 
i 878	 604 	 297 
i 885	 499 	 704 
i 558	 783 	 229 
i 45	 828 	 919 
i 496	 223 	 824 
i 898	 273 	 633 
i 165	 189 	 719 
i 214	 57 	 993 
i 837	 63 	 175 
i 773	 159 	 796 
i 70	 37 	 138 
i 774	 922 	 741 
i 3	 480 	 241 
i 921	 524 	 25 
i 746	 21 	 853 
i 379	 919 	 76 
i 98	 84 	 349 
i 92	 297 	 537 
i 267	 135 	 594 
i 63	 907 	 656 
i 201	 977 	 815 
i 942	 751 	 852 
i 184	 753 	 774 
i 209	 674 	 254 
i 62	 420 	 778 
i 138	 799 	 798 
c
c
W 123314
c end of file
