c Instance Type h
c
n 500
c w	 v1	 v2
i 745	 872 	 70 
i 805	 529 	 926 
i 663	 357 	 299 
i 498	 530 	 728 
i 483	 487 	 543 
i 28	 716 	 384 
i 333	 148 	 206 
i 930	 682 	 571 
i 254	 949 	 175 
i 911	 109 	 228 
i 981	 854 	 238 
i 908	 660 	 110 
i 207	 323 	 639 
i 934	 821 	 995 
i 478	 304 	 526 
i 861	 332 	 13 
i 67	 665 	 729 
i 638	 595 	 877 
i 812	 849 	 559 
i 40	 761 	 509 
i 278	 742 	 618 
i 387	 650 	 473 
i 27	 857 	 133 
i 23	 792 	 456 
i 548	 270 	 278 
i 561	 132 	 582 
i 291	 199 	 914 
i 169	 836 	 579 
i 727	 648 	 175 
i 237	 688 	 25 
i 854	 965 	 785 
i 327	 353 	 527 
i 460	 379 	 178 
i 916	 401 	 36 
i 194	 949 	 827 
i 775	 511 	 97 
i 689	 801 	 228 
i 269	 970 	 427 
i 444	 697 	 263 
i 468	 933 	 910 
i 253	 788 	 599 
i 780	 115 	 564 
i 958	 575 	 917 
i 993	 491 	 296 
i 820	 684 	 697 
i 917	 460 	 646 
i 146	 150 	 157 
i 572	 418 	 958 
i 834	 861 	 929 
i 745	 329 	 626 
i 344	 582 	 560 
i 908	 362 	 348 
i 825	 321 	 463 
i 121	 314 	 38 
i 818	 135 	 528 
i 464	 52 	 213 
i 621	 197 	 672 
i 580	 768 	 821 
i 509	 603 	 240 
i 136	 348 	 102 
i 695	 692 	 430 
i 44	 600 	 13 
i 506	 425 	 374 
i 544	 546 	 695 
i 73	 364 	 9 
i 285	 828 	 143 
i 957	 450 	 195 
i 779	 30 	 391 
i 19	 539 	 160 
i 121	 674 	 762 
i 550	 370 	 111 
i 563	 413 	 802 
i 937	 919 	 402 
i 632	 463 	 827 
i 640	 536 	 373 
i 783	 820 	 737 
i 977	 778 	 565 
i 369	 557 	 16 
i 528	 576 	 46 
i 290	 696 	 584 
i 400	 247 	 259 
i 202	 810 	 629 
i 604	 747 	 42 
i 431	 379 	 961 
i 804	 19 	 425 
i 541	 802 	 960 
i 107	 779 	 781 
i 122	 148 	 559 
i 167	 675 	 117 
i 751	 965 	 693 
i 10	 366 	 390 
i 638	 568 	 637 
i 680	 173 	 447 
i 642	 603 	 194 
i 67	 407 	 572 
i 28	 948 	 591 
i 808	 56 	 393 
i 368	 178 	 172 
i 485	 344 	 320 
i 178	 96 	 995 
i 568	 106 	 961 
i 205	 743 	 327 
i 651	 424 	 895 
i 845	 66 	 68 
i 417	 133 	 671 
i 9	 160 	 79 
i 401	 968 	 27 
i 573	 336 	 83 
i 893	 821 	 260 
i 888	 998 	 604 
i 849	 566 	 699 
i 177	 771 	 804 
i 73	 423 	 548 
i 141	 268 	 971 
i 811	 685 	 38 
i 890	 693 	 171 
i 917	 95 	 331 
i 999	 668 	 300 
i 259	 561 	 636 
i 862	 450 	 457 
i 561	 300 	 455 
i 366	 476 	 22 
i 913	 549 	 792 
i 885	 690 	 215 
i 923	 502 	 483 
i 95	 392 	 168 
c
c
W 128586
c end of file
