c Instance Type h
c
n 500
c w	 v1	 v2
i 681	 476 	 708 
i 634	 598 	 363 
i 227	 41 	 580 
i 223	 7 	 839 
i 820	 981 	 892 
i 295	 313 	 265 
i 337	 920 	 733 
i 914	 517 	 718 
i 603	 51 	 673 
i 283	 83 	 672 
i 990	 764 	 455 
i 354	 398 	 930 
i 933	 625 	 529 
i 772	 847 	 569 
i 665	 668 	 576 
c
c
W 127489
c end of file
