c Instance Type h
c
n 300
c w	 v1	 v2
i 285	 880 	 396 
i 223	 979 	 992 
i 585	 12 	 658 
i 393	 345 	 724 
i 716	 327 	 881 
i 86	 49 	 860 
i 891	 164 	 131 
i 531	 670 	 558 
i 525	 31 	 184 
i 284	 301 	 296 
i 679	 586 	 84 
i 672	 808 	 963 
i 331	 394 	 943 
i 55	 786 	 954 
i 935	 503 	 300 
i 796	 588 	 627 
i 926	 479 	 675 
i 485	 11 	 838 
i 668	 535 	 509 
i 963	 818 	 540 
i 47	 498 	 841 
i 11	 170 	 427 
i 953	 501 	 235 
i 908	 555 	 629 
i 209	 491 	 415 
i 835	 287 	 917 
i 510	 214 	 505 
i 349	 698 	 984 
i 858	 367 	 994 
i 398	 331 	 530 
i 239	 378 	 349 
i 666	 388 	 847 
i 901	 342 	 18 
i 530	 251 	 518 
i 944	 459 	 74 
i 862	 295 	 564 
i 368	 805 	 851 
i 353	 155 	 65 
i 347	 13 	 763 
i 877	 411 	 131 
i 227	 650 	 461 
i 74	 316 	 838 
i 92	 217 	 227 
i 609	 747 	 569 
i 683	 691 	 819 
c
c
W 73242
c end of file
