c Instance Type h
c
n 300
c w	 v1	 v2
i 968	 810 	 704 
i 166	 804 	 914 
i 161	 228 	 433 
i 98	 50 	 509 
i 258	 7 	 587 
i 443	 882 	 739 
i 532	 427 	 499 
i 610	 522 	 333 
i 570	 247 	 302 
i 374	 448 	 684 
i 79	 416 	 483 
i 993	 582 	 294 
i 426	 742 	 99 
i 935	 840 	 326 
i 522	 98 	 375 
i 261	 540 	 382 
i 759	 73 	 265 
i 93	 683 	 692 
i 395	 254 	 214 
i 79	 627 	 461 
i 562	 706 	 908 
i 855	 699 	 324 
i 953	 126 	 906 
i 280	 61 	 648 
i 655	 582 	 489 
i 37	 842 	 587 
i 302	 602 	 128 
i 993	 695 	 201 
i 207	 90 	 883 
i 667	 169 	 137 
i 575	 730 	 764 
i 899	 586 	 470 
i 805	 539 	 170 
i 454	 819 	 295 
i 943	 474 	 356 
i 530	 511 	 937 
i 657	 812 	 780 
i 857	 805 	 382 
i 741	 13 	 77 
i 878	 680 	 166 
i 642	 256 	 335 
i 113	 155 	 65 
i 283	 960 	 650 
i 577	 415 	 190 
i 932	 358 	 9 
i 870	 887 	 483 
i 650	 545 	 994 
i 33	 403 	 807 
i 110	 144 	 613 
i 276	 22 	 625 
i 610	 664 	 306 
i 674	 777 	 561 
i 325	 60 	 716 
i 514	 637 	 676 
i 523	 570 	 92 
i 6	 440 	 449 
i 1	 90 	 337 
i 807	 123 	 881 
i 420	 232 	 284 
i 46	 507 	 428 
i 351	 117 	 449 
i 911	 791 	 114 
i 628	 116 	 890 
i 304	 629 	 949 
i 396	 153 	 586 
i 844	 158 	 157 
i 182	 158 	 596 
i 63	 965 	 686 
i 347	 385 	 808 
i 774	 431 	 41 
i 224	 781 	 547 
i 337	 693 	 663 
i 228	 321 	 455 
i 177	 625 	 570 
i 763	 21 	 200 
i 919	 864 	 352 
i 516	 47 	 510 
i 202	 109 	 668 
i 11	 456 	 633 
i 51	 231 	 19 
i 598	 454 	 449 
i 261	 791 	 230 
i 715	 19 	 923 
i 286	 196 	 244 
i 485	 958 	 868 
i 836	 878 	 889 
i 347	 394 	 754 
i 15	 596 	 800 
i 648	 607 	 908 
i 666	 657 	 365 
i 116	 255 	 595 
i 346	 516 	 50 
i 269	 232 	 840 
i 512	 518 	 858 
i 381	 3 	 54 
i 270	 839 	 13 
i 24	 186 	 890 
i 823	 201 	 285 
i 732	 848 	 881 
i 98	 515 	 488 
i 692	 630 	 146 
i 741	 975 	 400 
i 582	 244 	 916 
i 441	 756 	 149 
i 495	 138 	 666 
i 507	 408 	 669 
i 398	 431 	 508 
i 682	 255 	 694 
i 563	 987 	 895 
i 52	 86 	 743 
i 197	 777 	 259 
i 597	 519 	 888 
i 513	 102 	 863 
i 662	 542 	 108 
i 328	 37 	 864 
i 997	 543 	 2 
i 505	 941 	 409 
i 200	 624 	 840 
i 95	 187 	 96 
i 838	 238 	 84 
i 97	 435 	 169 
i 984	 32 	 946 
i 848	 544 	 466 
i 955	 207 	 567 
i 819	 535 	 109 
i 821	 532 	 146 
i 230	 38 	 689 
i 71	 237 	 630 
i 166	 331 	 254 
i 250	 170 	 441 
i 418	 266 	 679 
i 365	 250 	 114 
i 830	 99 	 145 
i 397	 55 	 689 
i 506	 874 	 895 
i 652	 695 	 431 
i 341	 925 	 962 
i 970	 995 	 999 
i 225	 162 	 236 
i 666	 411 	 567 
i 345	 829 	 736 
i 459	 194 	 3 
i 603	 24 	 253 
i 293	 421 	 351 
i 189	 927 	 405 
i 619	 579 	 279 
i 582	 919 	 974 
i 581	 890 	 899 
i 817	 116 	 894 
i 385	 781 	 57 
i 122	 126 	 467 
i 124	 584 	 296 
i 377	 188 	 489 
i 727	 481 	 513 
i 133	 669 	 933 
i 412	 289 	 860 
i 386	 870 	 440 
i 285	 452 	 359 
i 180	 270 	 250 
i 237	 655 	 365 
i 703	 776 	 146 
i 999	 900 	 272 
i 489	 277 	 856 
i 2	 5 	 45 
i 935	 137 	 525 
i 796	 549 	 195 
i 236	 934 	 483 
i 595	 220 	 354 
i 844	 400 	 806 
i 210	 636 	 76 
i 355	 340 	 730 
i 627	 340 	 507 
i 483	 828 	 407 
i 528	 830 	 684 
i 53	 766 	 688 
i 247	 562 	 825 
i 730	 797 	 374 
i 85	 392 	 309 
i 890	 237 	 529 
i 965	 446 	 929 
i 696	 801 	 565 
i 203	 428 	 905 
i 609	 911 	 245 
i 294	 439 	 74 
i 981	 492 	 903 
i 807	 739 	 669 
i 182	 469 	 232 
c
c
W 71891
c end of file
