c Instance Type h
c
n 300
c w	 v1	 v2
i 264	 382 	 172 
i 572	 614 	 757 
i 398	 855 	 764 
i 213	 385 	 919 
i 644	 742 	 808 
i 46	 823 	 180 
i 543	 473 	 611 
i 105	 432 	 434 
i 413	 116 	 971 
i 266	 73 	 885 
i 437	 336 	 651 
i 195	 908 	 33 
i 959	 306 	 646 
i 879	 519 	 502 
i 687	 164 	 886 
i 867	 209 	 629 
i 479	 751 	 453 
i 912	 855 	 925 
i 884	 269 	 357 
i 770	 534 	 473 
i 421	 971 	 546 
i 454	 166 	 882 
i 101	 125 	 790 
i 602	 5 	 97 
i 489	 692 	 615 
i 119	 559 	 778 
i 571	 39 	 986 
i 497	 951 	 738 
i 853	 835 	 594 
i 327	 606 	 862 
i 872	 28 	 396 
i 754	 481 	 368 
i 544	 582 	 533 
i 640	 185 	 658 
i 256	 674 	 662 
i 34	 793 	 355 
i 21	 364 	 913 
i 758	 861 	 952 
i 352	 714 	 903 
i 214	 42 	 739 
i 610	 913 	 345 
i 977	 668 	 372 
i 511	 213 	 853 
i 170	 852 	 436 
i 832	 109 	 620 
i 187	 142 	 295 
i 101	 163 	 88 
i 53	 920 	 452 
i 955	 273 	 313 
i 694	 486 	 28 
i 40	 97 	 69 
i 411	 74 	 982 
i 264	 585 	 650 
i 699	 754 	 862 
i 320	 586 	 715 
i 615	 773 	 823 
i 702	 873 	 965 
i 154	 925 	 128 
i 467	 881 	 49 
i 494	 576 	 321 
i 562	 615 	 807 
i 544	 27 	 903 
i 195	 291 	 977 
i 57	 990 	 562 
i 772	 310 	 317 
i 595	 925 	 903 
i 561	 627 	 676 
i 688	 781 	 549 
i 737	 248 	 475 
i 58	 742 	 357 
i 864	 304 	 932 
i 767	 848 	 548 
i 745	 44 	 574 
i 307	 100 	 864 
i 624	 872 	 854 
i 527	 468 	 165 
i 204	 29 	 90 
i 753	 717 	 717 
i 228	 454 	 498 
i 584	 511 	 746 
i 517	 376 	 488 
i 65	 144 	 792 
i 638	 888 	 641 
i 503	 196 	 684 
i 358	 819 	 784 
i 523	 347 	 657 
i 613	 550 	 125 
i 330	 303 	 154 
i 828	 531 	 870 
i 575	 115 	 325 
i 64	 631 	 836 
i 856	 696 	 212 
i 497	 335 	 355 
i 182	 837 	 243 
i 966	 196 	 438 
i 623	 718 	 258 
i 748	 332 	 604 
i 901	 662 	 155 
i 771	 490 	 457 
i 97	 66 	 987 
i 932	 129 	 103 
i 144	 984 	 734 
i 499	 482 	 430 
i 742	 664 	 764 
i 181	 631 	 602 
i 438	 255 	 798 
i 43	 3 	 516 
i 197	 903 	 848 
i 654	 675 	 510 
i 642	 771 	 1 
i 744	 704 	 66 
i 479	 847 	 194 
i 909	 347 	 179 
i 674	 89 	 661 
i 276	 269 	 325 
i 74	 706 	 956 
i 590	 749 	 211 
i 438	 945 	 213 
i 948	 599 	 117 
i 948	 241 	 791 
i 14	 985 	 563 
i 208	 465 	 267 
i 387	 374 	 115 
i 48	 48 	 461 
i 373	 324 	 550 
i 329	 397 	 818 
i 539	 987 	 525 
i 752	 426 	 274 
i 868	 374 	 220 
i 659	 322 	 818 
i 223	 336 	 60 
i 489	 544 	 46 
i 603	 930 	 510 
i 65	 978 	 883 
i 614	 351 	 930 
i 433	 680 	 254 
i 958	 220 	 651 
i 232	 971 	 639 
i 451	 839 	 65 
i 270	 499 	 439 
i 330	 721 	 761 
i 375	 210 	 97 
i 884	 813 	 640 
i 767	 878 	 571 
i 698	 493 	 549 
i 952	 926 	 900 
i 603	 884 	 580 
i 243	 117 	 800 
i 307	 568 	 771 
i 746	 837 	 611 
i 507	 168 	 110 
i 604	 542 	 830 
i 244	 426 	 41 
i 815	 194 	 854 
i 364	 891 	 733 
i 265	 844 	 226 
i 845	 448 	 152 
i 645	 690 	 37 
i 417	 996 	 153 
i 28	 742 	 720 
i 137	 250 	 558 
i 967	 853 	 725 
i 9	 98 	 267 
i 862	 912 	 693 
i 596	 277 	 886 
i 821	 541 	 778 
i 973	 387 	 623 
i 11	 32 	 71 
i 163	 448 	 760 
i 882	 475 	 757 
i 440	 612 	 500 
i 165	 579 	 749 
i 432	 588 	 602 
i 125	 450 	 699 
i 12	 47 	 612 
i 790	 867 	 888 
i 413	 841 	 430 
i 483	 851 	 816 
i 243	 15 	 848 
i 1	 896 	 297 
i 500	 337 	 772 
i 249	 502 	 384 
i 851	 933 	 963 
i 550	 58 	 551 
i 162	 70 	 2 
i 51	 859 	 48 
i 480	 273 	 915 
i 297	 756 	 757 
i 145	 999 	 609 
i 441	 999 	 623 
i 213	 499 	 520 
i 597	 747 	 856 
i 561	 598 	 358 
i 112	 149 	 291 
i 114	 311 	 349 
i 162	 361 	 419 
i 78	 841 	 279 
i 834	 138 	 551 
i 443	 283 	 307 
i 67	 724 	 306 
i 586	 937 	 306 
i 442	 534 	 804 
i 800	 95 	 552 
i 91	 207 	 150 
c
c
W 73392
c end of file
