c Instance Type h
c
n 300
c w	 v1	 v2
i 171	 457 	 482 
i 541	 880 	 414 
i 853	 429 	 983 
i 24	 891 	 587 
i 823	 106 	 807 
i 722	 859 	 255 
i 624	 594 	 70 
i 100	 65 	 208 
i 734	 675 	 291 
i 598	 182 	 353 
i 80	 352 	 703 
i 494	 893 	 161 
i 477	 746 	 41 
i 65	 770 	 470 
i 872	 593 	 361 
i 127	 316 	 466 
i 196	 939 	 326 
i 404	 40 	 920 
i 695	 773 	 984 
i 48	 372 	 659 
i 751	 451 	 841 
i 912	 944 	 194 
i 953	 422 	 87 
i 423	 486 	 833 
i 784	 358 	 604 
i 251	 485 	 198 
i 576	 681 	 513 
i 496	 85 	 452 
i 481	 779 	 491 
i 141	 827 	 265 
i 981	 579 	 636 
i 176	 491 	 88 
i 262	 444 	 33 
i 96	 867 	 454 
i 699	 651 	 940 
i 896	 901 	 299 
i 409	 478 	 783 
i 861	 974 	 464 
i 353	 455 	 549 
i 618	 596 	 329 
i 255	 578 	 157 
i 342	 753 	 735 
i 375	 16 	 227 
i 828	 111 	 670 
i 769	 810 	 537 
i 69	 706 	 189 
i 851	 116 	 91 
i 316	 976 	 568 
i 865	 330 	 542 
i 194	 947 	 997 
i 350	 202 	 593 
i 86	 544 	 172 
i 312	 918 	 924 
i 982	 746 	 940 
i 520	 516 	 52 
i 708	 584 	 861 
i 798	 436 	 568 
i 367	 752 	 684 
i 908	 617 	 660 
i 905	 811 	 990 
i 499	 162 	 937 
i 671	 247 	 139 
i 596	 559 	 682 
i 536	 541 	 600 
i 587	 61 	 347 
i 449	 769 	 863 
i 17	 568 	 447 
i 700	 934 	 883 
i 361	 842 	 635 
i 351	 748 	 253 
i 289	 248 	 64 
i 427	 918 	 225 
i 110	 514 	 472 
i 710	 50 	 31 
i 58	 637 	 572 
i 920	 87 	 633 
i 368	 103 	 402 
i 252	 803 	 969 
i 887	 165 	 904 
i 140	 516 	 746 
i 204	 804 	 495 
i 429	 232 	 742 
i 900	 342 	 661 
i 931	 52 	 176 
i 504	 110 	 226 
i 137	 30 	 862 
i 538	 398 	 948 
i 508	 649 	 52 
i 412	 536 	 855 
i 159	 675 	 21 
i 654	 879 	 536 
i 397	 308 	 341 
i 58	 209 	 573 
i 233	 141 	 914 
i 458	 644 	 966 
i 321	 781 	 76 
i 270	 320 	 106 
i 322	 827 	 503 
i 177	 240 	 153 
i 198	 399 	 688 
i 733	 53 	 364 
i 75	 449 	 244 
i 647	 507 	 551 
i 562	 739 	 760 
i 528	 198 	 901 
i 604	 519 	 546 
i 710	 788 	 327 
i 214	 110 	 646 
i 366	 287 	 474 
i 54	 485 	 714 
i 418	 219 	 113 
i 661	 293 	 166 
i 213	 939 	 614 
i 973	 502 	 121 
i 874	 30 	 860 
i 420	 634 	 59 
i 747	 344 	 577 
i 393	 557 	 365 
i 867	 922 	 475 
i 581	 976 	 762 
i 694	 395 	 247 
i 859	 56 	 465 
i 474	 269 	 757 
i 594	 242 	 697 
i 455	 116 	 199 
i 513	 536 	 229 
i 90	 283 	 862 
i 455	 675 	 207 
i 929	 542 	 763 
i 691	 124 	 686 
i 938	 817 	 663 
i 403	 676 	 58 
i 161	 150 	 114 
i 857	 744 	 382 
i 57	 200 	 623 
i 286	 712 	 738 
i 148	 801 	 274 
i 355	 257 	 557 
i 118	 186 	 232 
i 804	 877 	 774 
i 467	 815 	 898 
i 525	 219 	 715 
i 638	 379 	 392 
i 20	 237 	 542 
i 642	 293 	 287 
i 381	 579 	 486 
i 655	 727 	 198 
i 212	 82 	 999 
i 444	 200 	 256 
i 219	 4 	 442 
i 117	 471 	 319 
i 832	 995 	 135 
i 224	 634 	 353 
i 765	 653 	 731 
i 52	 296 	 967 
i 538	 677 	 261 
i 735	 333 	 839 
i 735	 545 	 567 
i 991	 989 	 648 
i 433	 208 	 847 
c
c
W 74456
c end of file
